file,source,entity,comment_old,comment_new
dm_atm_ip_pst_adr-FMS.BRANCHES.yaml,FMS,Involved Party Postal Address,FK target: Geographic Area.Geographic Area Id.,"FK target: Geographic Area.Geographic Area Id. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.BRANCHES.yaml,FMS,Involved Party Postal Address,Lookup pair: Geographic Area.Geographic Area Code. Pair with Geographic Area Id.,"Lookup pair: Geographic Area.Geographic Area Code. Pair with Geographic Area Id. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.FORBRCH.yaml,FMS,Involved Party Postal Address,FK target: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Id.,FK target: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Id. Classification: Source System Code = 'FMS_FORBRCH'.
dm_atm_ip_pst_adr-FMS.FORBRCH.yaml,FMS,Involved Party Postal Address,Lookup pair: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Code. Pair with Involved Party Id.,Lookup pair: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Code. Pair with Involved Party Id. Classification: Source System Code = 'FMS_FORBRCH'.
dm_atm_ip_pst_adr-FMS.FORBRCH.yaml,FMS,Involved Party Postal Address,FK target: Geographic Area.Geographic Area Id. Lookup: DM_TINH_THANH.,"FK target: Geographic Area.Geographic Area Id. Lookup: DM_TINH_THANH. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.FORBRCH.yaml,FMS,Involved Party Postal Address,Lookup pair: Geographic Area.Geographic Area Code. Pair with Province Id. // Text denormalized — provinces là reference data set chưa map vào shared Geographic Area trong scope IDS.,"Lookup pair: Geographic Area.Geographic Area Code. Pair with Province Id. // Text denormalized — provinces là reference data set chưa map vào shared Geographic Area trong scope IDS. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.FORBRCH.yaml,FMS,Involved Party Postal Address,FK target: Geographic Area.Geographic Area Id.,"FK target: Geographic Area.Geographic Area Id. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.FORBRCH.yaml,FMS,Involved Party Postal Address,Lookup pair: Geographic Area.Geographic Area Code. Pair with Geographic Area Id.,"Lookup pair: Geographic Area.Geographic Area Code. Pair with Geographic Area Id. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.SECURITIES.yaml,FMS,Involved Party Postal Address,FK target: Fund Management Company.Fund Management Company Id.,"FK target: Fund Management Company.Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_ip_pst_adr-FMS.SECURITIES.yaml,FMS,Involved Party Postal Address,Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Involved Party Id.,"Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Involved Party Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_ip_pst_adr-FMS.SECURITIES.yaml,FMS,Involved Party Postal Address,FK target: Geographic Area.Geographic Area Id. Lookup: DM_TINH_THANH.,"FK target: Geographic Area.Geographic Area Id. Lookup: DM_TINH_THANH. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.SECURITIES.yaml,FMS,Involved Party Postal Address,Lookup pair: Geographic Area.Geographic Area Code. Pair with Province Id. // Text denormalized — provinces là reference data set chưa map vào shared Geographic Area trong scope IDS.,"Lookup pair: Geographic Area.Geographic Area Code. Pair with Province Id. // Text denormalized — provinces là reference data set chưa map vào shared Geographic Area trong scope IDS. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.SECURITIES.yaml,FMS,Involved Party Postal Address,FK target: Geographic Area.Geographic Area Id.,"FK target: Geographic Area.Geographic Area Id. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.SECURITIES.yaml,FMS,Involved Party Postal Address,Lookup pair: Geographic Area.Geographic Area Code. Pair with Geographic Area Id.,"Lookup pair: Geographic Area.Geographic Area Code. Pair with Geographic Area Id. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_fnd_mgt_co_shr_tfr-FMS.TRSFERINDER.yaml,FMS,Fund Management Company Share Transfer,FK target: Fund Management Company.Fund Management Company Id.,"FK target: Fund Management Company.Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_fnd_mgt_co_shr_tfr-FMS.TRSFERINDER.yaml,FMS,Fund Management Company Share Transfer,Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Fund Management Company Id.,"Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_ivsm_fnd_ctf_tfr-FMS.TRANSFERMBF.yaml,FMS,Investment Fund Certificate Transfer,FK target: Investment Fund.Investment Fund Id.,FK target: Investment Fund.Investment Fund Id. Classification: Source System Code = 'FMS_FUNDS'.
dm_atm_ivsm_fnd_ctf_tfr-FMS.TRANSFERMBF.yaml,FMS,Investment Fund Certificate Transfer,Lookup pair: Investment Fund.Investment Fund Code. Pair with Investment Fund Id.,Lookup pair: Investment Fund.Investment Fund Code. Pair with Investment Fund Id. Classification: Source System Code = 'FMS_FUNDS'.
dm_atm_ivsm_fnd_ctf_tfr-FMS.TRANSFERMBF.yaml,FMS,Investment Fund Certificate Transfer,FK target: Investment Fund Investor Membership.Investment Fund Investor Membership Id.,FK target: Investment Fund Investor Membership.Investment Fund Investor Membership Id. Classification: Source System Code = 'FMS_MBFUND'.
dm_atm_ivsm_fnd_ctf_tfr-FMS.TRANSFERMBF.yaml,FMS,Investment Fund Certificate Transfer,Lookup pair: Investment Fund Investor Membership.Investment Fund Investor Membership Code. Pair with Investment Fund Investor Membership Id.,Lookup pair: Investment Fund Investor Membership.Investment Fund Investor Membership Code. Pair with Investment Fund Investor Membership Id. Classification: Source System Code = 'FMS_MBFUND'.
