source,brd_id,table,functional_group,scope_status,scope_reason,table_meaning,notes,ba_email,steward_email
IDS,BRD-SRC-IDS-COMPANY_PENALTIES,COMPANY_PENALTIES,inspection_penalty,in_scope,,,,,
IDS,BRD-SRC-IDS-COMPANY_PROFILES,COMPANY_PROFILES,public_company,in_scope,,,,,
IDS,BRD-SRC-IDS-COMPANY_RELATIONSHIP,COMPANY_RELATIONSHIP,public_company,in_scope,,,,,
IDS,BRD-SRC-IDS-COMPANY_SHAREHOLDING,COMPANY_SHAREHOLDING,shareholder,in_scope,,,,,
IDS,BRD-SRC-IDS-COMPANY_SHARE_STATISTICS,COMPANY_SHARE_STATISTICS,capital_activity,in_scope,,,,,
IDS,BRD-SRC-IDS-COMPANY_TENDER_OFFER,COMPANY_TENDER_OFFER,capital_activity,in_scope,,,,,
IDS,BRD-SRC-IDS-COMPANY_TREASURY_STOCKS,COMPANY_TREASURY_STOCKS,capital_activity,in_scope,,,,,
IDS,BRD-SRC-IDS-COUNTRIES,COUNTRIES,master_data,pending,,,,,
IDS,BRD-SRC-IDS-DATA,DATA,reporting,out_of_scope,Loại khỏi scope theo quyết định tường minh của Data Modeler (2026-07-14) — bỏ hoàn toàn HLD + LLD đã thiết kế cho bảng này.,,,,
IDS,BRD-SRC-IDS-DATA_TYPES,DATA_TYPES,master_data,pending,,,,,
IDS,BRD-SRC-IDS-DATA_VALUES,DATA_VALUES,reporting,pending,,,,,
IDS,BRD-SRC-IDS-DEPARTMENTS,DEPARTMENTS,master_data,pending,,,,,
IDS,BRD-SRC-IDS-EVALUATIONS,EVALUATIONS,evaluation,in_scope,,,,,
IDS,BRD-SRC-IDS-EVALUATION_CBONDS,EVALUATION_CBONDS,evaluation,in_scope,,,,,
IDS,BRD-SRC-IDS-EVALUATION_CRITERIA,EVALUATION_CRITERIA,evaluation,in_scope,,,,,
IDS,BRD-SRC-IDS-EVALUATION_DETAILS,EVALUATION_DETAILS,evaluation,in_scope,,,,,
IDS,BRD-SRC-IDS-EVALUATION_GROUPS,EVALUATION_GROUPS,evaluation,in_scope,,,,,
IDS,BRD-SRC-IDS-EVALUATION_PERIODS,EVALUATION_PERIODS,evaluation,in_scope,,,,,
IDS,BRD-SRC-IDS-FIELDS,FIELDS,reporting,pending,,,,,
IDS,BRD-SRC-IDS-FIELDS_MGR,FIELDS_MGR,reporting,pending,,,,,
IDS,BRD-SRC-IDS-FILES,FILES,document,pending,,,,,
IDS,BRD-SRC-IDS-FOREIGN_OWNER_LIMIT,FOREIGN_OWNER_LIMIT,public_company,in_scope,,,,,
IDS,BRD-SRC-IDS-FORMS,FORMS,reporting,in_scope,,,,,
IDS,BRD-SRC-IDS-FORM_FIELDS,FORM_FIELDS,reporting,pending,,,,,
IDS,BRD-SRC-IDS-FORM_FIELD_HISTORY,FORM_FIELD_HISTORY,reporting,pending,,,,,
IDS,BRD-SRC-IDS-HISTORY_CHANGE_LOG,HISTORY_CHANGE_LOG,document,pending,,,,,
IDS,BRD-SRC-IDS-HOLDER_RELATIONSHIP,HOLDER_RELATIONSHIP,shareholder,in_scope,,,,,
IDS,BRD-SRC-IDS-HOLIDAY_CALENDAR,HOLIDAY_CALENDAR,master_data,pending,,,,,
IDS,BRD-SRC-IDS-HTE_VIOLATION_REPORT,HTE_VIOLATION_REPORT,inspection_penalty,in_scope,,,,,
IDS,BRD-SRC-IDS-IDENTITY,IDENTITY,shareholder,in_scope,,,,,
IDS,BRD-SRC-IDS-INTEGRATION_JOB_DEFINITION,INTEGRATION_JOB_DEFINITION,integration,pending,,,,,
IDS,BRD-SRC-IDS-INTEGRATION_SYNC_LOG,INTEGRATION_SYNC_LOG,integration,pending,,,,,
IDS,BRD-SRC-IDS-INTG_FINANCIAL_STATEMENT,INTG_FINANCIAL_STATEMENT,integration,pending,,,,,
IDS,BRD-SRC-IDS-INTG_FORM_MAPPING,INTG_FORM_MAPPING,integration,pending,,,,,
IDS,BRD-SRC-IDS-INTG_IMPORT_DATA_LOG,INTG_IMPORT_DATA_LOG,integration,pending,,,,,
IDS,BRD-SRC-IDS-INTG_REPORT_CONFIG,INTG_REPORT_CONFIG,integration,pending,,,,,
IDS,BRD-SRC-IDS-INTG_REPORT_FIELD,INTG_REPORT_FIELD,integration,pending,,,,,
IDS,BRD-SRC-IDS-INTG_SIGNATURE_CONFIG,INTG_SIGNATURE_CONFIG,integration,pending,,,,,
IDS,BRD-SRC-IDS-LEGAL_ENTITIES,LEGAL_ENTITIES,shareholder,in_scope,,,,,
IDS,BRD-SRC-IDS-LEGAL_REPRESENTATIVE,LEGAL_REPRESENTATIVE,public_company,in_scope,,,,,
IDS,BRD-SRC-IDS-LOGINS,LOGINS,auth,pending,,,,,
IDS,BRD-SRC-IDS-LOGIN_PERMISSION_BY_CODE,LOGIN_PERMISSION_BY_CODE,auth,pending,,,,,
IDS,BRD-SRC-IDS-LOOKUP_VALUES,LOOKUP_VALUES,master_data,pending,,,,,
IDS,BRD-SRC-IDS-MANUAL_DOCUMENT,MANUAL_DOCUMENT,document,pending,,,,,
IDS,BRD-SRC-IDS-MIGRATION_EXECUTIONS,MIGRATION_EXECUTIONS,system,pending,,,,,
IDS,BRD-SRC-IDS-MIGRATION_LOGS,MIGRATION_LOGS,system,pending,,,,,
IDS,BRD-SRC-IDS-NOTIFICATIONS,NOTIFICATIONS,notification,in_scope,,,,,
IDS,BRD-SRC-IDS-NOTIFICATIONS_DTL,NOTIFICATIONS_DTL,notification,in_scope,,,,,
IDS,BRD-SRC-IDS-POSITIONS,POSITIONS,shareholder,in_scope,,,,,
IDS,BRD-SRC-IDS-PROVINCES,PROVINCES,master_data,pending,,,,,
IDS,BRD-SRC-IDS-PUB_COMPANY_CANCELLATION,PUB_COMPANY_CANCELLATION,public_company,in_scope,,,,,
IDS,BRD-SRC-IDS-PUB_COMPANY_REGISTRATION,PUB_COMPANY_REGISTRATION,public_company,in_scope,,,,,
IDS,BRD-SRC-IDS-RCOL,RCOL,reporting,in_scope,,,,,
IDS,BRD-SRC-IDS-REPORT_CATALOG,REPORT_CATALOG,reporting,in_scope,,,,,
IDS,BRD-SRC-IDS-REPORT_EXTENSIONS,REPORT_EXTENSIONS,reporting,in_scope,,,,,
IDS,BRD-SRC-IDS-REP_COLUMN,REP_COLUMN,reporting,in_scope,,,,,
IDS,BRD-SRC-IDS-REP_FORMS,REP_FORMS,reporting,in_scope,,,,,
IDS,BRD-SRC-IDS-REP_ROW,REP_ROW,reporting,in_scope,,,,,
IDS,BRD-SRC-IDS-RROW,RROW,reporting,in_scope,,,,,
IDS,BRD-SRC-IDS-SECURITIES_OFFERING,SECURITIES_OFFERING,capital_activity,in_scope,,,,,
IDS,BRD-SRC-IDS-SECURITIES_OFFERING_PLAN,SECURITIES_OFFERING_PLAN,capital_activity,in_scope,,,,,
IDS,BRD-SRC-IDS-SECURITIES_OFFERING_RESULT,SECURITIES_OFFERING_RESULT,capital_activity,in_scope,,,,,
IDS,BRD-SRC-IDS-SMS_LOG,SMS_LOG,notification,pending,,,,,
IDS,BRD-SRC-IDS-STATE_CAPITAL,STATE_CAPITAL,public_company,in_scope,,,,,
IDS,BRD-SRC-IDS-STOCK_CONTROLS,STOCK_CONTROLS,shareholder,in_scope,,,,,
IDS,BRD-SRC-IDS-STOCK_LISTING_HISTORY,STOCK_LISTING_HISTORY,capital_activity,in_scope,,,,,
IDS,BRD-SRC-IDS-SYS_PARAMETERS,SYS_PARAMETERS,master_data,pending,,,,,
IDS,BRD-SRC-IDS-UBCK_SYNC_ITEM_LOG,UBCK_SYNC_ITEM_LOG,integration,pending,,,,,
IDS,BRD-SRC-IDS-USER_AUDIT_LOG,USER_AUDIT_LOG,system,pending,,,,,
IDS,BRD-SRC-IDS-VIOLATION_PENALTY_CONFIG,VIOLATION_PENALTY_CONFIG,inspection_penalty,in_scope,,,,,
IDS,BRD-SRC-IDS-VIOLATION_REPORT,VIOLATION_REPORT,inspection_penalty,in_scope,,,,,
IDS,BRD-SRC-IDS-VIOLATION_TEMPLATES,VIOLATION_TEMPLATES,inspection_penalty,in_scope,,,,,
IDS,BRD-SRC-IDS-WARDS,WARDS,master_data,pending,,,,,
KNT,BRD-SRC-KNT-AUDITOR,AUDITOR,KNT-06 Thông tin công ty & kiểm toán,pending,,"Danh sách kiểm toán viên được UBCKNN chấp thuận: thuộc công ty kiểm toán nào, số GCN hành nghề, ngày chấp thuận/hủy",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-AUDIT_FIRM,AUDIT_FIRM,KNT-06 Thông tin công ty & kiểm toán,pending,,"Hồ sơ tổ chức kiểm toán được UBCKNN chấp thuận kiểm toán cho đơn vị có lợi ích công chúng: số QĐ, ngày QĐ, MST, số lượng KTV",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-CATALOG,CATALOG,KNT-REF Danh mục dùng chung,pending,,"Danh mục điện tử dùng chung trong phân hệ KNT: mã, tên, nhóm danh mục",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-CATALOG_GROUP,CATALOG_GROUP,KNT-REF Danh mục dùng chung,pending,,Nhóm danh mục điện tử: phân nhóm các danh mục dùng chung trong hệ thống KNT,,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-CAT_ORG_UNIT,CAT_ORG_UNIT,KNT-REF Danh mục dùng chung,pending,,"Danh mục đơn vị tổ chức: UBCKNN, Cục Thuế, Bộ Tài chính và các đơn vị báo cáo trong hệ thống",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-CAT_POSITION,CAT_POSITION,KNT-REF Danh mục dùng chung,pending,,Danh mục chức vụ: dùng cho phân loại nhân sự trong hệ thống KNT,,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-CAT_VIOLATION_ACT,CAT_VIOLATION_ACT,KNT-04 Xử lý vi phạm & xử phạt,pending,,"Danh mục hành vi vi phạm pháp luật chứng khoán: mã, tên, văn bản pháp lý áp dụng và xử lý",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-CHUCNANG,CHUCNANG,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,,Không có mô tả trong Source/KNT_Tables.csv — tên bảng gợi ý danh sách menu/chức năng UI (tương tự CHUCNANG trong bản khảo sát cũ).,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-COMPANY_INFO,COMPANY_INFO,KNT-06 Thông tin công ty & kiểm toán,pending,,"Thông tin công ty tham gia thị trường chứng khoán gửi sang Cục Thuế: tên, MST, loại công ty, vốn, người đại diện, thông tin niêm yết",Dữ liệu công ty UBCKNN gửi đi Cục Thuế — cần đối chiếu trùng lặp với entity Organization đã thiết kế ở SCMS/FMS/IDS.,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-CONFIG_PARAM,CONFIG_PARAM,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,"Tham số cấu hình nghiệp vụ hệ thống KNT: mã tham số, giá trị ENUM, loại báo cáo, mã hệ thống tương ứng",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-DB_LOG,DB_LOG,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,"Nhật ký kỹ thuật ghi nhận sự kiện database: mã, giá trị và thời gian tạo",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-HIGH_RISK_ENTERPRISE,HIGH_RISK_ENTERPRISE,KNT-05 Giám sát doanh nghiệp rủi ro cao,pending,,"Danh sách doanh nghiệp rủi ro cao về thuế do Cục Thuế cung cấp: MST, tên, địa chỉ, cơ quan thuế quản lý, năm đánh giá",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-INDICATOR_MAPPING,INDICATOR_MAPPING,KNT-02 Báo cáo tài chính từ Tổng cục Thuế,pending,,Ánh xạ mã chỉ tiêu giữa tờ khai UBCKNN và Cục Thuế theo từng sheet biểu mẫu,,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-INFO_REQUEST_DETAIL,INFO_REQUEST_DETAIL,KNT-07 Trao đổi yêu cầu thông tin,out_of_scope,Chờ thiết kế LLD,"Chi tiết yêu cầu thông tin từ Cục Thuế gửi UBCKNN: tên yêu cầu, MST, trạng thái xử lý",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-INVOICE_DETAIL,INVOICE_DETAIL,KNT-03 Cưỡng chế nợ thuế / hóa đơn,out_of_scope,Chờ thiết kế LLD,Chi tiết hóa đơn trong thông tin cưỡng chế ngừng sử dụng hóa đơn do Cục Thuế cung cấp,,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-LNK_GROUP_FUNCTION,LNK_GROUP_FUNCTION,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,Phân quyền chức năng cho nhóm người dùng: nhóm nào được truy cập chức năng nào,,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-LNK_USER_GROUP,LNK_USER_GROUP,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,Liên kết người dùng với nhóm người dùng trong hệ thống KNT,,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-LOG_MQ,LOG_MQ,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,"Nhật ký giao tiếp qua Message Queue (MQ): ghi nhận lỗi, nội dung message, mã giao dịch giữa UBCKNN và Cục Thuế",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-LOG_REQUEST_SSC,LOG_REQUEST_SSC,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,"Nhật ký yêu cầu UBCKNN gửi sang Cục Thuế: mã gói tin, MST, trạng thái, ngày yêu cầu",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-LOG_SEND_MOF,LOG_SEND_MOF,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,"Nhật ký gửi dữ liệu sang Bộ Tài chính (BTC): mã gói tin, trạng thái, ngày gửi, msg_id",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-MSG_PACKET,MSG_PACKET,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,"Gói tin trao đổi dữ liệu giữa UBCKNN và Cục Thuế/Bộ Tài chính: nội dung XML, trạng thái gửi/nhận, mã giao dịch","FK reference chung của hầu hết bảng nghiệp vụ Tier 1 (TAX_REGISTRATION_INFO, TAX_REPORT, TAX_ENFORCEMENT_DEBT, TAX_ENFORCEMENT_INVOICE, TAX_VIOLATION_HANDLING...) — bảng quản lý lifecycle gói tin truyền nhận, không chứa dữ liệu nghiệp vụ.",huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-MSG_PACKET_CONFIG,MSG_PACKET_CONFIG,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,"Cấu hình gói tin trao đổi: định nghĩa chức năng, đơn vị, hệ thống, phương thức truyền nhận dữ liệu",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-PENALTY_DECISION,PENALTY_DECISION,KNT-04 Xử lý vi phạm & xử phạt,pending,,"Quyết định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán: số QĐ, đối tượng, hành vi vi phạm, tổng tiền phạt","Xử phạt VPHC lĩnh vực chứng khoán do UBCKNN ban hành — có thể trùng nghiệp vụ với ThanhTra.PENALTY_DECISION, cần đối chiếu khi đánh giá scope.",huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-REPORT_COMPARISON,REPORT_COMPARISON,KNT-02 Báo cáo tài chính từ Tổng cục Thuế,pending,,Kết quả đối chiếu dữ liệu báo cáo tài chính giữa UBCKNN và Cục Thuế: so sánh từng chỉ tiêu theo gói tin,,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-REPORT_CYCLE,REPORT_CYCLE,KNT-02 Báo cáo tài chính từ Tổng cục Thuế,pending,,"Danh mục chu kỳ báo cáo: mã, giá trị, tháng và năm tương ứng",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-REPORT_FORM,REPORT_FORM,KNT-02 Báo cáo tài chính từ Tổng cục Thuế,pending,,Danh mục biểu mẫu báo cáo tài chính định nghĩa trong hệ thống KNT,,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-REPORT_FORM_INDICATOR,REPORT_FORM_INDICATOR,KNT-02 Báo cáo tài chính từ Tổng cục Thuế,pending,,Liên kết chỉ tiêu với biểu mẫu báo cáo: thứ tự và tên sheet tương ứng,,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-REPORT_FORM_TEMPLATE,REPORT_FORM_TEMPLATE,KNT-02 Báo cáo tài chính từ Tổng cục Thuế,pending,,Ánh xạ chỉ tiêu giữa biểu mẫu báo cáo UBCKNN và tờ khai thuế của Cục Thuế (dùng để đối chiếu dữ liệu),,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-REPORT_INDICATOR,REPORT_INDICATOR,KNT-02 Báo cáo tài chính từ Tổng cục Thuế,pending,,Danh mục chỉ tiêu báo cáo: mã và tên chỉ tiêu dùng trong các biểu mẫu báo cáo,,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-SCHEDULE_CONFIG,SCHEDULE_CONFIG,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,"Lịch thiết lập truyền/nhận dữ liệu tự động với Cục Thuế và Bộ Tài chính: tần suất, giờ chạy, biểu thức CRON",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-SSC_PENALTY,SSC_PENALTY,KNT-04 Xử lý vi phạm & xử phạt,pending,,"Thông tin xử phạt vi phạm hành chính trong lĩnh vực chứng khoán của UBCKNN gửi Cục Thuế: số QĐ, đối tượng, hành vi, tiền phạt","Có thể trùng lặp nghiệp vụ với PENALTY_DECISION (cùng là xử phạt VPHC do UBCKNN ban hành, khác là bảng này dùng để gửi đi Cục Thuế) — cần đối chiếu khi đánh giá scope.",huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-SSC_REPORT,SSC_REPORT,KNT-02 Báo cáo tài chính từ Tổng cục Thuế,pending,,Báo cáo tài chính của đơn vị do UBCKNN tổng hợp từ phân hệ IDS/SCMS/FMS để gửi Cục Thuế và Bộ Tài chính,Dữ liệu tổng hợp từ IDS/SCMS/FMS — cần xác nhận có trùng lặp với entity đã thiết kế ở các source đó không.,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-SSC_REPORT_DETAIL,SSC_REPORT_DETAIL,KNT-02 Báo cáo tài chính từ Tổng cục Thuế,pending,,"Chi tiết chỉ tiêu trong báo cáo tài chính UBCKNN: giá trị đầu năm, cuối năm, năm nay, năm trước, thông tin kiểm toán",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-SUBJECT_PROFILE,SUBJECT_PROFILE,KNT-04 Xử lý vi phạm & xử phạt,pending,,Hồ sơ đối tượng bị thanh tra/kiểm tra: tổ chức hoặc cá nhân tham gia thị trường chứng khoán,,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-SYS_AUDIT_LOG,SYS_AUDIT_LOG,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,"Nhật ký thao tác hệ thống KNT: ghi nhận hành động của người dùng (đăng nhập, xem, sửa dữ liệu...)",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-SYS_EXPORT_SCHEMA_01,SYS_EXPORT_SCHEMA_01,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,Bảng kỹ thuật Oracle Data Pump Export schema 01 (không dùng cho nghiệp vụ),,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-SYS_EXPORT_SCHEMA_02,SYS_EXPORT_SCHEMA_02,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,Bảng kỹ thuật Oracle Data Pump Export schema 02 (không dùng cho nghiệp vụ),,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-SYS_EXPORT_SCHEMA_03,SYS_EXPORT_SCHEMA_03,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,Bảng kỹ thuật Oracle Data Pump Export schema 03 (không dùng cho nghiệp vụ),,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-SYS_FUNCTION_ROLE,SYS_FUNCTION_ROLE,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,"Danh sách chức năng hệ thống KNT kèm phân quyền role: tên, đường dẫn, role áp dụng",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-SYS_HENV,SYS_HENV,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,Bảng kỹ thuật lưu trữ biến môi trường hệ thống (CLOB và DATE),,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-SYS_PARAM,SYS_PARAM,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,"Tham số cấu hình hệ thống KNT: mã, giá trị, kiểu dữ liệu, trạng thái (thay thế bảng THAM_SO)",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-SYS_USER,SYS_USER,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,Tài khoản người dùng hệ thống KNT: cán bộ UBCKNN đăng nhập quản lý dữ liệu trao đổi với Cục Thuế và Bộ Tài chính,,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-SYS_USER_GROUP,SYS_USER_GROUP,KNT-SYS Quản trị hệ thống & truyền nhận,pending,,Nhóm người dùng hệ thống KNT: dùng để phân quyền truy cập chức năng,,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-TAX_ENFORCEMENT_DEBT,TAX_ENFORCEMENT_DEBT,KNT-03 Cưỡng chế nợ thuế / hóa đơn,out_of_scope,Chờ thiết kế LLD,"Thông tin quyết định cưỡng chế nợ thuế do Cục Thuế ban hành: phương thức cưỡng chế, số tiền, tài sản kê biên",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-TAX_ENFORCEMENT_INVOICE,TAX_ENFORCEMENT_INVOICE,KNT-03 Cưỡng chế nợ thuế / hóa đơn,out_of_scope,Chờ thiết kế LLD,"Thông tin quyết định cưỡng chế ngừng sử dụng hóa đơn do Cục Thuế ban hành: số QĐ, đối tượng bị cưỡng chế, thời gian hiệu lực",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-TAX_REGISTRATION_INFO,TAX_REGISTRATION_INFO,KNT-01 Quản lý thông tin đăng ký thuế,out_of_scope,Chờ thiết kế LLD,"Thông tin đăng ký thuế do Cục Thuế cung cấp: địa chỉ, vốn điều lệ, người đại diện, trạng thái hoạt động, tạm ngừng kinh doanh","Grain = 1 Involved Party (1 doanh nghiệp/hộ kinh doanh). Có trường địa chỉ (HQ_ADDRESS, BUSINESS_*) và liên lạc (PHONE/FAX/BUSINESS_EMAIL) → tách IP Postal Address / IP Electronic Address theo rule 5.",huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-TAX_REG_ADDRESS_TYPE,TAX_REG_ADDRESS_TYPE,KNT-01 Quản lý thông tin đăng ký thuế,out_of_scope,Chờ thiết kế LLD,"Loại địa chỉ trong thông tin đăng ký thuế của doanh nghiệp: địa chỉ trụ sở, địa chỉ kinh doanh, địa chỉ khác","Không tạo Atomic entity riêng — grain = 1 địa chỉ theo loại của 1 taxpayer, map thẳng vào shared entity IP Postal Address (ADDRESS/WARD/DISTRICT/PROVINCE/COUNTRY theo TYPE) + IP Electronic Address (EMAIL/FAX/WEBSITE/PHONE).",huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-TAX_REG_BUSINESS_LINE,TAX_REG_BUSINESS_LINE,KNT-01 Quản lý thông tin đăng ký thuế,out_of_scope,Chờ thiết kế LLD,"Ngành nghề kinh doanh trong thông tin đăng ký thuế: mã ngành, tên ngành theo mã gói tin","Pure junction giữa Registered Taxpayer và danh mục ngành nghề (BUSINESS_LINE_CODE + BUSINESS_LINE_NAME) — không tạo Atomic entity, denormalize ARRAY<Classification Value Code> trên entity Tax Registration.",huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-TAX_REG_REPRESENTATIVE,TAX_REG_REPRESENTATIVE,KNT-01 Quản lý thông tin đăng ký thuế,out_of_scope,Chờ thiết kế LLD,"Thông tin người đại diện/chủ hộ kinh doanh trong đăng ký thuế: họ tên, chức vụ, loại giấy tờ, số giấy tờ",Grain = 1 Involved Party (người đại diện). Có ID_DOCUMENT_TYPE/NUMBER → IP Alt Identification; PHONE/FAX/EMAIL → IP Electronic Address.,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-TAX_REPORT,TAX_REPORT,KNT-02 Báo cáo tài chính từ Tổng cục Thuế,out_of_scope,Chờ thiết kế LLD,"Báo cáo tài chính do Cục Thuế cung cấp cho UBCKNN: thông tin tờ khai, kỳ kê khai, MST, thông tin kiểm toán",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-TAX_REPORT_DETAIL,TAX_REPORT_DETAIL,KNT-02 Báo cáo tài chính từ Tổng cục Thuế,out_of_scope,Chờ thiết kế LLD,"Chi tiết chỉ tiêu trong báo cáo tài chính từ Cục Thuế: giá trị đầu năm, cuối năm, năm nay, năm trước theo từng sheet",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-TAX_VIOLATION_HANDLING,TAX_VIOLATION_HANDLING,KNT-04 Xử lý vi phạm & xử phạt,out_of_scope,Chờ thiết kế LLD,"Thông tin xử lý vi phạm pháp luật về thuế do Cục Thuế cung cấp: số QĐ xử lý, tên đối tượng, kỳ thanh tra, tiền phạt",,huy.pham@fssc.com.vn,username@ubck.com.vn
KNT,BRD-SRC-KNT-VIOLATION_ACT,VIOLATION_ACT,KNT-04 Xử lý vi phạm & xử phạt,pending,,"Chi tiết hành vi vi phạm trong hồ sơ thanh tra hoặc quyết định xử phạt: mã CK, số tài khoản, số tiền phạt, biện pháp khắc phục",,huy.pham@fssc.com.vn,username@ubck.com.vn
MDDS,BRD-SRC-MDDS-JAD_CORPBONDINFOR,JAD_CORPBONDINFOR,UID-03 Trái phiếu doanh nghiệp,in_scope,,"Snapshot bảng giá TPDN: giá, order book thỏa thuận Outright (PT_*), đặc thù bond (kỳ hạn, lãi suất, coupon, mệnh giá, ngày phát hành/đáo hạn)",,username@fssc.com.vn,username@ubck.com.vn
MDDS,BRD-SRC-MDDS-JAD_CSIDXINFOR,JAD_CSIDXINFOR,UID-01 Thị trường và chỉ số tổng hợp,in_scope,,Thành phần rổ chỉ số: cặp (IndexCode × Symbol) với tỷ trọng và ngày vào rổ,,username@fssc.com.vn,username@ubck.com.vn
MDDS,BRD-SRC-MDDS-JAD_MARKETINFOR,JAD_MARKETINFOR,UID-01 Thị trường và chỉ số tổng hợp,in_scope,,"Snapshot tổng hợp trạng thái sàn/chỉ số — điểm chỉ số, tổng KL/GT, số mã tăng/giảm/trần/sàn, trạng thái phiên, giao dịch thỏa thuận",,username@fssc.com.vn,username@ubck.com.vn
