id,category,name,description,description_vi,tags,classifications,related_terms,part_of_terms,type_of_terms,secondary_categories,custom_data_type,data_classes
11242,Involved Party,De Facto Spouse,"Identifies an Individual who is considered to be equivalent to a spouse of the other Individual, but there has been no formal commitment of marriage endorsed by a lawful authority.","[Auto Translated] Xác định một Cá nhân được coi là tương đương với vợ/chồng của Cá nhân kia, nhưng chưa có cam kết chính thức về hôn nhân được cơ quan có thẩm quyền hợp pháp chứng thực.",property,Personal Information,Business Core Vocabulary >> Involved Party >> Individual,Business Core Vocabulary >> Involved Party >> Individual,,Business Scopes >> Data Privacy >> Personal Data; Business Scopes >> AML Suspicious Transactions; Business Scopes >> Data Privacy >> Personal Data >> Human Resources; Business Scopes >> Employment; Business Scopes >> Customer View; Business Scopes >> Banking Customers; Business Scopes >> Employment >> Employment View; Business Scopes >> Data Protection; Business Scopes >> Data Protection >> Data Protection - Data Processing And Consent; Business Scopes >> Customer View >> Know Your Customer (KYC); Business Scopes >> Employment >> Employment Fundamentals,Relationship,
11243,Involved Party,Unconsolidated Regulatory Capital Coverage,Distinguishes between unconsolidated legal entities within the financial institution group based on their ability to meet their regulatory capital requirements.,[Auto Translated] Phân biệt giữa các pháp nhân chưa hợp nhất trong nhóm tổ chức tài chính dựa trên khả năng đáp ứng các yêu cầu về vốn pháp định của họ.,property,,,Business Core Vocabulary >> Involved Party >> Subsidiary,,,Reference Data,
11244,Involved Party,Customer Satisfaction Rating,Identifies a rating that indicates how content the Customer is with the overall services of the Financial Institution.,[Auto Translated] Xác định xếp hạng cho biết mức độ hài lòng của Khách hàng với các dịch vụ tổng thể của Tổ chức Tài chính.,property,Personal Information,Business Core Vocabulary >> Group >> Satisfaction Rating,Business Core Vocabulary >> Involved Party >> Customer,,Business Scopes >> Banking Customers; Business Scopes >> Customer View >> Customer Insight - Contact Center Optimization; Business Scopes >> Customer View; Business Scopes >> Customer View >> Individual Customer Profile Analysis,Relationship,
11245,Involved Party,Military Rank,Distinguishes between Individuals according to the rank that an Individual holds or previously held during their time serving in some branch of the military.,[Auto Translated] Phân biệt giữa các Cá nhân theo cấp bậc mà một Cá nhân nắm giữ hoặc đã được giữ trước đó trong thời gian họ phục vụ trong một số nhánh của quân đội.,property,Personal Information,,Business Core Vocabulary >> Involved Party >> Individual,,Business Scopes >> Data Privacy >> Personal Data; Business Scopes >> Data Privacy >> Personal Data >> Demographics; Business Scopes >> Banking Customers,Reference Data,
11246,Involved Party,Organization Registration Type,"Distinguishes between Organizations Registrations according to the specific registration held by an Organization; for example, Club Register, Chamber of Commerce, Corporation Register. It is likely that each geographic region will have many different types of valid registrations.","[Auto Translated] Phân biệt giữa các Đăng ký của Tổ chức theo đăng ký cụ thể do một Tổ chức nắm giữ; ví dụ: Sổ đăng ký Câu lạc bộ, Phòng Thương mại, Sổ đăng ký Công ty. Có khả năng mỗi khu vực địa lý sẽ có nhiều loại đăng ký hợp lệ khác nhau.",property,,,Business Core Vocabulary >> Involved Party >> Organization Registration,,,Reference Data,
11247,Involved Party,Customer Prospective Product,"Identifies a Product that a Customer would be interested in; for example, a specific Limited Partnership Is Prospect For a specific Deposit Product.",[Auto Translated] Xác định Sản phẩm mà Khách hàng quan tâm; ví dụ: Đối tác hữu hạn cụ thể là triển vọng cho một sản phẩm tiền gửi cụ thể.,property,Personal Information,Business Core Vocabulary >> Product >> Product,Business Core Vocabulary >> Involved Party >> Customer,,Business Scopes >> Customer View >> Customer Insight - Contact Center Optimization; Business Scopes >> Customer View; Business Scopes >> Customer View >> Individual Customer Profile Analysis,Relationship,
11248,Involved Party,Financial Viability Date,"Identifies a calendar date associated with a change in Financial Viability; for example, Date Declared Insolvent.",[Auto Translated] Xác định ngày theo lịch liên quan đến thay đổi về Khả năng tài chính; ví dụ: Ngày tuyên bố mất khả năng thanh toán.,property,Sensitive Personal Information,,Business Core Vocabulary >> Involved Party >> Organization; Business Core Vocabulary >> Involved Party >> Individual,,,Date,
11249,Involved Party,General Partner,Identifies an Involved Party who participates in and assumes full liability for the subject Individual or Organization. The Individual or Organization is also either a general or a limited partnership.,[Auto Translated] Xác định một Bên liên quan tham gia và chịu toàn bộ trách nhiệm pháp lý đối với Cá nhân hoặc Tổ chức. Cá nhân hoặc Tổ chức cũng là một công ty hợp danh chung hoặc một công ty hợp danh hữu hạn.,property,Personal Information,Business Core Vocabulary >> Involved Party >> Involved Party,Business Core Vocabulary >> Involved Party >> Organization; Business Core Vocabulary >> Involved Party >> Individual,,Business Scopes >> Alignment Scopes >> FIBO Alignment Scope; Business Scopes >> Alignment Scopes >> Dodd Frank Alignment Scopes >> DF - Large Trader Reporting 17 CFR 240 And 249 Alignment Scope; Business Scopes >> Customer View; Business Scopes >> Customer View >> Individual Customer Profile Analysis,Relationship,
11250,Involved Party,Exchange Type,Distinguishes between the different types of Exchanges.,[Auto Translated] Phân biệt các loại sàn giao dịch khác nhau.,property,,,Business Core Vocabulary >> Involved Party >> Exchange,,,Reference Data,
11251,Involved Party,Organization Data Protection Supervisor,Identifies the Organization Unit who has responsibility for supervising the protection of data assets for the Organization.,[Auto Translated] Xác định Đơn vị Tổ chức có trách nhiệm giám sát việc bảo vệ tài sản dữ liệu cho Tổ chức.,property,,Business Core Vocabulary >> Involved Party >> Organization Unit,Business Core Vocabulary >> Involved Party >> Organization,,Business Scopes >> Data Privacy >> Regulatory Alignment >> GDPR Related Terms; Business Scopes >> Alignment Scopes >> GDPR Alignment Scope; Business Scopes >> Data Privacy >> Personal Data Management; Business Scopes >> AML Suspicious Transactions; Business Scopes >> Data Privacy >> Personal Data Management Overview; Business Scopes >> Data Protection; Business Scopes >> Data Protection >> Data Protection - Data Processing And Consent,Relationship,
11252,Involved Party,Duns Number,Identifies the number assigned to the Organization by Dun & Bradstreet.,[Auto Translated] Xác định số được Dun & Bradstreet gán cho Tổ chức.,property,,,Business Core Vocabulary >> Involved Party >> Organization,,Business Scopes >> AML Suspicious Transactions; Business Scopes >> Payments Data; Business Scopes >> Banking Customers,String,Knowledge Accelerators >> Data Classes >> Organization Data Classes >> DUNS Number
11253,Involved Party,Organization Holding Company,Identifies a parent company that owns the Organization but does no business in its own right.,[Auto Translated] Xác định một công ty mẹ sở hữu Tổ chức nhưng không tự mình kinh doanh.,property,,Business Core Vocabulary >> Involved Party >> Holding Company,Business Core Vocabulary >> Involved Party >> Organization,,Business Scopes >> Payment Cards; Business Scopes >> Financial Markets (FM); Business Scopes >> Alignment Scopes >> Dodd Frank Alignment Scopes >> DF - Further Definition Of Swaps Security-Based Swaps 17 CFR Alignment Scope; Business Scopes >> Alignment Scopes >> Dodd Frank Alignment Scopes >> DF - Further Definition Of Swap Dealers And Participants 17 CFR Alignment Scope; Business Scopes >> Alignment Scopes >> Dodd Frank Alignment Scopes >> DF - Large Trader Reporting 17 CFR 240 And 249 Alignment Scope; Business Scopes >> Alignment Scopes >> Capital Requirements Directive (CRD) Alignment Scopes >> CRD 2006/48/EC Alignment Scope; Business Scopes >> Alignment Scopes >> FATCA Alignment Scope; Business Scopes >> Financial Markets (FM) >> Financial Markets Involved Party Fundamentals; Business Scopes >> Financial Markets (FM) >> Financial Markets Trading,Relationship,
11254,Involved Party,Involved Party Is Dealer For Product Limit Condition,Identifies a Limit Condition that applies to the Involved Parties ability to deal in the Product.,[Auto Translated] Xác định Điều kiện giới hạn áp dụng cho khả năng giao dịch Sản phẩm của các Bên liên quan.,property,,Business Core Vocabulary >> Condition >> Involved Party Is Dealer For Product Limit,Business Core Vocabulary >> Involved Party >> Product Dealer,,,Relationship,
11255,Involved Party,Authenticating Involved Party,"Identifies an Involved Party who provides authentication to the subject Involved Party; for example, a security guard authenticates the bank manager.","[Auto Translated] Xác định một Bên liên quan cung cấp xác thực cho Bên liên quan; ví dụ, một nhân viên bảo vệ xác thực người quản lý ngân hàng.",property,Personal Information,Business Core Vocabulary >> Involved Party >> Involved Party,Business Core Vocabulary >> Involved Party >> Advising Involved Party,,Business Scopes >> Wealth Management Support >> Wealth Management - Investment And Funds; Business Scopes >> Transaction Management; Business Scopes >> Financial Markets (FM); Business Scopes >> Employment; Business Scopes >> Alignment Scopes >> CCPA Alignment Scope; Business Scopes >> Financial Markets (FM) >> Financial Markets Trading; Business Scopes >> Wealth Management Support; Business Scopes >> Wealth Management Support >> Wealth Management View; Business Scopes >> Employment >> Employment View; Business Scopes >> Data Protection; Business Scopes >> Data Protection >> Data Protection - Data Processing And Consent; Business Scopes >> Wealth Management Support >> Wealth Management - Wealth Client And Arrangement; Business Scopes >> Data Protection >> Data Protection View,Relationship,
11256,Involved Party,Involved Party Primary Relationship Reason,"Distinguishes between Involved Parties according to the primary reason the Involved Party is known to the Financial Institution; for example, Employee, Customer, etc.","[Auto Translated] Phân biệt giữa các Bên liên quan theo lý do chính khiến Tổ chức tài chính biết đến Bên liên quan; ví dụ: Nhân viên, Khách hàng, v.v.",property,Personal Information,,Business Core Vocabulary >> Involved Party >> Involved Party,,Business Scopes >> Anti Money Laundering (AML) >> AML Suspicious Activity; Business Scopes >> AML Suspicious Transactions; Business Scopes >> Customer View; Business Scopes >> Banking Customers; Business Scopes >> Anti Money Laundering (AML) >> AML Excessive Cash Payments; Business Scopes >> Anti Money Laundering (AML); Business Scopes >> Alignment Scopes >> EBA DPM Alignment Scope; Business Scopes >> Customer View >> Know Your Customer (KYC),Reference Data,
11257,Involved Party,Guarantor,"Identifies an Involved Party who undertakes, in full or in part, the financial responsibility for a debt obligation between two other parties, in the event that the original contracting party is unable to fulfil its obligations.","[Auto Translated] Xác định một Bên liên quan đảm nhận toàn bộ hoặc một phần trách nhiệm tài chính đối với nghĩa vụ nợ giữa hai bên khác, trong trường hợp bên ký kết ban đầu không thể thực hiện nghĩa vụ của mình.",role,Personal Information,Business Core Vocabulary >> Arrangement >> Arrangement Double Default Guarantor; Business Core Vocabulary >> Arrangement >> Arrangement Guarantor; Business Core Vocabulary >> Involved Party >> Involved Party Guarantor; Business Core Vocabulary >> Involved Party >> Product Guarantor; Business Core Vocabulary >> Arrangement >> Securitization Guarantor,,Business Core Vocabulary >> Involved Party >> Involved Party,Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 9 Securitization Disclosures Trading Book Alignment Scope; Business Scopes >> Alignment Scopes >> FIBO Alignment Scope; Business Scopes >> Payment Cards; Business Scopes >> Data Privacy >> Personal Data >> Finance; Business Scopes >> Financial Markets (FM); Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 9 Securitization Disclosures Banking Book Alignment Scope; Business Scopes >> Data Privacy >> Personal Data; Business Scopes >> Asset Securitization; Business Scopes >> Systemic Risk; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 9 Securitization Disclosure Alignment Scope; Business Scopes >> Financial Markets (FM) >> Financial Markets Involved Party Fundamentals; Business Scopes >> Financial Markets (FM) >> Financial Markets Trading,,
11258,Involved Party,Currency / Involved Party Relationship Life Cycle Status Reason,Distinguishes between Currency Involved Party Relationships according to their life cycle status change reason type.,[Auto Translated] Phân biệt giữa các mối quan hệ tiền tệ của các bên liên quan theo loại lý do thay đổi trạng thái vòng đời của chúng.,property,,,Business Core Vocabulary >> Involved Party >> Currency User,,,Reference Data,
11259,Involved Party,Legal Competency Status Date,"Identifies a calendar date associated with a change in Legal Competency Status; for example, Date Of Majority.",[Auto Translated] Xác định một ngày theo lịch liên quan đến sự thay đổi về Tình trạng Năng lực Pháp lý; ví dụ: Ngày Đa số.,property,Sensitive Personal Information,,Business Core Vocabulary >> Involved Party >> Organization; Business Core Vocabulary >> Involved Party >> Individual,,Business Scopes >> Channel Usage; Business Scopes >> Data Privacy >> Personal Data Management; Business Scopes >> Optimize Offers and Cross Sell Scenario; Business Scopes >> Data Protection >> Data Protection - Personal Data Breach And Complaint; Business Scopes >> Customer View >> Customer Arrangements; Business Scopes >> Insurance >> Insurance View; Business Scopes >> Employment; Business Scopes >> Customer View; Business Scopes >> Insurance; Business Scopes >> Employment >> Employment View; Business Scopes >> Data Protection; Business Scopes >> Customer View >> Know Your Customer (KYC); Business Scopes >> Data Protection >> Data Protection View; Business Scopes >> Employment >> Employment Fundamentals,Date,
11260,Involved Party,Product Manager Authorization Relationship Limit Condition,"Identifies a limit imposed on relationships between an Involved Party and a Product in which an Involved Party is authorized to manage a Product. For example, an Investment Manager is authorized to manage a set of Financial Market Instruments up to a specified value limit.",[Auto Translated] Xác định giới hạn áp đặt cho mối quan hệ giữa Bên liên quan và Sản phẩm trong đó Bên liên quan được ủy quyền quản lý Sản phẩm. Ví dụ: Người quản lý đầu tư được ủy quyền quản lý một bộ Công cụ thị trường tài chính đến giới hạn giá trị được chỉ định.,property,,Business Core Vocabulary >> Condition >> Product Manager Authorization Relationship Limit,Business Core Vocabulary >> Involved Party >> Product Authorized Manager,,,Relationship,
11261,Involved Party,Emergency Contact Involved Party,Identifies an Individual who is nominated as the person to be contacted in the event of sickness or accident.,[Auto Translated] Xác định một Cá nhân được chỉ định là người cần liên hệ trong trường hợp ốm đau hoặc tai nạn.,property,Personal Information,Business Core Vocabulary >> Involved Party >> Individual,Business Core Vocabulary >> Involved Party >> Individual,,Business Scopes >> Data Privacy >> Personal Data; Business Scopes >> Data Privacy >> Personal Data >> Human Resources; Business Scopes >> Employment; Business Scopes >> Wealth Management Support; Business Scopes >> Banking Customers; Business Scopes >> Wealth Management Support >> Wealth Management View; Business Scopes >> Employment >> Employment View; Business Scopes >> Data Protection; Business Scopes >> Data Protection >> Data Protection - Data Processing And Consent; Business Scopes >> Wealth Management Support >> Wealth Management - Wealth Client And Arrangement; Business Scopes >> Data Protection >> Data Protection View; Business Scopes >> Employment >> Employment Fundamentals,Relationship,
11262,Involved Party,Customer Relationship Life Cycle Status,"Distinguishes between Customers according to the specific life cycle state in which the Customer relationship exists. For example, active, declined, etc.","[Auto Translated] Phân biệt giữa các Khách hàng theo trạng thái vòng đời cụ thể mà mối quan hệ Khách hàng tồn tại. Ví dụ: đang hoạt động, bị từ chối, v.v.",property,Personal Information,,Business Core Vocabulary >> Involved Party >> Customer,,Business Scopes >> Payments Data; Business Scopes >> Data Privacy >> Personal Data >> Basic Personal Information; Business Scopes >> Data Privacy >> Personal Data; Business Scopes >> AML Suspicious Transactions; Business Scopes >> Customer View >> Customer Arrangements; Business Scopes >> Customer View; Business Scopes >> Banking Customers; Business Scopes >> Customer View >> Customer Insight - Contact Center Optimization; Business Scopes >> Customer View >> Customer Insight - Optimize Offers And Cross Sell,Reference Data,
11263,Involved Party,Government Benefit Status,Distinguishes between Individuals according to whether or not they receive any benefit provided by a government body.,[Auto Translated] Phân biệt giữa các Cá nhân tùy theo việc họ có nhận được bất kỳ lợi ích nào do cơ quan chính phủ cung cấp hay không.,property,Sensitive Personal Information,,Business Core Vocabulary >> Involved Party >> Individual,,Business Scopes >> Data Privacy >> Personal Data >> Finance; Business Scopes >> Data Privacy >> Personal Data; Business Scopes >> Customer View; Business Scopes >> Customer View >> Individual Customer Profile Analysis; Business Scopes >> Banking Customers; Business Scopes >> Customer View >> Customer Insight - Optimize Offers And Cross Sell; Business Scopes >> Customer View >> Customer Insight - Customer Lifetime Value,Reference Data,
11264,Involved Party,Will Executor,"Identifies the Executor of the Individual's prescribed duties, in accordance with a Will, upon the death of the subject Individual.","[Auto Translated] Xác định Người thi hành các nghĩa vụ được quy định của Cá nhân, theo Di chúc, sau cái chết của Cá nhân.",property,Personal Information,Business Core Vocabulary >> Involved Party >> Executor,Business Core Vocabulary >> Involved Party >> Individual,,Business Scopes >> Wealth Management Support >> Wealth Management - Investment And Funds; Business Scopes >> Wealth Management Support; Business Scopes >> Customer View; Business Scopes >> Banking Customers; Business Scopes >> Alignment Scopes >> Dodd Frank Alignment Scopes >> DF - Large Trader Reporting 17 CFR 240 And 249 Alignment Scope; Business Scopes >> Wealth Management Support >> Wealth Management View; Business Scopes >> Wealth Management Support >> Wealth Management - Wealth Client And Arrangement; Business Scopes >> Customer View >> Know Your Customer (KYC),Relationship,
11265,Involved Party,Involved Party Trades Product Limit Condition Sequence Number,A unique number that identifies the order in which Limits are applied to the set of Involved Party and traded Product relationships. Each relationship in the set will have one distinct Limit Sequence Number.,[Auto Translated] Một số duy nhất xác định thứ tự áp dụng các Giới hạn cho tập hợp các mối quan hệ giữa Bên liên quan và Sản phẩm được giao dịch. Mỗi mối quan hệ trong tập hợp sẽ có một Số thứ tự giới hạn riêng biệt.,property,,,Business Core Vocabulary >> Involved Party >> Product Trader,,,Number,
11266,Involved Party,Contact Individual,"Identifies an Individual who is the specified channel of communication to which the subject Involved Party is referred; for example, a particular Customer Employee who Is the Contact For the Financial Institution.",[Auto Translated] Xác định một Cá nhân là kênh liên lạc được chỉ định mà Bên liên quan được đề cập đến; ví dụ: một Nhân viên Khách hàng cụ thể là Người liên hệ của Tổ chức Tài chính.,property,Personal Information,Business Core Vocabulary >> Involved Party >> Individual,Business Core Vocabulary >> Involved Party >> Organization; Business Core Vocabulary >> Involved Party >> Individual,,Business Scopes >> AML Suspicious Transactions; Business Scopes >> Employment; Business Scopes >> Accessibility; Business Scopes >> Wealth Management Support; Business Scopes >> Alignment Scopes >> Dodd Frank Alignment Scopes >> DF - Large Trader Reporting 17 CFR 240 And 249 Alignment Scope; Business Scopes >> Wealth Management Support >> Wealth Management View; Business Scopes >> Employment >> Employment View; Business Scopes >> Data Protection; Business Scopes >> Data Protection >> Data Protection - Data Processing And Consent; Business Scopes >> Wealth Management Support >> Wealth Management - Wealth Client And Arrangement; Business Scopes >> Data Protection >> Data Protection View; Business Scopes >> Employment >> Employment Fundamentals,Relationship,
11267,Involved Party,Politically Exposed Indicator,"Distinguishes between Individuals according to whether they are or have been entrusted with prominent public functions, including heads of state or of government, senior politicians, senior government, judicial or military officials, senior executives of publicly
owned corporations and important political party officials. There is always a possibility, especially in countries where corruption is widespread, that such persons abuse their public powers for their own illicit enrichment through the receipt of bribes, embezzlement, etc.","[Auto Translated] Phân biệt giữa các Cá nhân tùy theo việc họ đang hoặc đã được giao phó các chức năng công nổi bật, bao gồm các nguyên thủ quốc gia hoặc chính phủ, chính trị gia cấp cao, quan chức cấp cao của chính phủ, tư pháp hoặc quân đội, giám đốc điều hành cấp cao của cơ quan công quyền.
các tập đoàn thuộc sở hữu và các quan chức đảng chính trị quan trọng. Luôn luôn có khả năng xảy ra, đặc biệt ở những quốc gia nơi tham nhũng tràn lan, những người như vậy lạm dụng quyền lực công để làm giàu bất chính cho bản thân thông qua việc nhận hối lộ, tham ô, v.v..",property,Sensitive Personal Information,,Business Core Vocabulary >> Involved Party >> Individual,,"Business Scopes >> Data Privacy >> Regulatory Alignment >> GDPR Related Terms; Business Scopes >> Alignment Scopes >> GDPR Alignment Scope; Business Scopes >> Payments Data; Business Scopes >> Financial Markets (FM); Business Scopes >> Data Privacy >> Personal Data; Business Scopes >> Employment; Business Scopes >> Insurance >> Insurance View; Business Scopes >> Financial Markets (FM) >> Financial Markets Trading; Business Scopes >> Insurance; Business Scopes >> Banking Customers; Business Scopes >> Employment >> Employment View; Business Scopes >> Data Protection; Business Scopes >> Data Privacy >> Personal Data >> Beliefs, Views & Opinions; Business Scopes >> Data Protection >> Data Protection View; Business Scopes >> Employment >> Employment Fundamentals",Boolean,
11268,Involved Party,American Bankers Association Number,"Identifies Involved Party American Bankers Association Numbers, which are used to identify Financial Institutions in the routing of check payments. The American Bankers Association (ABA) is a professional association that promotes and advocates issues important to the banking industry in the United States of America.","[Auto Translated] Xác định Số Hiệp hội Ngân hàng Hoa Kỳ của Bên liên quan, được sử dụng để xác định Tổ chức tài chính trong việc định tuyến thanh toán bằng séc. Hiệp hội Ngân hàng Hoa Kỳ (ABA) là một hiệp hội chuyên nghiệp nhằm thúc đẩy và ủng hộ các vấn đề quan trọng đối với ngành ngân hàng ở Hoa Kỳ.",property,,,Business Core Vocabulary >> Involved Party >> Organization Unit,,Business Scopes >> Payments Data,String,Knowledge Accelerators >> Data Classes >> Finance Data Classes >> Routing Transit Number
11269,Involved Party,Involved Party Location Relationship Significance,Distinguishes between Involved Party / Location Relationships according to the specific importance of the address in relation to conducting business with Involved Parties.,[Auto Translated] Phân biệt giữa các Bên liên quan/Mối quan hệ địa điểm theo tầm quan trọng cụ thể của địa chỉ liên quan đến việc tiến hành kinh doanh với các Bên liên quan.,property,Personal Information,,Business Core Vocabulary >> Involved Party >> Involved Party Delivery Point,,,Reference Data,
11270,Involved Party,Regulatory Body,"Identifies an Organization that is a body set up for the purpose of controlling, influencing and suggesting appropriate conduct for defined business activities. A Regulatory Body may impose regulations, regulate money supply and/or regulate exchange listings; for example, U.S. Securities and Exchange Commission, U.S. Government, and the Australian Reserve Bank.","[Auto Translated] Xác định một Tổ chức là một cơ quan được thành lập nhằm mục đích kiểm soát, gây ảnh hưởng và đề xuất các hành vi thích hợp cho các hoạt động kinh doanh được xác định. Cơ quan quản lý có thể áp đặt các quy định, điều tiết việc cung tiền và/hoặc điều chỉnh việc niêm yết trên sàn giao dịch; ví dụ: Ủy ban Chứng khoán và Giao dịch Hoa Kỳ, Chính phủ Hoa Kỳ và Ngân hàng Dự trữ Úc.",role,,Business Core Vocabulary >> Transaction >> Transaction Regulator; Business Core Vocabulary >> Arrangement >> Arrangement Regulatory Body,,Business Core Vocabulary >> Involved Party >> Organization,Business Scopes >> Data Privacy >> Regulatory Alignment >> GDPR Related Terms; Business Scopes >> Alignment Scopes >> GDPR Alignment Scope; Business Scopes >> Data Privacy >> Personal Data Management; Business Scopes >> Insurance >> Insurance - Arrangement And Customer; Business Scopes >> Financial Markets (FM); Business Scopes >> Alignment Scopes >> CCAR Alignment Scope; Business Scopes >> Alignment Scopes >> CCPA Alignment Scope; Business Scopes >> Data Privacy >> Regulatory Alignment >> CCPA Related Terms; Business Scopes >> Alignment Scopes >> Dodd Frank Alignment Scopes >> DF - Further Definition Of Swaps Security-Based Swaps 17 CFR Alignment Scope; Business Scopes >> Insurance; Business Scopes >> Alignment Scopes >> Dodd Frank Alignment Scopes >> DF - Further Definition Of Swap Dealers And Participants 17 CFR Alignment Scope; Business Scopes >> Alignment Scopes >> Dodd Frank Alignment Scopes >> DF - Large Trader Reporting 17 CFR 240 And 249 Alignment Scope; Business Scopes >> Data Privacy >> Personal Data Management Overview; Business Scopes >> Data Protection; Business Scopes >> Data Protection >> Data Protection - Data Processing And Consent; Business Scopes >> Financial Markets (FM) >> Financial Markets Involved Party Fundamentals; Business Scopes >> Financial Markets (FM) >> Financial Markets Trading,,
11271,Involved Party,Annual Taxable Benefit Amount,The total taxable monetary amount that the Employee receives annually in the context of an Employment Arrangement.,[Auto Translated] Tổng số tiền chịu thuế mà Người lao động nhận được hàng năm trong khuôn khổ Thỏa thuận Việc làm.,property,Sensitive Personal Information,,Business Core Vocabulary >> Involved Party >> Employee,,Business Scopes >> Data Privacy >> Personal Data >> Finance; Business Scopes >> Data Privacy >> Personal Data,Monetary Amount,
11272,Involved Party,Organization Incorporation Date,Identifies the date of the Incorporation of the Organization.,[Auto Translated] Xác định ngày thành lập của Tổ chức.,property,,,Business Core Vocabulary >> Involved Party >> Organization,,Business Scopes >> AML Suspicious Transactions; Business Scopes >> Banking Customers,Date,
11273,Involved Party,Involved Party / Product Relationship Termination Reason,Distinguishes between Involved Party Product Relationships according to the main reason why the relationship was terminated.,[Auto Translated] Phân biệt giữa các mối quan hệ sản phẩm của các bên liên quan theo lý do chính khiến mối quan hệ bị chấm dứt.,property,Personal Information,,Business Core Vocabulary >> Involved Party >> Financial Market Instrument Place Of Trade; Business Core Vocabulary >> Involved Party >> Product Subsidizer; Business Core Vocabulary >> Involved Party >> Product Transaction Acceptor; Business Core Vocabulary >> Involved Party >> Product Servicer; Business Core Vocabulary >> Involved Party >> ABCP Program Sponsor; Business Core Vocabulary >> Involved Party >> Product Co-brander; Business Core Vocabulary >> Involved Party >> Product Affinity Partner; Business Core Vocabulary >> Involved Party >> Product Ownership Interest; Business Core Vocabulary >> Involved Party >> Involved Party Supplied Product; Business Core Vocabulary >> Involved Party >> Product Administrator; Business Core Vocabulary >> Involved Party >> Product Market Maker; Business Core Vocabulary >> Involved Party >> Product Primary Exchange; Business Core Vocabulary >> Involved Party >> Involved Party Offers Product Voting Rights; Business Core Vocabulary >> Involved Party >> Product Acquirer; Business Core Vocabulary >> Involved Party >> Product Development Fund Provider; Business Core Vocabulary >> Involved Party >> Credit Derivative Instrument Reference Entity; Business Core Vocabulary >> Involved Party >> Product Seller; Business Core Vocabulary >> Involved Party >> Product Authorized Manager; Business Core Vocabulary >> Involved Party >> Involved Party Residual Claim; Business Core Vocabulary >> Involved Party >> Association For Product; Business Core Vocabulary >> Involved Party >> Product Supplier; Business Core Vocabulary >> Involved Party >> Product Manager; Business Core Vocabulary >> Involved Party >> Involved Party Listed Product; Business Core Vocabulary >> Involved Party >> Product Guarantor; Business Core Vocabulary >> Involved Party >> Product Dealer; Business Core Vocabulary >> Involved Party >> Product Base Rate Authority; Business Core Vocabulary >> Involved Party >> Product Endorser; Business Core Vocabulary >> Involved Party >> Product Trader; Business Core Vocabulary >> Involved Party >> Product Equipment Provider; Business Core Vocabulary >> Involved Party >> Product Intermediary; Business Core Vocabulary >> Involved Party >> Product Marketer,,,Reference Data,
11274,Involved Party,Securitization Bank Type,Distinguishes between Bank Securitization Role as to the responsibilities undertaken in securitization.,[Auto Translated] Phân biệt giữa Vai trò Chứng khoán hóa Ngân hàng và các trách nhiệm được thực hiện trong quá trình chứng khoán hóa.,property,,,Business Core Vocabulary >> Involved Party >> Securitization Bank,,Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 9 Securitization Disclosures Trading Book Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II Pillar 3 (P3) Items Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 9 Securitization Disclosures Banking Book Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 9 Securitization Disclosure Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II Advanced Capital Adequacy Framework Alignment Scope,Reference Data,
11275,Involved Party,Organization Membership Type,"Distinguishes between Organizations according to the membership type they offer. For example, public or private.","[Auto Translated] Phân biệt giữa các Tổ chức theo loại thành viên mà họ cung cấp. Ví dụ, công khai hoặc riêng tư.",property,,,Business Core Vocabulary >> Involved Party >> Organization; Business Core Vocabulary >> Involved Party >> Organization Membership,,Business Scopes >> Financial Markets (FM); Business Scopes >> Financial Markets (FM) >> Financial Markets Trading; Business Scopes >> Banking Customers; Business Scopes >> Data Protection; Business Scopes >> Operational Risk Management; Business Scopes >> Data Protection >> Data Protection View,Reference Data,
11276,Involved Party,Customer Relationship Life Cycle Status Reason,"Distinguishes between Customers according to the grounds or motives for a change in their Life Cycle Status, for example, closure of the relationship when they have no active accounts or a significant period of inactivity.","[Auto Translated] Phân biệt giữa các Khách hàng dựa trên căn cứ hoặc động cơ dẫn đến thay đổi Trạng thái Vòng đời của họ, ví dụ: chấm dứt mối quan hệ khi họ không có tài khoản đang hoạt động hoặc trong một khoảng thời gian đáng kể không hoạt động.",property,Personal Information,,Business Core Vocabulary >> Involved Party >> Customer,,Business Scopes >> Customer View >> Customer Arrangements; Business Scopes >> AML Suspicious Transactions; Business Scopes >> Customer View; Business Scopes >> Banking Customers; Business Scopes >> Customer View >> Customer Insight - Contact Center Optimization; Business Scopes >> Customer View >> Customer Insight - Optimize Offers And Cross Sell,Reference Data,
