id,code,name,description,description_vi,ref_set_id
1610,Suspicious Document Or Identification Presented Activity,Suspicious Document Or Identification Presented Activity,Identifies a suspicious activity being a suspicion of false document or identification being presented to the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ có tài liệu hoặc giấy tờ tùy thân giả được xuất trình cho Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1611,Unusual Use Of Money Transfer Activity,Unusual Use Of Money Transfer Activity,Identifies a suspicious activity being suspicion of illegal activity as a result of an unusual money transfer activity made be an Involved Party.,[Auto] Xác định một hoạt động đáng ngờ bị nghi ngờ là hoạt động bất hợp pháp do hoạt động chuyển tiền bất thường được thực hiện bởi một Bên liên quan.,6b8877e1-6c18-474e-851b-8bbc348618b6
1612,Forgery Activity,Forgery Activity,Identifies a suspicious activity being a suspicion of forged financial instruments being presented to the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ các công cụ tài chính giả mạo được đưa cho Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1613,Mail Fraud Activity,Mail Fraud Activity,Identifies a suspicious activity where there is a suspicion of mail fraud being carried out against the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ khi có sự nghi ngờ về gian lận qua thư đang được thực hiện đối với Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1614,Mysterious Disappearance Activity,Mysterious Disappearance Activity,Identifies a suspicious activity being a suspicion of a mysterious disappearance activity e.g. mysterious disappearance of cash or checks.,"[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ về một hoạt động mất tích bí ẩn, ví dụ: sự biến mất bí ẩn của tiền mặt hoặc séc.",6b8877e1-6c18-474e-851b-8bbc348618b6
1615,Futures Fraud Activity,Futures Fraud Activity,Identifies a suspicious activity being a suspicion of futures fraud being carried out against the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ gian lận hợp đồng tương lai đang được thực hiện chống lại Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1616,Counterfeit Debit Card Activity,Counterfeit Debit Card Activity,Identifies a suspicious activity being a suspicion of counterfeit debit card activities being carried out against the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ về các hoạt động thẻ ghi nợ giả đang được thực hiện chống lại Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1617,Consumer Loan Fraud Activity,Consumer Loan Fraud Activity,Identifies a suspicious activity being a suspicion of consumer loan fraud being carried out against the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ gian lận cho vay tiêu dùng đang được thực hiện đối với Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1618,Debit Card Fraud Activity,Debit Card Fraud Activity,Identifies a suspicious activity being a suspicion of debit card fraud being carried out against the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ gian lận thẻ ghi nợ đang được thực hiện đối với Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1619,Credit Card Fraud Activity,Credit Card Fraud Activity,Identifies a suspicious activity being a suspicion of credit card fraud being carried out against the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ gian lận thẻ tín dụng đang được thực hiện đối với Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1620,Bank Secrecy Act Activity,Bank Secrecy Act Activity,Identifies a suspicious activity that arose due to the Involved Party performing an activity which contravened the Bank Secrecy Act.,[Auto] Xác định một hoạt động đáng ngờ phát sinh do Bên liên quan thực hiện hoạt động trái với Đạo luật bảo mật ngân hàng.,6b8877e1-6c18-474e-851b-8bbc348618b6
1621,Unusual Use Of Travelers Check Activity,Unusual Use Of Travelers Check Activity,Identifies a suspicious activity being suspicion of illegal activity as a result of an unusual use of travelers checks by an Involved Party.,[Auto] Xác định một hoạt động đáng ngờ bị nghi ngờ là hoạt động bất hợp pháp do một Bên liên quan sử dụng séc du lịch một cách bất thường.,6b8877e1-6c18-474e-851b-8bbc348618b6
1622,Minimal Gaming With Large Transactions Activity,Minimal Gaming With Large Transactions Activity,"Identifies a suspicious activity being suspicious gaming activities being executed by an Involved Party (especially relevant for Casinos). In particular, this deals with minimal gaming with large transactions.","[Auto] Xác định một hoạt động đáng ngờ là các hoạt động chơi game đáng ngờ được thực hiện bởi một Bên liên quan (đặc biệt có liên quan đến Sòng bạc). Đặc biệt, điều này đề cập đến việc chơi game ở mức tối thiểu với các giao dịch lớn.",6b8877e1-6c18-474e-851b-8bbc348618b6
1623,Money Laundering Activity,Money Laundering Activity,Identifies a suspicious activity being a suspicion of money laundering being carried out using the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ rửa tiền được thực hiện bằng cách sử dụng Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1624,Use Of Multiple Credit Card / Deposit Account Activity,Use Of Multiple Credit Card / Deposit Account Activity,Identifies a suspicious activity being suspicion of fraudulent activities with regard to the use of multiple credit cards or deposit accounts by an Involved Party.,[Auto] Xác định một hoạt động đáng ngờ bị nghi ngờ là các hoạt động gian lận liên quan đến việc một Bên liên quan sử dụng nhiều thẻ tín dụng hoặc tài khoản tiền gửi.,6b8877e1-6c18-474e-851b-8bbc348618b6
1625,Counterfeit Credit Card Activity,Counterfeit Credit Card Activity,Identifies a suspicious activity being a suspicion of counterfeit credit card activities being carried out against the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là hoạt động giả mạo thẻ tín dụng đang được thực hiện chống lại Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1626,Multiple Credit Card/Deposit Account Activity,Multiple Credit Card/Deposit Account Activity,Identifies a suspicious activity being a suspicion of fraudulent activities with regard to the use of multiple credit cards or deposit accounts by an Involved Party.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ về các hoạt động gian lận liên quan đến việc một Bên liên quan sử dụng nhiều thẻ tín dụng hoặc tài khoản tiền gửi.,6b8877e1-6c18-474e-851b-8bbc348618b6
1627,Market Manipulation Activity,Market Manipulation Activity,Identifies a suspicious activity being a suspicion of market manipulation activities being carried out against the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ về các hoạt động thao túng thị trường đang được thực hiện chống lại Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1628,Defalcation Or Embezzlement Activity,Defalcation Or Embezzlement Activity,Identifies a suspicious activity being a suspicion of defalcation or embezzlement being carried out against the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ gian lận hoặc tham ô được thực hiện đối với Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1629,Terrorist Financing Activity,Terrorist Financing Activity,Identifies a suspicious activity being a suspicion of terrorist financing activities being carried out using the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ bị nghi ngờ là các hoạt động tài trợ khủng bố đang được thực hiện bằng cách sử dụng Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1630,Impossible Geography Fraud,Impossible Geography Fraud,Identifies an activity where suspicion arose due to the Involved Party performing the activity in dispersed geographical locations at times where it would be impossible to travel between the locations.,[Auto] Xác định một hoạt động mà nảy sinh sự nghi ngờ do Bên liên quan thực hiện hoạt động đó ở các vị trí địa lý phân tán vào những thời điểm không thể di chuyển giữa các địa điểm.,6b8877e1-6c18-474e-851b-8bbc348618b6
1631,Securities Fraud Activity,Securities Fraud Activity,Identifies a suspicious activity being a suspicion of securities fraud being carried out against the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ gian lận chứng khoán được thực hiện đối với Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1632,Check Fraud Activity,Check Fraud Activity,Identifies a suspicious activity being a suspicion of check fraud being carried out against the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ gian lận séc đang được thực hiện đối với Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1633,Insider Trading Activity,Insider Trading Activity,Identifies a suspicious activity being a suspicion of insider trading being carried out against the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ về giao dịch nội gián được thực hiện chống lại Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1634,Prearranged Or Non-Competitive Trading Activity,Prearranged Or Non-Competitive Trading Activity,Identifies a suspicious activity being a suspicion of prearranged or non-competitive trading.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ về giao dịch được sắp xếp trước hoặc không cạnh tranh.,6b8877e1-6c18-474e-851b-8bbc348618b6
1635,False Statement Activity,False Statement Activity,Identifies a suspicious activity being a suspicion of false statements being relayed to the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ các báo cáo sai được chuyển đến Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1636,Identity Theft Activity,Identity Theft Activity,Identifies a suspicious activity that involves the Theft of the identity associated with an Involved Party.,[Auto] Xác định một hoạt động đáng ngờ liên quan đến Hành vi trộm cắp danh tính liên quan đến một Bên liên quan.,6b8877e1-6c18-474e-851b-8bbc348618b6
1637,Wire Transfer Fraud Activity,Wire Transfer Fraud Activity,Identifies a suspicious activity being suspicious wire transfers activities carried out against the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là các hoạt động chuyển khoản đáng ngờ được thực hiện chống lại Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1638,Counterfeit Instrument Activity,Counterfeit Instrument Activity,Identifies a suspicious activity being a suspicion of counterfeit instruments being presented to the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ có các công cụ giả mạo được đưa cho Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1639,Mortgage Loan Fraud Activity,Mortgage Loan Fraud Activity,Identifies a suspicious activity being a suspicion of mortgage loan fraud being carried out against/within the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ gian lận khoản vay thế chấp được thực hiện đối với/trong Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1640,Misuse Of Position Or Self Dealing Activity,Misuse Of Position Or Self Dealing Activity,Identifies a suspicious activity being a suspicion of the misuse of position or a self dealing activity within the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ lạm dụng chức vụ hoặc hoạt động tự xử lý trong Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1641,Structuring Activity,Structuring Activity,Identifies a suspicious activity being a suspicion of structuring being carried out against the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ về việc cấu trúc được thực hiện chống lại Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1642,Unusual Use Of Money Order Activity,Unusual Use Of Money Order Activity,Identifies a suspicious activity being suspicion with regard to the unusual use of money orders.,[Auto] Xác định một hoạt động đáng ngờ đang bị nghi ngờ liên quan đến việc sử dụng lệnh chuyển tiền một cách bất thường.,6b8877e1-6c18-474e-851b-8bbc348618b6
1643,Bribery Or Gratuity Activity,Bribery Or Gratuity Activity,Identifies a suspicious activity being a suspicion of bribery or gratuity being carried out using the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ bị nghi ngờ là hối lộ hoặc tiền thưởng được thực hiện bằng cách sử dụng Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1644,Computer Intrusion Activity,Computer Intrusion Activity,Identifies a suspicious activity being a suspicion of illicit computer intrusion activities being carried out against the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ về các hoạt động xâm nhập máy tính bất hợp pháp đang được thực hiện chống lại Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1645,Commercial Loan Fraud Activity,Commercial Loan Fraud Activity,Identifies a suspicious activity being a suspicion of commercial loan fraud being carried out against the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ gian lận khoản vay thương mại đang được thực hiện đối với Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1646,Wash Or Other Fictitious Trading Activity,Wash Or Other Fictitious Trading Activity,Identifies a suspicious activity being a suspicion of wash or other fictitious trading activities being carried out using the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ rửa tiền hoặc các hoạt động giao dịch hư cấu khác được thực hiện bằng cách sử dụng Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1647,Unusual Use Of Counter Checks/Markers Activity,Unusual Use Of Counter Checks/Markers Activity,Identifies a suspicious activity being a suspicion of unusual counter checks or markers being used against the organization. This has particular relevance with regard to casinos.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ về việc kiểm tra đối chiếu hoặc đánh dấu bất thường đang được sử dụng để chống lại tổ chức. Điều này có liên quan đặc biệt đến sòng bạc.,6b8877e1-6c18-474e-851b-8bbc348618b6
1648,Large Currency Exchange Activity,Large Currency Exchange Activity,Identifies a suspicious activity being suspicious large currency exchanges occurring using the products provided by the Financial Institutions.,[Auto] Xác định một hoạt động đáng ngờ là trao đổi tiền tệ lớn đáng ngờ xảy ra bằng cách sử dụng các sản phẩm do Tổ chức Tài chính cung cấp.,6b8877e1-6c18-474e-851b-8bbc348618b6
1649,Check Kiting Activity,Check Kiting Activity,Identifies a suspicious activity being a suspicion of check kiting being carried out against the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là hoạt động kiểm tra hành vi bị nghi ngờ đang được thực hiện chống lại Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1650,Counterfeit Check Activity,Counterfeit Check Activity,Identifies a suspicious activity being a suspicion of counterfeit checking being carried out against the Financial Institution.,[Auto] Xác định một hoạt động đáng ngờ là nghi ngờ có hoạt động kiểm tra giả mạo đang được thực hiện chống lại Tổ chức Tài chính.,6b8877e1-6c18-474e-851b-8bbc348618b6
1651,Immediate Or Cancel,Immediate Or Cancel,Identifies Market or limit orders which are to be executed in whole or in part as soon as it is submitted; any portion not so executed is to be canceled.,[Auto] Xác định các lệnh Thị trường hoặc giới hạn sẽ được thực hiện toàn bộ hoặc một phần ngay khi được gửi; bất kỳ phần nào không được thực hiện sẽ bị hủy bỏ.,6b9c35f5-4c24-4590-af52-cb595b72c281
1652,Good Till Canceled,Good Till Canceled,Identifies a good-till-canceled order (GTC) order shall remain in effect until filled or canceled by the investor.,[Auto] Xác định lệnh tốt cho đến khi bị hủy (GTC) sẽ vẫn có hiệu lực cho đến khi được nhà đầu tư thực hiện hoặc hủy bỏ.,6b9c35f5-4c24-4590-af52-cb595b72c281
1653,Good Till Date,Good Till Date,"Identifies an Order that, if not executed, expires at the end of the specified expiry date.","[Auto] Xác định một Lệnh, nếu không được thực thi, sẽ hết hạn vào cuối ngày hết hạn được chỉ định.",6b9c35f5-4c24-4590-af52-cb595b72c281
1654,Day Order,Day Order,"Identifies an Order that, if not executed, expires at the end of the trading day on which the order is entered.","[Auto] Xác định một Lệnh, nếu không được thực thi, sẽ hết hạn vào cuối ngày giao dịch mà lệnh được nhập.",6b9c35f5-4c24-4590-af52-cb595b72c281
1655,Fill Or Kill,Fill Or Kill,Identifies Fill Or Kill orders which dictate that the entire order must execute immediately or be canceled.,[Auto] Xác định các lệnh Điền hoặc Hủy yêu cầu toàn bộ lệnh phải được thực thi ngay lập tức hoặc bị hủy.,6b9c35f5-4c24-4590-af52-cb595b72c281
1656,Unsecured Bond,Unsecured Bond,Identifies a Debt Instrument that is backed by the full faith and credit of the issuing organization rather than by specific collateral.,[Auto] Xác định một Công cụ Nợ được hỗ trợ bởi sự tin tưởng và tín nhiệm hoàn toàn của tổ chức phát hành thay vì bằng tài sản thế chấp cụ thể.,6ce3c097-c9ff-420c-b1a9-45458a9d13c1
1657,Secured Bond,Secured Bond,Identifies a Debt Instrument that is backed by collateral which may be sold to satisfy a claim in the event of the issuer failing to meet their obligations in respect of interest or capital repayments.,[Auto] Xác định một Công cụ Nợ được bảo đảm bằng tài sản thế chấp có thể được bán để đáp ứng yêu cầu bồi thường trong trường hợp tổ chức phát hành không đáp ứng các nghĩa vụ của họ về việc trả lãi hoặc trả vốn.,6ce3c097-c9ff-420c-b1a9-45458a9d13c1
1658,Major Recession,Major Recession,"Identifies a major economic recession.  Historically, a major recession persisted for 16+ months with large drops in real GDP, jobs, output, retail sales, and interest rates.","[Auto] Xác định một cuộc suy thoái kinh tế lớn.  Trong lịch sử, một cuộc suy thoái lớn đã kéo dài hơn 16 tháng với GDP thực tế, việc làm, sản lượng, doanh số bán lẻ và lãi suất giảm mạnh.",6d7dc5ff-b6ef-4965-99b3-c02654e0f1ea
1659,Mild Recession,Mild Recession,"Identifies a mild economic recession. Historically, a mild recession lasted less than ten months with small declines in real GDP, jobs, output, retail sales, and interest rates.","[Auto] Xác định một cuộc suy thoái kinh tế nhẹ. Trong lịch sử, một cuộc suy thoái nhẹ kéo dài chưa đầy mười tháng với sự sụt giảm nhẹ về GDP thực tế, việc làm, sản lượng, doanh số bán lẻ và lãi suất.",6d7dc5ff-b6ef-4965-99b3-c02654e0f1ea
1660,Terminated Arrangement Is Tracked By Accounting Unit,Terminated Arrangement Is Tracked By Accounting Unit,"Identifies a relationship that is no longer valid; for example, an Arrangement is no longer tracked by an Accounting Unit.",[Auto] Xác định một mối quan hệ không còn hiệu lực; ví dụ: một Thỏa thuận không còn được Đơn vị Kế toán theo dõi nữa.,6dc47725-6484-4f68-b947-219ce3122f50
1661,Proposed Arrangement Is Tracked By Accounting Unit,Proposed Arrangement Is Tracked By Accounting Unit,"Identifies a relationship that has been proposed but is not yet accepted; for example, an Arrangement will be added to an Accounting Unit.",[Auto] Xác định một mối quan hệ đã được đề xuất nhưng chưa được chấp nhận; ví dụ: Thỏa thuận sẽ được thêm vào Đơn vị kế toán.,6dc47725-6484-4f68-b947-219ce3122f50
1662,Active Arrangement Is Tracked By Accounting Unit,Active Arrangement Is Tracked By Accounting Unit,"Identifies a relationship that is active; for example, the Arrangement is still tracked by the Accounting Unit.",[Auto] Xác định một mối quan hệ đang hoạt động; ví dụ: Thỏa thuận vẫn được Đơn vị kế toán theo dõi.,6dc47725-6484-4f68-b947-219ce3122f50
1663,Terminated Arrangement Is Constituent Of Group,Terminated Arrangement Is Constituent Of Group,"Identifies a relationship that is no longer valid; for example, an Arrangement has been removed from the Group.",[Auto] Xác định một mối quan hệ không còn hiệu lực; ví dụ: một Thỏa thuận đã bị xóa khỏi Nhóm.,6de32041-a56a-47bd-a6fd-e202bfec5adc
1664,Proposed Arrangement Is Constituent Of Group,Proposed Arrangement Is Constituent Of Group,"Identifies a relationship that has been proposed but is not yet accepted; for example, an Arrangement will join the Group.",[Auto] Xác định một mối quan hệ đã được đề xuất nhưng chưa được chấp nhận; ví dụ: một Thỏa thuận sẽ tham gia Nhóm.,6de32041-a56a-47bd-a6fd-e202bfec5adc
1665,Active Arrangement Is Constituent Of Group,Active Arrangement Is Constituent Of Group,"Identifies a relationship that is active; for example, the Arrangement is still a member of the Group.",[Auto] Xác định một mối quan hệ đang hoạt động; ví dụ: Thỏa thuận vẫn là thành viên của Nhóm.,6de32041-a56a-47bd-a6fd-e202bfec5adc
1666,Ineligible Margin Lending Arrangement,Ineligible Margin Lending Arrangement,Margin Lending Arrangement is a type of Account Facility Arrangement. Margin Lending is a service offered to Customers with a Trading Account Arrangement in which extra funds are made available by the Financial Institution to the Customer in order to leverage the Customer's trades. Margin funds are subject to a Margin Call whereby the Customer must restore a minimum balance in the Trading Account either by depositing cash or by selling some of the assets in which the Account deals.,"[Auto] Thỏa thuận cho vay ký quỹ là một loại Thỏa thuận cơ sở tài khoản. Cho vay ký quỹ là một dịch vụ được cung cấp cho Khách hàng có Thỏa thuận tài khoản giao dịch trong đó Tổ chức tài chính cung cấp thêm tiền cho Khách hàng để thúc đẩy các giao dịch của Khách hàng. Tiền ký quỹ phải tuân theo Lệnh gọi ký quỹ, theo đó Khách hàng phải khôi phục số dư tối thiểu trong Tài khoản giao dịch bằng cách gửi tiền mặt hoặc bằng cách bán một số tài sản mà Tài khoản giao dịch trong đó.",6e26ac2a-bc82-4266-8425-c6a126aaf599
1667,Eligible Margin Lending Arrangement,Eligible Margin Lending Arrangement,Margin Lending Arrangement is a type of Account Facility Arrangement. Margin Lending is a service offered to Customers with a Trading Account Arrangement in which extra funds are made available by the Financial Institution to the Customer in order to leverage the Customer's trades. Margin funds are subject to a Margin Call whereby the Customer must restore a minimum balance in the Trading Account either by depositing cash or by selling some of the assets in which the Account deals.,"[Auto] Thỏa thuận cho vay ký quỹ là một loại Thỏa thuận cơ sở tài khoản. Cho vay ký quỹ là một dịch vụ được cung cấp cho Khách hàng có Thỏa thuận tài khoản giao dịch trong đó Tổ chức tài chính cung cấp thêm tiền cho Khách hàng để thúc đẩy các giao dịch của Khách hàng. Tiền ký quỹ phải tuân theo Lệnh gọi ký quỹ, theo đó Khách hàng phải khôi phục số dư tối thiểu trong Tài khoản giao dịch bằng cách gửi tiền mặt hoặc bằng cách bán một số tài sản mà Tài khoản giao dịch trong đó.",6e26ac2a-bc82-4266-8425-c6a126aaf599
1668,Mixed Funds,Mixed Funds,"Identifies a Fund Profit Distribution Policy as being Mixed funds (Investment profits are partly distributed, partly reinvested.) 

Compliant with the four attributes, which make up the last four characters of the six character ISO 10962 ""Classification Of Financial Instruments"" code. Shown as the 2nd Attribute, with value ""M"" ,as follows: -E-U-*-M-*-*-.","[Auto] Xác định Chính sách phân phối lợi nhuận của quỹ là quỹ hỗn hợp (Lợi nhuận đầu tư được phân phối một phần, một phần được tái đầu tư.) 

Tuân thủ bốn thuộc tính, tạo nên bốn ký tự cuối cùng của mã ""Phân loại Công cụ Tài chính"" sáu ký tự ISO 10962. Hiển thị là Thuộc tính thứ 2, có giá trị ""M"", như sau: -E-U-*-M-*-*-.",6e381df5-ef4d-4368-86a9-a76c48f98f99
1669,Growth Funds,Growth Funds,"Identifies a Fund Profit Distribution Policy as being Growth funds (The fund normally reinvests its investment profits.) 

Compliant with the four attributes, which make up the last four characters of the six character ISO 10962 ""Classification Of Financial Instruments"" code. Shown as the 2nd Attribute, with value ""G"" ,as follows: -E-U-*-G-*-*-.","[Auto] Xác định Chính sách phân phối lợi nhuận của quỹ là quỹ tăng trưởng (Quỹ thường tái đầu tư lợi nhuận đầu tư của mình.) 

Tuân thủ bốn thuộc tính, tạo nên bốn ký tự cuối cùng của mã ""Phân loại Công cụ Tài chính"" sáu ký tự ISO 10962. Hiển thị là Thuộc tính thứ 2, có giá trị ""G"", như sau: -E-U-*-G-*-*-.",6e381df5-ef4d-4368-86a9-a76c48f98f99
1670,Income Funds,Income Funds,"Identifies a Fund Profit Distribution Policy as being Income funds (The fund regularly distributes its investment profits.) 

Compliant with the four attributes, which make up the last four characters of the six character ISO 10962 ""Classification Of Financial Instruments"" code. Shown as the 2nd Attribute, with value ""I"" ,as follows: -E-U-*-I-*-*-.","[Auto] Xác định Chính sách phân phối lợi nhuận của quỹ là quỹ thu nhập (Quỹ thường xuyên phân phối lợi nhuận đầu tư của mình.) 

Tuân thủ bốn thuộc tính, tạo nên bốn ký tự cuối cùng của mã ""Phân loại Công cụ Tài chính"" sáu ký tự ISO 10962. Hiển thị là Thuộc tính thứ 2, có giá trị “I”, như sau: -E-U-*-I-*-*-.",6e381df5-ef4d-4368-86a9-a76c48f98f99
1671,Fundamental Group,Fundamental Group,"Identifies a Group that represents a single category for the logical grouping of things for business purposes; for example, a category of Individuals based on ownership of a single family home and Income greater than $100,000 a year.",[Auto] Xác định một Nhóm đại diện cho một danh mục duy nhất để nhóm các thứ một cách hợp lý cho mục đích kinh doanh; ví dụ: danh mục Cá nhân dựa trên quyền sở hữu một ngôi nhà dành cho một gia đình và Thu nhập lớn hơn 100.000 USD một năm.,6f652be7-80f9-436d-9d19-9ba4647323ca
1672,Composite Group,Composite Group,"Identifies a Group that represents divisions of things in which the Financial Institution has interest and in which the divisions are specified by a combination of Component Groups; for example Banks in the Component Group ""Northwest United States"" and in the Component Group ""Assets Over One Billion"".","[Auto] Xác định một Nhóm đại diện cho các bộ phận mà Tổ chức Tài chính quan tâm và trong đó các bộ phận được chỉ định bởi sự kết hợp của các Nhóm Thành phần; ví dụ: Các ngân hàng trong Nhóm thành phần ""Tây Bắc Hoa Kỳ"" và trong Nhóm thành phần ""Tài sản trên một tỷ"".",6f652be7-80f9-436d-9d19-9ba4647323ca
1673,Point Balance,Point Balance,"Identifies an Accounting Unit Balance that reflects the monetary or non-monetary amount associated with an Accounting Unit at a specific instant; for example, $1,986.00 is the amount of 'One Day Uncollected Funds' for Accounting Unit #81234 on 30th. November 1991 at 17:01:00.","[Auto] Xác định Số dư của Đơn vị Kế toán phản ánh số tiền bằng tiền hoặc phi tiền tệ được liên kết với Đơn vị Kế toán tại một thời điểm cụ thể; ví dụ: $1.986,00 là số tiền 'Quỹ chưa thu trong một ngày' cho Đơn vị kế toán số 81234 vào ngày 30. Tháng 11 năm 1991 lúc 17:01:00.",7022137f-d7bd-4ae9-bee1-305b035afa84
1674,Period Balance,Period Balance,"Identifies an Accounting Unit Balance that is relevant to an interval of time rather than for a specific point in time; for example, $5,463.45 is the average balance for August of John Doe's checking account.","[Auto] Xác định Số dư Đơn vị Kế toán có liên quan đến một khoảng thời gian thay vì một thời điểm cụ thể; ví dụ: $5.463,45 là số dư trung bình trong tháng 8 trong tài khoản séc của John Doe.",7022137f-d7bd-4ae9-bee1-305b035afa84
1675,Impairment Estimate,Impairment Estimate,"Identifies provisions resulting from an impairment estimate. An impairment estimate is made when a previously determined provision for bad debt is considered insufficient, and a further provision is required.",[Auto] Xác định các khoản dự phòng phát sinh từ ước tính suy giảm. Ước tính tổn thất được thực hiện khi khoản dự phòng nợ khó đòi được xác định trước đó được coi là không đủ và cần phải lập thêm khoản dự phòng.,703c22cc-055c-4075-9ae7-2e287a022c2b
1676,Charge-Off,Charge-Off,Identifies an accounting transaction removing an uncollectible balance from the active receivable accounts.,[Auto] Xác định một giao dịch kế toán loại bỏ số dư không thể thu hồi được khỏi các tài khoản phải thu đang hoạt động.,703c22cc-055c-4075-9ae7-2e287a022c2b
1677,Loss Posting To P&L,Loss Posting To P&L,Identifies postings the loss to Profit and Loss.,[Auto] Xác định các khoản lỗ thành Lãi và Lỗ.,703c22cc-055c-4075-9ae7-2e287a022c2b
1678,Specific Provision,Specific Provision,Identifies specific provisions charged to cover the loss resulting from the Event.,[Auto] Xác định các điều khoản cụ thể được tính để bù đắp tổn thất do Sự kiện gây ra.,703c22cc-055c-4075-9ae7-2e287a022c2b
1679,Variable Remuneration Payment,Variable Remuneration Payment,"Represents any non-fixed remuneration offered in exchange for an employees services. Examples include commission, bonuses and other performance or results based payments.","[Auto] Thể hiện bất kỳ khoản thù lao không cố định nào được đưa ra để đổi lấy dịch vụ của nhân viên. Ví dụ bao gồm hoa hồng, tiền thưởng và các khoản thanh toán dựa trên hiệu suất hoặc kết quả khác.",70614a5b-b1d6-49bc-be17-fb9776c2ac4c
1680,Fixed Remuneration Payment,Fixed Remuneration Payment,"Represents the fixed contractual part of an employees remuneration for services rendered. Examples include salary, contributions to retirement plan and other fixed regular payments.","[Auto] Thể hiện phần tiền lương cố định theo hợp đồng của nhân viên cho các dịch vụ được cung cấp. Ví dụ bao gồm tiền lương, đóng góp vào kế hoạch nghỉ hưu và các khoản thanh toán cố định thường xuyên khác.",70614a5b-b1d6-49bc-be17-fb9776c2ac4c
