id,source_category,source_term,relationship_type,target_category,target_term
9249,Arrangement,Arrangement Life Cycle Status Reason,part_of,Arrangement,Arrangement
9250,Arrangement,Securitization Exposure Type,part_of,Arrangement,Asset Securitization Arrangement
9251,Arrangement,Prepayment Penalty Flag End Date,part_of,Arrangement,Loan Arrangement
9252,Arrangement,Benefit Arrangement,related,Arrangement,Arrangement Beneficiary
9253,Arrangement,Securitization Granularity,part_of,Arrangement,Asset Securitization Arrangement
9254,Arrangement,Unconditional Flag,part_of,Arrangement,Security Arrangement
9255,Arrangement,Arrangement Manager,related,Involved Party,Individual
9256,Arrangement,Arrangement Manager,part_of,Arrangement,Arrangement
9257,Arrangement,Arrangement Provides Security For Arrangement,related,Arrangement,Security Arrangement
9258,Arrangement,Arrangement Provides Security For Arrangement,related,Arrangement,Finance Service Arrangement
9259,Arrangement,Explicit Flag,part_of,Arrangement,Security Arrangement
9260,Arrangement,Share Of Profit Amount,part_of,Arrangement,Arrangement Involved Party Exposure
9261,Arrangement,Share Of Profit Amount,part_of,Profitability,Islamic Banking Profitability Analysis
9262,Arrangement,Share Of Profit Amount,part_of,Arrangement,Customer Arrangement Relationship
9263,Arrangement,Involved Party Subsidized Arrangement Relationship Limit Condition,related,Condition,Arrangement Involved Party Relationship Limit
9264,Arrangement,Involved Party Subsidized Arrangement Relationship Limit Condition,part_of,Arrangement,Arrangement Subsidizer
9265,Arrangement,Payment Collection Service Arrangement Type,part_of,Arrangement,Payment Collection Service Arrangement
9266,Arrangement,Arrangement Owner Relationship Limit Condition Sequence Number,part_of,Arrangement,Property Arrangement Owner
9267,Arrangement,Lessor,related,Involved Party,Involved Party
9268,Arrangement,Lessor,part_of,Arrangement,Leasing Arrangement
9269,Arrangement,Accrued Interest Receivable,part_of,Arrangement,Trading Account Arrangement
9270,Arrangement,Accrued Interest Receivable,part_of,Arrangement,Settlement Account Arrangement
9271,Arrangement,Accrued Interest Receivable,part_of,Arrangement,Finance Service Arrangement
9272,Arrangement,Documentation Providing Access,related,Documentation,Documentation Item
9273,Arrangement,Documentation Providing Access,part_of,Arrangement,Product Arrangement
9274,Arrangement,Percentage Of Exposure Covered,part_of,Arrangement,Arrangement Provides Security For Arrangement
9275,Arrangement,Percentage Of Exposure Covered,part_of,Arrangement,Security Arrangement For Financial Market Instrument
9276,Arrangement,Arrangement Collateral Recipient,related,Involved Party,Involved Party
9277,Arrangement,Arrangement Collateral Recipient,part_of,Arrangement,Collateral Arrangement
9278,Arrangement,Margin Maintenance Frequency,part_of,Arrangement,Margin Lending Arrangement
9279,Arrangement,Interest-Bearing Account Flag,part_of,Arrangement,Escrow Service Arrangement
9280,Arrangement,Interest-Bearing Account Flag,part_of,Arrangement,Investment Arrangement
9281,Arrangement,Interest-Bearing Account Flag,part_of,Arrangement,Deposit Arrangement
9282,Arrangement,Arrangement Credit Risk Accounting Category Date,part_of,Arrangement,Account Facility Finance Service Arrangement
9283,Arrangement,Arrangement Credit Risk Accounting Category Date,part_of,Arrangement,Asset Securitization Arrangement
9284,Arrangement,Arrangement Credit Risk Accounting Category Date,part_of,Arrangement,Trading Account Arrangement
9285,Arrangement,Arrangement Credit Risk Accounting Category Date,part_of,Arrangement,Financial Instrument Arrangement
9286,Arrangement,Arrangement Credit Risk Accounting Category Date,part_of,Arrangement,Finance Service Arrangement
9287,Arrangement,Arrangement Credit Risk Accounting Category Date,part_of,Arrangement,Settlement Account Arrangement
9288,Arrangement,Restructure Delay Reason,part_of,Arrangement,Account Facility Finance Service Arrangement
9289,Arrangement,Restructure Delay Reason,part_of,Arrangement,Finance Service Arrangement
9290,Arrangement,Total Processed Payment Level Threshold,part_of,Payments,Payment Service Reliability
9291,Arrangement,Total Processed Payment Level Threshold,part_of,Arrangement,Payment Service Arrangement
9292,Arrangement,Financial Planning Arrangement Type,part_of,Arrangement,Financial Planning Arrangement
9293,Arrangement,Arrangement Exposure Currency,related,Common,Currency
9294,Arrangement,Arrangement Exposure Currency,part_of,Arrangement,Account Facility Finance Service Arrangement
9295,Arrangement,Arrangement Exposure Currency,part_of,Arrangement,Asset Securitization Arrangement
9296,Arrangement,Arrangement Exposure Currency,part_of,Arrangement,Trading Account Arrangement
9297,Arrangement,Arrangement Exposure Currency,part_of,Arrangement,Financial Instrument Arrangement
9298,Arrangement,Arrangement Exposure Currency,part_of,Arrangement,Finance Service Arrangement
9299,Arrangement,Arrangement Exposure Currency,part_of,Arrangement,Settlement Account Arrangement
9300,Arrangement,Commodity Collateral Type,part_of,Arrangement,Collateral Arrangement
9301,Arrangement,Arrangement Reference Entity,related,Involved Party,Organization
9302,Arrangement,Arrangement Reference Entity,part_of,Arrangement,Financial Instrument Arrangement
9303,Arrangement,Flood Insurance Certificate,related,Documentation,Flood Insurance Document
9304,Arrangement,Flood Insurance Certificate,part_of,Arrangement,Mortgage Arrangement
9305,Arrangement,Principal Amount Outstanding Percentage,part_of,Arrangement,Trading Account Arrangement
9306,Arrangement,Principal Amount Outstanding Percentage,part_of,Arrangement,Settlement Account Arrangement
9307,Arrangement,Principal Amount Outstanding Percentage,part_of,Arrangement,Finance Service Arrangement
9308,Arrangement,Repayment Total Number,part_of,Arrangement,Loan Arrangement
9309,Arrangement,Periodic Interest Rate Cap,part_of,Arrangement,Loan Arrangement Adjustment Period
9310,Arrangement,Insurance Arrangement Expiry Date,part_of,Arrangement,Insurance Arrangement
9311,Arrangement,Arrangement Phase,part_of,Arrangement,Mortgage Arrangement
9312,Arrangement,Arrangement Phase,part_of,Arrangement,Investment Arrangement
9313,Arrangement,Arrangement Phase,part_of,Arrangement,Financial Instrument Arrangement
9314,Arrangement,Arrangement Phase,part_of,Arrangement,Credit Facility Arrangement
9315,Arrangement,Arrangement Investment Sector Type,part_of,Arrangement,Trading Account Arrangement
9316,Arrangement,Arrangement Investment Sector Type,part_of,Arrangement,Financial Instrument Arrangement
9317,Arrangement,Arrangement Investment Sector Type,part_of,Arrangement,Investment Arrangement
9318,Arrangement,Minimum Finance Charge Amount,part_of,Arrangement,Credit Card Arrangement
9319,Arrangement,Initial Margin Requirement Percentage,part_of,Arrangement,Trading Account Arrangement
9320,Arrangement,Account Facility Finance Service Arrangement Type,part_of,Arrangement,Account Facility Finance Service Arrangement
9321,Arrangement,Account Arrangement Type,part_of,Arrangement,Account Arrangement
9322,Arrangement,Payment Exception Level Threshold,part_of,Payments,Payment Service Reliability
9323,Arrangement,Payment Exception Level Threshold,part_of,Arrangement,Payment Service Arrangement
9324,Arrangement,Arrangement Results From Campaign Communication,related,Communication,Campaign Communication
9325,Arrangement,Arrangement Results From Campaign Communication,part_of,Arrangement,Product Arrangement
9326,Arrangement,Claim Sequence Number,part_of,Arrangement,Collateral Arrangement
9327,Arrangement,Arrangement In Order Duration Range,part_of,Arrangement,Asset Securitization Arrangement
9328,Arrangement,Arrangement In Order Duration Range,part_of,Arrangement,Account Facility Finance Service Arrangement
9329,Arrangement,Arrangement In Order Duration Range,part_of,Arrangement,Account Arrangement
9330,Arrangement,Arrangement In Order Duration Range,part_of,Arrangement,Financial Instrument Arrangement
9331,Arrangement,Customer Arrangement Relationship Limit Condition Sequence Number,part_of,Arrangement,Customer Arrangement Relationship
9332,Arrangement,Next Payment Due Date,part_of,Arrangement,Finance Service Arrangement
9333,Arrangement,Arrangement Write Down Of Principal,part_of,Arrangement,Trading Account Arrangement
9334,Arrangement,Arrangement Write Down Of Principal,part_of,Arrangement,Settlement Account Arrangement
9335,Arrangement,Arrangement Write Down Of Principal,part_of,Arrangement,Finance Service Arrangement
9336,Arrangement,Arrangement Is Tracked By Accounting Unit Life Cycle Status,part_of,Arrangement,Arrangement Tracked By Accounting Unit
9337,Arrangement,Collateral Arrangement,related,Arrangement,Arrangement Collateral Property Pledge
9338,Arrangement,Legal Right To Possession Flag,part_of,Arrangement,Collateral Arrangement
9339,Arrangement,Property Providing Access,related,Property,Property
9340,Arrangement,Property Providing Access,part_of,Arrangement,Product Arrangement
9341,Arrangement,Involved Party Subsidized Arrangement Relationship Limit Condition Sequence Number,part_of,Arrangement,Arrangement Subsidizer
9342,Arrangement,Interest Accrual Status,part_of,Arrangement,Escrow Service Arrangement
9343,Arrangement,Interest Accrual Status,part_of,Arrangement,Investment Arrangement
9344,Arrangement,Interest Accrual Status,part_of,Arrangement,Trading Account Arrangement
9345,Arrangement,Interest Accrual Status,part_of,Arrangement,Deposit Arrangement
9346,Arrangement,Interest Accrual Status,part_of,Arrangement,Finance Service Arrangement
9347,Arrangement,Interest Accrual Status,part_of,Arrangement,Settlement Account Arrangement
9348,Arrangement,Amortizing Term,related,Common,Time Period
9349,Arrangement,Amortizing Term,part_of,Arrangement,Asset Securitization Arrangement
9350,Arrangement,Amortizing Term,part_of,Arrangement,Account Facility Finance Service Arrangement
9351,Arrangement,Amortizing Term,part_of,Arrangement,Financial Instrument Arrangement
9352,Arrangement,Amortizing Term,part_of,Arrangement,Finance Service Arrangement
9353,Arrangement,Arrangement Protection Provider,related,Involved Party,Protection Provider
9354,Arrangement,Arrangement Protection Provider,part_of,Arrangement,Security Arrangement
9355,Arrangement,Arrangement Protection Provider,part_of,Arrangement,Insurance Arrangement
9356,Arrangement,Arrangement Primary Responsibility Center Date,part_of,Arrangement,Arrangement
9357,Arrangement,Securitization Seniority,part_of,Arrangement,Asset Securitization Arrangement
9358,Arrangement,Arrangement Originating Channel,related,Group,Channel
9359,Arrangement,Arrangement Originating Channel,part_of,Arrangement,Arrangement
9360,Arrangement,Introductory Period Expiry Date,part_of,Arrangement,Product Arrangement
9361,Arrangement,Arrangement Double Default Guarantor,related,Involved Party,Guarantor
9362,Arrangement,Arrangement Double Default Guarantor,part_of,Arrangement,Guarantee Arrangement
9363,Arrangement,Arrangement Out Of Order Recurrence Timeframe,part_of,Arrangement,Asset Securitization Arrangement
9364,Arrangement,Arrangement Out Of Order Recurrence Timeframe,part_of,Arrangement,Account Facility Finance Service Arrangement
9365,Arrangement,Arrangement Out Of Order Recurrence Timeframe,part_of,Arrangement,Account Arrangement
9366,Arrangement,Arrangement Out Of Order Recurrence Timeframe,part_of,Arrangement,Financial Instrument Arrangement
9367,Arrangement,Financial Market Standard Settlement Instruction Settlement Arrangement,related,Arrangement,Settlement Account Arrangement
9368,Arrangement,Financial Market Standard Settlement Instruction Settlement Arrangement,part_of,Arrangement,Trading Account Arrangement
9369,Arrangement,Fully Adjusted Exposure Value Net Of Value Adjustments And Provisions,part_of,Arrangement,Account Facility Finance Service Arrangement
9370,Arrangement,Fully Adjusted Exposure Value Net Of Value Adjustments And Provisions,part_of,Arrangement,Asset Securitization Arrangement
9371,Arrangement,Fully Adjusted Exposure Value Net Of Value Adjustments And Provisions,part_of,Arrangement,Trading Account Arrangement
9372,Arrangement,Fully Adjusted Exposure Value Net Of Value Adjustments And Provisions,part_of,Arrangement,Financial Instrument Arrangement
9373,Arrangement,Fully Adjusted Exposure Value Net Of Value Adjustments And Provisions,part_of,Arrangement,Finance Service Arrangement
9374,Arrangement,Fully Adjusted Exposure Value Net Of Value Adjustments And Provisions,part_of,Arrangement,Settlement Account Arrangement
9375,Arrangement,Arrangement Guarantor,related,Involved Party,Guarantor
9376,Arrangement,Arrangement Guarantor,part_of,Arrangement,Guarantee Arrangement
9377,Arrangement,Convenience Check Balance Amount,part_of,Arrangement,Credit Card Arrangement
9378,Arrangement,Security Terms Type,part_of,Arrangement,Security Arrangement
9379,Arrangement,Arrangement Original Time To Maturity Segment,related,Common,Original Maturity Period
9380,Arrangement,Arrangement Original Time To Maturity Segment,part_of,Arrangement,Arrangement
9381,Arrangement,Line Of Credit Automatic Extension Flag,part_of,Arrangement,Line Of Credit Arrangement
9382,Arrangement,Adjusted Balance Amount,part_of,Arrangement,Credit Card Arrangement
9383,Arrangement,Arrangement Servicer,related,Involved Party,Service Provider
9384,Arrangement,Arrangement Servicer,part_of,Arrangement,Support Service Arrangement
9385,Arrangement,Arrangement Broker Relationship Limit Condition,related,Condition,Arrangement Involved Party Relationship Limit
9386,Arrangement,Arrangement Broker Relationship Limit Condition,part_of,Arrangement,Arrangement Broker
9387,Arrangement,Purchase Credit Limit Amount,part_of,Product,Credit Card Line Of Credit
9388,Arrangement,Purchase Credit Limit Amount,part_of,Arrangement,Credit Card Arrangement
9389,Arrangement,Arrangement Is Constituent Of Group Life Cycle Status,part_of,Group,Group Contains Arrangement
9390,Arrangement,Account Arrangement,related,Arrangement,Source Arrangement
9391,Arrangement,Account Arrangement,related,Arrangement,Target Arrangement
9392,Arrangement,Constraining Condition,related,Condition,Condition
9393,Arrangement,Constraining Condition,part_of,Arrangement,Arrangement
9394,Arrangement,Arrangement Age Segment,related,Group,Arrangement Age Group
9395,Arrangement,Arrangement Age Segment,part_of,Arrangement,Arrangement
9396,Arrangement,Repayment Plan Status,part_of,Arrangement,Loan Arrangement
9397,Arrangement,Repayment Plan Status,part_of,Arrangement,Leasing Arrangement
9398,Arrangement,Cash Advance Balance Amount,part_of,Arrangement,Credit Card Arrangement
9399,Arrangement,Cash Back Amount,part_of,Arrangement,Demand Deposit Arrangement
9400,Arrangement,Current Monthly Repayment Amount,part_of,Arrangement,Loan Arrangement
9401,Arrangement,Restructure Difficulty Level,part_of,Arrangement,Account Facility Finance Service Arrangement
9402,Arrangement,Restructure Difficulty Level,part_of,Arrangement,Finance Service Arrangement
9403,Arrangement,Loan Annual Prepayments Penalty Rate,part_of,Arrangement,Loan Arrangement
9404,Arrangement,Security Legal Enforceability,part_of,Arrangement,Account Facility Finance Service Arrangement
9405,Arrangement,Security Legal Enforceability,part_of,Arrangement,Asset Securitization Arrangement
9406,Arrangement,Security Legal Enforceability,part_of,Arrangement,Trading Account Arrangement
9407,Arrangement,Security Legal Enforceability,part_of,Arrangement,Financial Instrument Arrangement
9408,Arrangement,Security Legal Enforceability,part_of,Arrangement,Finance Service Arrangement
9409,Arrangement,Security Legal Enforceability,part_of,Arrangement,Settlement Account Arrangement
9410,Arrangement,Payment Card Number Component Account Number,part_of,Documentation,Payment Card
9411,Arrangement,Loan Subsidy Amount,part_of,Arrangement,Loan Arrangement
9412,Arrangement,Loan Subsidy Amount,part_of,Arrangement,Asset Securitization Arrangement
9413,Arrangement,Security Arrangement Registration Flag,part_of,Arrangement,Security Arrangement
9414,Arrangement,Arrangement Mudarib,related,Involved Party,Involved Party
9415,Arrangement,Arrangement Mudarib,part_of,Arrangement,Mudarabah Arrangement
9416,Arrangement,Loan Repayment Frequency,part_of,Arrangement,Loan Arrangement
9417,Arrangement,Finance Service Restructure Status Date,part_of,Arrangement,Account Facility Finance Service Arrangement
9418,Arrangement,Finance Service Restructure Status Date,part_of,Arrangement,Finance Service Arrangement
9419,Arrangement,Arrangement Write Off Of Interest Receivable,part_of,Arrangement,Trading Account Arrangement
9420,Arrangement,Arrangement Write Off Of Interest Receivable,part_of,Arrangement,Settlement Account Arrangement
9421,Arrangement,Arrangement Write Off Of Interest Receivable,part_of,Arrangement,Finance Service Arrangement
9422,Arrangement,Transfer Balance Outstanding Flag,part_of,Arrangement,Credit Card Arrangement
9423,Arrangement,Forbearance Type,part_of,Arrangement,Account Facility Finance Service Arrangement
9424,Arrangement,Forbearance Type,part_of,Arrangement,Finance Service Arrangement
9425,Arrangement,Applicable Fee Condition Type,part_of,Arrangement,Condition Applies To Arrangement
9426,Arrangement,Pledged Collateral Valuation Date,part_of,Arrangement,Collateral Arrangement
9427,Arrangement,Arrangement Transferable Status,part_of,Arrangement,Arrangement
9428,Arrangement,International Bank Account Number IBAN,part_of,Arrangement,Account Arrangement
9429,Arrangement,Non Account Service Arrangement Type,part_of,Arrangement,Non Account Service Arrangement
9430,Arrangement,Risk Country,related,Location,Country
9431,Arrangement,Risk Country,part_of,Arrangement,Arrangement
9432,Arrangement,Protection Provider Treatment Approach Date,part_of,Arrangement,Account Facility Finance Service Arrangement
9433,Arrangement,Protection Provider Treatment Approach Date,part_of,Arrangement,Asset Securitization Arrangement
9434,Arrangement,Protection Provider Treatment Approach Date,part_of,Arrangement,Trading Account Arrangement
9435,Arrangement,Protection Provider Treatment Approach Date,part_of,Arrangement,Financial Instrument Arrangement
9436,Arrangement,Protection Provider Treatment Approach Date,part_of,Arrangement,Finance Service Arrangement
9437,Arrangement,Protection Provider Treatment Approach Date,part_of,Arrangement,Settlement Account Arrangement
9438,Arrangement,Securitized By Arrangement,related,Arrangement,Asset Securitization Arrangement
9439,Arrangement,Securitized By Arrangement,part_of,Arrangement,Account Facility Finance Service Arrangement
9440,Arrangement,Securitized By Arrangement,part_of,Arrangement,Finance Service Arrangement
9441,Arrangement,Floor Factor For Secured Exposure Amount,part_of,Arrangement,Collateral Arrangement
9442,Arrangement,Financial Property Collateral Type,part_of,Arrangement,Collateral Arrangement
9443,Arrangement,Property Purchase Scheme Number,part_of,Arrangement,Mortgage Arrangement
9444,Arrangement,Arrangement Exposure Volatility Adjustment Amount,part_of,Arrangement,Account Facility Finance Service Arrangement
9445,Arrangement,Arrangement Exposure Volatility Adjustment Amount,part_of,Arrangement,Asset Securitization Arrangement
9446,Arrangement,Arrangement Exposure Volatility Adjustment Amount,part_of,Arrangement,Trading Account Arrangement
9447,Arrangement,Arrangement Exposure Volatility Adjustment Amount,part_of,Arrangement,Financial Instrument Arrangement
9448,Arrangement,Arrangement Exposure Volatility Adjustment Amount,part_of,Arrangement,Finance Service Arrangement
9449,Arrangement,Arrangement Exposure Volatility Adjustment Amount,part_of,Arrangement,Settlement Account Arrangement
9450,Arrangement,Arrangement Instrument Lender,related,Involved Party,Involved Party
9451,Arrangement,Arrangement Instrument Lender,part_of,Arrangement,Lending Arrangement
9452,Arrangement,Eligible Guarantee Flag,part_of,Arrangement,Guarantee Arrangement
9453,Arrangement,Murabahah For Takaful Fund,related,Group,Takaful Fund
9454,Arrangement,Murabahah For Takaful Fund,part_of,Arrangement,Murabahah Arrangement
9455,Arrangement,Early Amortization Period,part_of,Arrangement,Asset Securitization Arrangement
9456,Arrangement,Arrangement Primary Policyholder,related,Involved Party,Involved Party
9457,Arrangement,Arrangement Primary Policyholder,part_of,Arrangement,Insurance Arrangement
9458,Arrangement,Arrangement Authorized User Relationship Limit Condition Sequence Number,part_of,Arrangement,Arrangement Authorized User
9459,Arrangement,Margin Lending Arrangement Type,part_of,Arrangement,Margin Lending Arrangement
9460,Arrangement,Arrangement Probability Of Default Category,part_of,Arrangement,Account Facility Finance Service Arrangement
9461,Arrangement,Arrangement Probability Of Default Category,part_of,Arrangement,Asset Securitization Arrangement
9462,Arrangement,Arrangement Probability Of Default Category,part_of,Arrangement,Trading Account Arrangement
9463,Arrangement,Arrangement Probability Of Default Category,part_of,Arrangement,Financial Instrument Arrangement
9464,Arrangement,Arrangement Probability Of Default Category,part_of,Arrangement,Finance Service Arrangement
9465,Arrangement,Arrangement Probability Of Default Category,part_of,Arrangement,Settlement Account Arrangement
9466,Arrangement,Arrangement Rate Relationship,related,Condition,Rate Condition
9467,Arrangement,Arrangement Rate Relationship,related,Arrangement,Arrangement
9468,Arrangement,Effective Maturity Date,part_of,Arrangement,Account Facility Finance Service Arrangement
9469,Arrangement,Effective Maturity Date,part_of,Arrangement,Asset Securitization Arrangement
9470,Arrangement,Effective Maturity Date,part_of,Product,Debt Instrument
9471,Arrangement,Effective Maturity Date,part_of,Arrangement,Trading Account Arrangement
9472,Arrangement,Effective Maturity Date,part_of,Arrangement,Financial Instrument Arrangement
9473,Arrangement,Effective Maturity Date,part_of,Arrangement,Finance Service Arrangement
9474,Arrangement,Effective Maturity Date,part_of,Arrangement,Settlement Account Arrangement
9475,Arrangement,Insufficient Trading Experience Info Flag,part_of,Arrangement,Trading Account Arrangement
9476,Arrangement,Capitalized Delinquency Amount,part_of,Arrangement,Trading Account Arrangement
9477,Arrangement,Capitalized Delinquency Amount,part_of,Arrangement,Settlement Account Arrangement
9478,Arrangement,Capitalized Delinquency Amount,part_of,Arrangement,Finance Service Arrangement
9479,Arrangement,Exposure After CRMT Pre Conversion Factors Net Of Value Adjustments And Provisions,part_of,Arrangement,Account Facility Finance Service Arrangement
9480,Arrangement,Exposure After CRMT Pre Conversion Factors Net Of Value Adjustments And Provisions,part_of,Arrangement,Asset Securitization Arrangement
9481,Arrangement,Exposure After CRMT Pre Conversion Factors Net Of Value Adjustments And Provisions,part_of,Arrangement,Trading Account Arrangement
9482,Arrangement,Exposure After CRMT Pre Conversion Factors Net Of Value Adjustments And Provisions,part_of,Arrangement,Financial Instrument Arrangement
9483,Arrangement,Exposure After CRMT Pre Conversion Factors Net Of Value Adjustments And Provisions,part_of,Arrangement,Finance Service Arrangement
9484,Arrangement,Exposure After CRMT Pre Conversion Factors Net Of Value Adjustments And Provisions,part_of,Arrangement,Settlement Account Arrangement
9485,Arrangement,Investor Interest Drawn Exposure Amount,part_of,Arrangement,Asset Securitization Arrangement
9486,Arrangement,Investor Interest Drawn Exposure Amount,part_of,Risk Management,Securitization Analysis
9487,Arrangement,Arrangement Funding Income Source,part_of,Arrangement,Account Arrangement
9488,Arrangement,Arrangement Collateral Volatility Adjustment Amount,part_of,Arrangement,Collateral Arrangement
9489,Arrangement,Arrangement Data Subject,related,Involved Party,Data Subject
9490,Arrangement,Arrangement Data Subject,part_of,Arrangement,Arrangement
9491,Arrangement,Arrangement Delivery Point,related,Location,Address
9492,Arrangement,Arrangement Delivery Point,related,Arrangement,Arrangement
9493,Arrangement,Originator Interest Drawn Portfolio Amount,part_of,Arrangement,Asset Securitization Arrangement
9494,Arrangement,Originator Interest Drawn Portfolio Amount,part_of,Risk Management,Securitization Analysis
9495,Arrangement,Arrangement Transaction Fee,related,Transaction,Accounting Transaction
9496,Arrangement,Arrangement Transaction Fee,part_of,Arrangement,Arrangement
9497,Arrangement,Results From Business Direction,related,Business Direction,Business Direction
9498,Arrangement,Results From Business Direction,part_of,Arrangement,Arrangement
9499,Arrangement,Available Credit Amount,part_of,Arrangement,Account Facility Finance Service Arrangement
9500,Arrangement,Available Credit Amount,part_of,Arrangement,Credit Facility Arrangement
9501,Arrangement,Available Credit Amount,part_of,Arrangement,Trading Account Arrangement
9502,Arrangement,Available Credit Amount,part_of,Relationship Marketing,Card Loyalty Analysis
9503,Arrangement,Available Credit Amount,part_of,Arrangement,Settlement Account Arrangement
9504,Arrangement,Available Credit Amount,part_of,Risk Management,Individual Credit Assessment Analysis
9505,Arrangement,Arrangement Counterparty,related,Involved Party,Involved Party
9506,Arrangement,Arrangement Counterparty,part_of,Arrangement,Financial Instrument Arrangement
9507,Arrangement,Walk Away Clause,part_of,Arrangement,Finance Service Arrangement
9508,Arrangement,Funds Sweep Flag,part_of,Arrangement,Trading Account Arrangement
9509,Arrangement,Funds Sweep Flag,part_of,Arrangement,Investment Arrangement
9510,Arrangement,Funds Sweep Flag,part_of,Arrangement,Deposit Arrangement
9511,Arrangement,Security Arrangement Relationship Limit Condition,related,Condition,Arrangement Relationship Limit
9512,Arrangement,Security Arrangement Relationship Limit Condition,part_of,Arrangement,Arrangement Provides Security For Arrangement
9513,Arrangement,Arrangement Past Due Status,part_of,Arrangement,Asset Securitization Arrangement
9514,Arrangement,Arrangement Past Due Status,part_of,Arrangement,Account Facility Finance Service Arrangement
9515,Arrangement,Arrangement Past Due Status,part_of,Arrangement,Account Arrangement
9516,Arrangement,Arrangement Past Due Status,part_of,Arrangement,Financial Instrument Arrangement
9517,Arrangement,Eligible Clean Up Call Option Flag,part_of,Arrangement,Asset Securitization Arrangement
9518,Arrangement,Credit Facility Current Limit Amount,part_of,Arrangement,Credit Facility Arrangement
9519,Arrangement,Arrangement Identifier,part_of,Arrangement,Arrangement
9520,Arrangement,Arrangement Participation,part_of,Arrangement,Arrangement
9521,Arrangement,Arrangement Collateral Provider,related,Involved Party,Involved Party
9522,Arrangement,Arrangement Collateral Provider,part_of,Arrangement,Collateral Arrangement
9523,Arrangement,Involved Party Arrangement Type,part_of,Arrangement,Involved Party Arrangement
9524,Arrangement,Arrangement Committed Exposure Portfolio Relationship Limit Condition Sequence Number,part_of,Arrangement,Securitization Arrangement Committed Exposure Portfolio
9525,Arrangement,Employment Geographic Area,related,Location,Geographic Area
9526,Arrangement,Employment Geographic Area,part_of,Arrangement,Employment Arrangement
9527,Arrangement,Arrangement Broker,related,Involved Party,Broker Dealer
9528,Arrangement,Arrangement Broker,related,Arrangement,Arrangement
9529,Arrangement,Arrangement Credit Rating Issuer,related,Involved Party,Rating Issuer
9530,Arrangement,Arrangement Credit Rating Issuer,part_of,Arrangement,Account Facility Finance Service Arrangement
9531,Arrangement,Arrangement Credit Rating Issuer,part_of,Arrangement,Asset Securitization Arrangement
9532,Arrangement,Arrangement Credit Rating Issuer,part_of,Arrangement,Trading Account Arrangement
9533,Arrangement,Arrangement Credit Rating Issuer,part_of,Arrangement,Financial Instrument Arrangement
9534,Arrangement,Arrangement Credit Rating Issuer,part_of,Arrangement,Finance Service Arrangement
9535,Arrangement,Arrangement Credit Rating Issuer,part_of,Arrangement,Settlement Account Arrangement
9536,Arrangement,Arrangement Tracked By Accounting Unit Limit Condition Sequence Number,part_of,Arrangement,Arrangement Tracked By Accounting Unit
9537,Arrangement,Arrangement Advisor,related,Involved Party,Involved Party
9538,Arrangement,Arrangement Advisor,part_of,Arrangement,Arrangement
9539,Arrangement,Finance Service Counsellor,related,Involved Party,Individual
9540,Arrangement,Finance Service Counsellor,part_of,Arrangement,Finance Service Arrangement
9541,Arrangement,Arrangement Probability Of Default PD,part_of,Arrangement,Account Facility Finance Service Arrangement
9542,Arrangement,Arrangement Probability Of Default PD,part_of,Arrangement,Asset Securitization Arrangement
9543,Arrangement,Arrangement Probability Of Default PD,part_of,Arrangement,Trading Account Arrangement
9544,Arrangement,Arrangement Probability Of Default PD,part_of,Arrangement,Financial Instrument Arrangement
9545,Arrangement,Arrangement Probability Of Default PD,part_of,Arrangement,Finance Service Arrangement
9546,Arrangement,Arrangement Probability Of Default PD,part_of,Arrangement,Settlement Account Arrangement
9547,Arrangement,Arrangement Securitized Asset Status,part_of,Arrangement,Account Facility Finance Service Arrangement
9548,Arrangement,Arrangement Securitized Asset Status,part_of,Arrangement,Financial Instrument Arrangement
9549,Arrangement,Arrangement Securitized Asset Status,part_of,Arrangement,Finance Service Arrangement
9550,Arrangement,Specialized Lending Supervisory Category,part_of,Arrangement,Account Facility Finance Service Arrangement
9551,Arrangement,Specialized Lending Supervisory Category,part_of,Arrangement,Asset Securitization Arrangement
9552,Arrangement,Specialized Lending Supervisory Category,part_of,Arrangement,Trading Account Arrangement
9553,Arrangement,Specialized Lending Supervisory Category,part_of,Arrangement,Financial Instrument Arrangement
9554,Arrangement,Specialized Lending Supervisory Category,part_of,Arrangement,Finance Service Arrangement
9555,Arrangement,Specialized Lending Supervisory Category,part_of,Arrangement,Settlement Account Arrangement
9556,Arrangement,Arrangement Probability Of Default Category Date,part_of,Arrangement,Account Facility Finance Service Arrangement
9557,Arrangement,Arrangement Probability Of Default Category Date,part_of,Arrangement,Asset Securitization Arrangement
9558,Arrangement,Arrangement Probability Of Default Category Date,part_of,Arrangement,Trading Account Arrangement
9559,Arrangement,Arrangement Probability Of Default Category Date,part_of,Arrangement,Financial Instrument Arrangement
9560,Arrangement,Arrangement Probability Of Default Category Date,part_of,Arrangement,Finance Service Arrangement
9561,Arrangement,Arrangement Probability Of Default Category Date,part_of,Arrangement,Settlement Account Arrangement
9562,Arrangement,Arrangement Inflows Net Of Value Adjustments And Provisions Amount,part_of,Arrangement,Account Facility Finance Service Arrangement
9563,Arrangement,Arrangement Inflows Net Of Value Adjustments And Provisions Amount,part_of,Arrangement,Asset Securitization Arrangement
9564,Arrangement,Arrangement Inflows Net Of Value Adjustments And Provisions Amount,part_of,Arrangement,Trading Account Arrangement
