eform_id,content_type,eform_title,field_key,field_label,field_type,index_table,content_field_pattern,value_column,options,ghi_chu
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Bên liên quan khác,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Nhập tên giấy tờ khác nếu có,textarea,TextFieldIndex,,BigText,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Địa danh,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Chọn ngày ký,input-date,DateFieldIndex,,Date,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Tên công ty,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Số 1,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Số 2,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Hà Nội,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Chọn ngày cấp,input-date,DateFieldIndex,,Date,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Tên cổ phiếu,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Tên tổ chức phát hành,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Địa chỉ trụ sở chính,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Số điện thoại,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Fax,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Website,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Vốn điều lệ,input-number,NumericFieldIndex,,Numeric,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Mã cổ phiếu,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Địa chỉ,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Số hiệu,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Số GCNĐKDN,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Số,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Chọn ngày cấp,input-date,DateFieldIndex,,Date,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,lần thứ,input-number,NumericFieldIndex,,Numeric,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Chọn ngày thay đổi,input-date,DateFieldIndex,,Date,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Ngành nghề,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Mã ngành,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Sản phẩm/dịch vụ chính,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,"GP thành lập, hoạt động",input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,,radios,BooleanFieldIndex,,Boolean,Có|Không,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,,radios,BooleanFieldIndex,,Boolean,Có|Không,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Tên tổ chức phát hành,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Địa chỉ trụ sở chính,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Số điện thoại,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Fax,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Website,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Vốn điều lệ,input-number,NumericFieldIndex,,Numeric,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Mã cổ phiếu,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Số GCNĐKDN,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Số,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Chọn ngày cấp,input-date,DateFieldIndex,,Date,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,lần thứ,input-number,NumericFieldIndex,,Numeric,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,ngày thay đổi,input-date,DateFieldIndex,,Date,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Ngành nghề,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Mã ngành,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Sản phẩm/dịch vụ chính,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,"GP thành lập, hoạt động",input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Nhập nội dung,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Số lượng,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Số lượng,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Tổng giá trị,input-number,NumericFieldIndex,,Numeric,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Đặc điểm cổ phiếu phổ thông,textarea,TextFieldIndex,,BigText,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Số lượng,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Chọn ngày,input-date,DateFieldIndex,,Date,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Số lượng,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Chọn ngày,input-date,DateFieldIndex,,Date,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Loại,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Số lượng,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Tổng giá trị,input-number,NumericFieldIndex,,Numeric,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Đặc điểm cổ phiếu ưu đãi,textarea,TextFieldIndex,,BigText,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Nhập nội dung,textarea,TextFieldIndex,,BigText,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Tên cổ phiếu,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Loại cổ phiếu,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Mệnh giá,input-number,NumericFieldIndex,,Numeric,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Số lượng,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Tỷ lệ,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Tỷ số,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Tỷ số,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Chọn ngày,input-date,DateFieldIndex,,Date,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Nhập nội dung,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Số lượng,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Chọn ngày,input-date,DateFieldIndex,,Date,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Tiêu chí lựa chọn,textarea,TextFieldIndex,,BigText,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Danh sách đối tượng dự kiến,textarea,TextFieldIndex,,BigText,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Tên nhà đầu tư,text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,"Số định danh cá nhân/</br>Hộ chiếu hoặc </br>Giấy chứng nhận đăng ký doanh nghiệp,</br>Giấy phép thành lập và hoạt động/</br>Giấy tờ pháp lý có giá trị tương đương",text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Nhà đầu tư nước ngoài/</br>Tổ chức kinh tế </br>có nhà đầu tư nước ngoài</br> nắm giữ trên 50% vốn điều lệ/</br>Nhà đầu tư trong nước,text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Số lượng cổ phiếu sở hữu</br> trước đợt phát hành,text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Số lượng cổ phiếu dự kiến </br>được phân phối (cố phiếu),text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Tỷ lệ sở hữu dự kiến</br> sau đợt phát hành (%),text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Nhập nội dung,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Tên tổ chức tư vấn,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Tổ chức kiểm toán,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Bên liên quan khác,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Địa danh,input-text,TextFieldIndex,,Text,,
Eform 11,PhathanhCophieuHoanDoiNo,Giấy đăng ký phát hành cổ phiếu để hoán đổi nợ,,Chọn ngày ký,input-date,DateFieldIndex,,Date,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Tên công ty,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Số 1,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Số 2,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Địa danh,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Chọn ngày cấp,input-date,DateFieldIndex,,Date,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Tên cổ phiếu,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Tên tổ chức phát hành,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Địa chỉ trụ sở chính,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Số điện thoại,input-number,NumericFieldIndex,,Numeric,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Fax,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Website,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Vốn điều lệ,input-number,NumericFieldIndex,,Numeric,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Mã cổ phiếu,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Địa chỉ,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Số hiệu,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Số GCNĐKDN,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Số,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Chọn ngày cấp,input-date,DateFieldIndex,,Date,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,lần thứ,input-number,NumericFieldIndex,,Numeric,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,ngày thay đổi,input-date,DateFieldIndex,,Date,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Ngành nghề,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Mã ngành,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Sản phẩm/dịch vụ chính,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,"GP thành lập, hoạt động",input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,,radios,BooleanFieldIndex,,Boolean,Có|Không,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,,radios,BooleanFieldIndex,,Boolean,Có|Không,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,,radios,BooleanFieldIndex,,Boolean,Có|Không,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,,radios,BooleanFieldIndex,,Boolean,Có|Không,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Tên tổ chức phát hành,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Địa chỉ trụ sở chính,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Số điện thoại,input-number,NumericFieldIndex,,Numeric,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Fax,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Website,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Vốn điều lệ,input-number,NumericFieldIndex,,Numeric,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Mã cổ phiếu,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Số GCNĐKDN,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Số,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Chọn ngày cấp,input-date,DateFieldIndex,,Date,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,lần thứ,input-number,NumericFieldIndex,,Numeric,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,ngày thay đổi,input-date,DateFieldIndex,,Date,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Ngành nghề,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Mã ngành,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Sản phẩm/dịch vụ chính,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,"GP thành lập, hoạt động",input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Nhập nội dung,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Số lượng,input-number,NumericFieldIndex,,Numeric,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Số lượng,input-number,NumericFieldIndex,,Numeric,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Tổng giá trị,input-number,NumericFieldIndex,,Numeric,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Đặc điểm cổ phiếu phổ thông,textarea,TextFieldIndex,,BigText,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Số lượng,input-number,NumericFieldIndex,,Numeric,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Chọn ngày,input-date,DateFieldIndex,,Date,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Số lượng,input-number,NumericFieldIndex,,Numeric,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Chọn ngày,input-date,DateFieldIndex,,Date,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Loại,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Số lượng,input-number,NumericFieldIndex,,Numeric,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Tổng giá trị,input-number,NumericFieldIndex,,Numeric,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Đặc điểm cổ phiếu ưu đãi,textarea,TextFieldIndex,,BigText,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Nhập nội dung,textarea,TextFieldIndex,,BigText,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Tên cổ phiếu,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Loại cổ phiếu,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Mệnh giá,input-number,NumericFieldIndex,,Numeric,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Số lượng,input-number,NumericFieldIndex,,Numeric,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Tỷ lệ,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Tỷ lệ,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Hạn chế chuyển nhượng,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Chọn ngày,input-date,DateFieldIndex,,Date,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Tên tổ chức tư vấn,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Tổ chức kiểm toán,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Đại lý phân phối,input-text,TextFieldIndex,,Text,,
Eform 12,PhathanhCophieuChaoMuaCongKhai,Giấy đăng ký phát hành cổ phiếu để chào mua công khai,,Bên liên quan khác,input-text,TextFieldIndex,,Text,,
