bcv_core_object,atomic_entity,atomic_table,atomic_attribute,atomic_column,description,data_domain,data_type,nullable,is_primary_key,source_system,source_table,source_column,comment,classification_context,etl_derived_value
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Regulatory Authority Organization Unit Code,reg_ahr_ou_code,Mã đơn vị nội bộ UBCKNN. BK,Text,string,false,false,NHNCK,UNITS,NHNCK.UNITS.UNIT_CODE,BK chính.,Source System Code = 'NHNCK_UNITS',
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Source System Code,src_stm_code,Mã hệ thống nguồn. BK,Classification Value,string,false,false,NHNCK,UNITS,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,Source System Code = 'NHNCK_UNITS',NHNCK.UNITS
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Organization Unit Type Code,ou_tp_code,Phân loại — Đơn vị (Unit),Classification Value,string,false,false,NHNCK,UNITS,,Scheme: ORGANIZATION_UNIT_TYPE. ETL-derived.,Source System Code = 'NHNCK_UNITS',UNIT
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Regulatory Authority Organization Unit Name,reg_ahr_ou_nm,Tên đơn vị nội bộ UBCKNN,Text,string,true,false,NHNCK,UNITS,NHNCK.UNITS.UNIT_NAME,,Source System Code = 'NHNCK_UNITS',
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Hierarchy Level Code,hier_lvl_code,Cấp độ trong cây phân cấp tổ chức,Classification Value,string,true,false,NHNCK,UNITS,NHNCK.UNITS.LEVEL_,Scheme: ORGANIZATION_UNIT_TYPE. Cấp tổ chức từ nguồn.,Source System Code = 'NHNCK_UNITS',
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Parent Regulatory Authority Organization Unit Id,prn_reg_ahr_ou_id,FK đến đơn vị cha (self-ref),Surrogate Key,string,true,false,NHNCK,UNITS,NHNCK.UNITS.PARENT_ID,FK target: Regulatory Authority Organization Unit.Regulatory Authority Organization Unit Id.,Source System Code = 'NHNCK_UNITS',
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Parent Regulatory Authority Organization Unit Code,prn_reg_ahr_ou_code,Mã đơn vị cha,Text,string,true,false,NHNCK,UNITS,NHNCK.UNITS.PARENT_ID,Lookup pair: Regulatory Authority Organization Unit.Regulatory Authority Organization Unit Code. Pair with Parent Regulatory Authority Organization Unit Id.,Source System Code = 'NHNCK_UNITS',
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Description,dsc,Mô tả chi tiết đơn vị,Text,string,true,false,NHNCK,UNITS,NHNCK.UNITS.DESCRIPTION,,Source System Code = 'NHNCK_UNITS',
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Record Status Code,rcrd_st_code,Trạng thái hoạt động của đơn vị,Classification Value,string,false,false,NHNCK,UNITS,NHNCK.UNITS.RECORD_STATUS,Scheme: ORGANIZATION_UNIT_STATUS. 1=Hoạt động → ACTIVE; 0=Không → INACTIVE.,Source System Code = 'NHNCK_UNITS',
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Sort Order,sort_ordr,Thứ tự sắp xếp phòng ban trong đơn vị,Small Counter,int,true,false,NHNCK,UNITS,,,Source System Code = 'NHNCK_UNITS',
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Regulatory Authority Organization Unit Id,reg_ahr_ou_id,Id tự sinh (surrogate key),Surrogate Key,string,false,true,NHNCK,DEPARTMENTS,,"PK surrogate. BCV: ""Organization"" (Involved Party). Phòng ban thuộc đơn vị UBCKNN.",Source System Code = 'NHNCK_DEPARTMENTS',
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Regulatory Authority Organization Unit Code,reg_ahr_ou_code,Mã phòng ban. BK,Text,string,false,false,NHNCK,DEPARTMENTS,NHNCK.DEPARTMENTS.DEPARTMENT_CODE,BK chính.,Source System Code = 'NHNCK_DEPARTMENTS',
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Source System Code,src_stm_code,Mã hệ thống nguồn. BK,Classification Value,string,false,false,NHNCK,DEPARTMENTS,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,Source System Code = 'NHNCK_DEPARTMENTS',NHNCK.DEPARTMENTS
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Organization Unit Type Code,ou_tp_code,Phân loại — Phòng ban (Department),Classification Value,string,false,false,NHNCK,DEPARTMENTS,,Scheme: ORGANIZATION_UNIT_TYPE. ETL-derived.,Source System Code = 'NHNCK_DEPARTMENTS',DEPARTMENT
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Regulatory Authority Organization Unit Name,reg_ahr_ou_nm,Tên phòng ban,Text,string,true,false,NHNCK,DEPARTMENTS,NHNCK.DEPARTMENTS.DEPARTMENT_NAME,,Source System Code = 'NHNCK_DEPARTMENTS',
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Hierarchy Level Code,hier_lvl_code,Cấp độ trong cây phân cấp — null cho phòng ban,Classification Value,string,true,false,NHNCK,DEPARTMENTS,,ETL-derived: null. DEPARTMENTS không có trường LEVEL_.,Source System Code = 'NHNCK_DEPARTMENTS',
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Parent Regulatory Authority Organization Unit Id,prn_reg_ahr_ou_id,FK đến đơn vị cha (UNITS),Surrogate Key,string,true,false,NHNCK,DEPARTMENTS,NHNCK.DEPARTMENTS.UNIT_ID,FK target: Regulatory Authority Organization Unit.Regulatory Authority Organization Unit Id. Parent là Unit không phải Department.,Source System Code = 'NHNCK_DEPARTMENTS',
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Parent Regulatory Authority Organization Unit Code,prn_reg_ahr_ou_code,Mã đơn vị cha (UNITS),Text,string,true,false,NHNCK,DEPARTMENTS,NHNCK.DEPARTMENTS.UNIT_ID,Lookup pair: Regulatory Authority Organization Unit.Regulatory Authority Organization Unit Code. Pair with Parent Regulatory Authority Organization Unit Id.,Source System Code = 'NHNCK_DEPARTMENTS',
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Description,dsc,Mô tả chi tiết phòng ban,Text,string,true,false,NHNCK,DEPARTMENTS,NHNCK.DEPARTMENTS.DESCRIPTION,,Source System Code = 'NHNCK_DEPARTMENTS',
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Record Status Code,rcrd_st_code,Trạng thái hoạt động của phòng ban,Classification Value,string,false,false,NHNCK,DEPARTMENTS,NHNCK.DEPARTMENTS.RECORD_STATUS,Scheme: ORGANIZATION_UNIT_STATUS. 1=Hoạt động → ACTIVE; 0=Không → INACTIVE.,Source System Code = 'NHNCK_DEPARTMENTS',
Involved Party,Regulatory Authority Organization Unit,reg_ahr_ou,Sort Order,sort_ordr,Thứ tự sắp xếp phòng ban trong đơn vị,Small Counter,int,true,false,NHNCK,DEPARTMENTS,NHNCK.DEPARTMENTS.SORT_ORDER,,Source System Code = 'NHNCK_DEPARTMENTS',
Involved Party,Securities Organization Reference,scr_org_refr,Securities Organization Reference Id,scr_org_refr_id,Khóa đại diện cho tổ chức kinh doanh chứng khoán (surrogate key).,Surrogate Key,string,false,true,NHNCK,ORGANIZATIONS,,"PK surrogate. BCV: ""Organization"" (Involved Party). Tổ chức tham gia TTCK (CTCK, QLQ, NH, Khác).",Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Securities Organization Reference Code,scr_org_refr_code,Mã định danh kỹ thuật tự tăng. BK của entity. Map từ PK bảng nguồn.,Text,string,false,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.ID,BK chính. PK nguồn (NUMBER — ETL cần convert sang string).,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Source System Code,src_stm_code,Mã hệ thống nguồn.,Classification Value,string,false,false,NHNCK,ORGANIZATIONS,,Scheme: SOURCE_SYSTEM. Hardcode.,Source System Code = 'NHNCK_ORGANIZATIONS',NHNCK.ORGANIZATIONS
Involved Party,Securities Organization Reference,scr_org_refr,Organization Code,org_code,Mã tổ chức (mã nghiệp vụ do hệ thống gán).,Text,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.ORGANIZATION_CODE,Mã nghiệp vụ — khác BK (ORGANIZATION_CODE khác ID nguồn).,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Securities Organization Reference Name,scr_org_refr_nm,Tên đầy đủ tổ chức.,Text,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.ORGANIZATION_NAME,,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Securities Organization Reference English Name,scr_org_refr_en_nm,Tên tiếng Anh của tổ chức.,Text,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.ENGLISH_NAME,,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Securities Organization Reference Short Name,scr_org_refr_shrt_nm,Tên viết tắt của tổ chức.,Text,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.ABBREVIATION,,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Organization Type Code,org_tp_code,"Loại tổ chức: 0=Khác, 1=CTCK, 2=QLQ, 3=Ngân hàng.",Classification Value,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.ORGANIZATION_TYPE_ID,Scheme: ORGANIZATION_TYPE. Nguồn lưu dạng số (NUMBER) — ETL cần convert sang string. Giữ nguyên leading zeros nếu có.,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Organization Level Code,org_lvl_code,Cấp độ phân cấp tổ chức.,Classification Value,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.LEVEL_,Scheme: ORGANIZATION_LEVEL.,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Parent Securities Organization Reference Id,prn_scr_org_refr_id,FK tự tham chiếu — tổ chức cha trong cấu trúc phân cấp.,Surrogate Key,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.PARENT_ID,FK target: Securities Organization Reference.Securities Organization Reference Id. Self-referencing.,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Parent Securities Organization Reference Code,prn_scr_org_refr_code,Mã tổ chức cha.,Text,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.PARENT_ID,Lookup pair: Securities Organization Reference.Securities Organization Reference Code. Pair with Parent Securities Organization Reference Id.,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,External System Linked Id,ext_stm_linked_id,ID liên kết sang hệ thống FMS/SCMS.,Text,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.LINKED_ID,"Nguồn lưu dạng số (NUMBER) — ETL cần convert sang string. Metadata liên kết hệ thống ngoài, lưu dạng text.",Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,External System Sync Id,ext_stm_sync_id,Mã đồng bộ từ FMS/SCMS.,Text,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.SYNC_ID,Metadata đồng bộ hệ thống ngoài.,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Legal Representative Name,lgl_rprs_nm,Tên người đại diện pháp luật của tổ chức.,Text,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.REPRESENTATIVE,"BCV: ""Designated Representative"" (Involved Party). Chủ thể khác — không thuộc shared entity.",Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,License Number,license_nbr,Số giấy phép hoạt động chứng khoán.,Text,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.LICENSE_NUMBER,,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,License Issuer Name,license_issur_nm,Tên cơ quan cấp giấy phép hoạt động.,Text,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.LICENSE_ISSUER,,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,License Date,license_dt,Ngày cấp giấy phép hoạt động.,Date,date,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.LICENSE_DATE,,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Charter Capital Amount,charter_cptl_amt,Vốn điều lệ của tổ chức.,Currency Amount,"decimal(23,2)",true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.CHARTER_CAPITAL,Nguồn lưu dạng string (NVARCHAR2) — ETL cần cast/parse sang decimal. Cần validate không có giá trị non-numeric.,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Description,dsc,Mô tả chi tiết về tổ chức.,Text,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.DESCRIPTION,,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Record Status Code,rcrd_st_code,Trạng thái bản ghi: 1=Hoạt động.,Classification Value,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.RECORD_STATUS,Scheme: ORGANIZATION_STATUS. Nguồn lưu dạng số (NUMBER) — ETL cần convert sang string.,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Sort Order,sort_ordr,Thứ tự sắp xếp hiển thị.,Small Counter,int,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.SORT_ORDER,,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Last Sync Date,last_sync_dt,Ngày đồng bộ dữ liệu gần nhất.,Date,date,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.LAST_SYNC_DATE,,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Sync Status Code,sync_st_code,"Trạng thái đồng bộ: 0=Chưa đồng bộ, 1=Đã đồng bộ, 2=Lỗi.",Classification Value,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.SYNC_STATUS,Scheme: SYNC_STATUS. Nguồn lưu dạng số (NUMBER) — ETL cần convert sang string.,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Created Timestamp,crt_tms,Thời điểm tạo bản ghi.,Timestamp,timestamp,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.CREATED_AT,,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Updated Timestamp,udt_tms,Thời điểm cập nhật bản ghi gần nhất.,Timestamp,timestamp,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.UPDATED_AT,,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Created By Officer Id,crt_by_ofcr_id,FK đến cán bộ tạo bản ghi.,Surrogate Key,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.CREATED_BY,FK target: Regulatory Authority Officer.Regulatory Authority Officer Id.,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Created By Officer Code,crt_by_ofcr_code,Mã cán bộ tạo bản ghi.,Text,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.CREATED_BY,Lookup pair: Regulatory Authority Officer.Regulatory Authority Officer Code. Pair with Created By Officer Id.,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Updated By Officer Id,udt_by_ofcr_id,FK đến cán bộ cập nhật bản ghi gần nhất.,Surrogate Key,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.UPDATED_BY,FK target: Regulatory Authority Officer.Regulatory Authority Officer Id.,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Organization Reference,scr_org_refr,Updated By Officer Code,udt_by_ofcr_code,Mã cán bộ cập nhật bản ghi gần nhất.,Text,string,true,false,NHNCK,ORGANIZATIONS,NHNCK.qlnhn.ORGANIZATIONS.UPDATED_BY,Lookup pair: Regulatory Authority Officer.Regulatory Authority Officer Code. Pair with Updated By Officer Id.,Source System Code = 'NHNCK_ORGANIZATIONS',
Involved Party,Securities Practitioner,scr_prac,Securities Practitioner Id,scr_prac_id,Id tự sinh (surrogate key),Surrogate Key,string,false,true,NHNCK,PROFESSIONALS,,"PK surrogate. BCV: ""Individual"" (Involved Party).",Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Securities Practitioner Code,scr_prac_code,Mã người hành nghề. BK từ PK nguồn,Text,string,false,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.ID,BK chính. Nguồn lưu NUMBER — ETL convert sang string.,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Source System Code,src_stm_code,Mã nguồn dữ liệu,Classification Value,string,false,false,NHNCK,PROFESSIONALS,,Scheme: SOURCE_SYSTEM. Hardcode.,Source System Code = 'NHNCK_PROFESSIONALS',NHNCK.PROFESSIONALS
Involved Party,Securities Practitioner,scr_prac,Full Name,full_nm,Họ và tên đầy đủ của người hành nghề,Text,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.FULL_NAME,,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Given Name,gvn_nm,Tên đệm và tên riêng,Text,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.FIRST_NAME,,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Birth Date,brth_dt,Ngày sinh,Date,date,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.BIRTH_DATE,,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Birth Year,brth_yr,Năm sinh (lưu dạng chuỗi khi không có ngày tháng đủ),Text,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.BIRTH_YEAR,Nguồn lưu NVARCHAR2(4) — giữ dạng text.,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Gender Code,gnd_code,Giới tính: 0=Nam / 1=Nữ,Classification Value,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.GENDER,Scheme: INDIVIDUAL_GENDER. Nguồn lưu NUMBER — ETL convert sang code.,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Education Level Code,ed_lvl_code,Trình độ học vấn,Classification Value,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.EDUCATION_LEVEL_ID,Scheme: EDUCATION_LEVEL. Nguồn lưu FK số — ETL lookup convert sang code.,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Practitioner Registration Type Code,prac_rgst_tp_code,Hình thức đăng ký hồ sơ: 0=MCĐT/cổng DVC / 1=Nhập tay,Classification Value,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.REGISTRATION_TYPE,Scheme: PRACTITIONER_REGISTRATION_TYPE. Nguồn lưu NUMBER — ETL convert sang code.,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Practice Status Code,practice_st_code,Trạng thái hành nghề chứng khoán,Classification Value,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.STATUS_WORK,Scheme: PRACTICE_STATUS. Nguồn: 0=Chưa HN / 1=Đang HN / 2=Thu hồi có cấp lại / 3=Thu hồi không cấp lại / 4=Cấp có thời hạn.,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Account Status Code,ac_st_code,Trạng thái tài khoản người dùng trên cổng NHNCK,Classification Value,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.STATUS_ACCOUNT,Scheme: OFFICER_STATUS. Reuse — 0=Chưa kích hoạt / 1=Hoạt động / 2=Khóa.,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Organization Id,org_id,FK đến tổ chức chứng khoán hiện tại (nullable),Surrogate Key,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.ORGANIZATION_ID,FK target: Securities Organization Reference.Securities Organization Reference Id. Nullable — người hành nghề có thể chưa công tác.,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Organization Code,org_code,Mã tổ chức (denormalized lookup),Text,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.ORGANIZATION_ID,Lookup pair: Securities Organization Reference.Securities Organization Reference Code. Pair with Organization Id.,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Nationality Id,nat_id,FK đến Geographic Area (quốc tịch),Surrogate Key,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.NATIONALITY_ID,FK target: Geographic Area.Geographic Area Id. Geographic Area Type Code = COUNTRY.,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Nationality Code,nat_code,Mã quốc gia/quốc tịch (denormalized),Text,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.NATIONALITY_ID,Lookup pair: Geographic Area.Geographic Area Code. Pair with Nationality Id.,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Workplace Name,workplace_nm,Nơi làm việc hiện tại (tên tổ chức — denormalized text tự do),Text,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.WORKPLACE,Denormalized text. Có thể khác Organization Name khi người hành nghề làm ở chi nhánh.,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Position Name,pos_nm,Chức vụ hiện tại (denormalized text tự do),Text,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.POSITION,Denormalized text — không FK vì không có bảng Position chuẩn dùng chung.,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Department Name,dept_nm,Phòng ban hiện tại (denormalized text tự do),Text,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.DEPARTMENT,Denormalized text.,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Previous Identity Number,prev_id_nbr,Số CMND cũ trước khi chuyển sang CCCD,Text,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.PREVIOUS_IDENTITY_NUMBER,,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Hometown,hometown,Quê quán (dữ liệu tích hợp C06),Text,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.HOMETOWN,,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Ethnicity Name,ethnicity_nm,Dân tộc (dữ liệu tích hợp C06),Text,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.NATIONAL,,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Religion Name,rlg_nm,Tôn giáo (dữ liệu tích hợp C06),Text,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.RELIGION,,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Place of Birth Description,plc_of_brth_dsc,Nơi sinh (text tự do),Text,string,true,false,NHNCK,PROFESSIONALS,NHNCK.qlnhn.PROFESSIONALS.PLACE_OF_BIRTH,,Source System Code = 'NHNCK_PROFESSIONALS',
Involved Party,Securities Practitioner,scr_prac,Securities Practitioner Id,scr_prac_id,Id tự sinh (surrogate key),Surrogate Key,string,false,true,NHNCK,PROFESSIONAL_HISTORIES,,"PK surrogate. BCV: ""Individual"" (Involved Party).",Source System Code = 'NHNCK_PROFESSIONAL_HISTORIES',
Involved Party,Securities Practitioner,scr_prac,Securities Practitioner Code,scr_prac_code,Mã người hành nghề. BK từ PK nguồn,Text,string,false,false,NHNCK,PROFESSIONAL_HISTORIES,NHNCK.qlnhn.PROFESSIONALS.ID,BK chính. Nguồn lưu NUMBER — ETL convert sang string.,Source System Code = 'NHNCK_PROFESSIONAL_HISTORIES',
Involved Party,Securities Practitioner,scr_prac,Source System Code,src_stm_code,Mã nguồn dữ liệu,Classification Value,string,false,false,NHNCK,PROFESSIONAL_HISTORIES,,Scheme: SOURCE_SYSTEM. Hardcode.,Source System Code = 'NHNCK_PROFESSIONAL_HISTORIES',NHNCK.PROFESSIONALS
Involved Party,Securities Practitioner,scr_prac,Full Name,full_nm,Họ và tên đầy đủ của người hành nghề,Text,string,true,false,NHNCK,PROFESSIONAL_HISTORIES,NHNCK.qlnhn.PROFESSIONALS.FULL_NAME,,Source System Code = 'NHNCK_PROFESSIONAL_HISTORIES',
Involved Party,Securities Practitioner,scr_prac,Given Name,gvn_nm,Tên đệm và tên riêng,Text,string,true,false,NHNCK,PROFESSIONAL_HISTORIES,NHNCK.qlnhn.PROFESSIONALS.FIRST_NAME,,Source System Code = 'NHNCK_PROFESSIONAL_HISTORIES',
Involved Party,Securities Practitioner,scr_prac,Birth Date,brth_dt,Ngày sinh,Date,date,true,false,NHNCK,PROFESSIONAL_HISTORIES,NHNCK.qlnhn.PROFESSIONALS.BIRTH_DATE,,Source System Code = 'NHNCK_PROFESSIONAL_HISTORIES',
Involved Party,Securities Practitioner,scr_prac,Birth Year,brth_yr,Năm sinh (lưu dạng chuỗi khi không có ngày tháng đủ),Text,string,true,false,NHNCK,PROFESSIONAL_HISTORIES,NHNCK.qlnhn.PROFESSIONALS.BIRTH_YEAR,Nguồn lưu NVARCHAR2(4) — giữ dạng text.,Source System Code = 'NHNCK_PROFESSIONAL_HISTORIES',
Involved Party,Securities Practitioner,scr_prac,Gender Code,gnd_code,Giới tính: 0=Nam / 1=Nữ,Classification Value,string,true,false,NHNCK,PROFESSIONAL_HISTORIES,NHNCK.qlnhn.PROFESSIONALS.GENDER,Scheme: INDIVIDUAL_GENDER. Nguồn lưu NUMBER — ETL convert sang code.,Source System Code = 'NHNCK_PROFESSIONAL_HISTORIES',
