source_system,table_name,column_name,source_system.table_name,data_type,description,pk/fk
FIMS,USERS,CountPassFail,FIMS.USERS,,Số lần đăng nhập sai mật khẩu,
FIMS,USERS,IsFirstLogin,FIMS.USERS,,"Tài khoản mới tạo, chưa đăng nhập lần nào trên hệ thống: 1: Tài khoản mới tạo, chưa đăng nhập lần nào 0: Tài khoản đã đăng nhập trên hệ thống",
FIMS,USERS,IdOld,FIMS.USERS,,ID hệ thống cũ,
FIMS,USERSMENUS,UsersId,FIMS.USERSMENUS,,ID người dùng. Dữ liệu lấy từ trường ID của bảng USERS,FK
FIMS,USERSMENUS,MenusId,FIMS.USERSMENUS,,ID quyền hệ thống. Dữ liệu lấy từ trường ID của bảng MENUS,FK
FIMS,USERRPTO,UserId,FIMS.USERRPTO,,ID người dùng. Dữ liệu lấy từ trường ID của bảng USERS.,FK
FIMS,USERRPTO,TpOutId,FIMS.USERRPTO,,ID biểu mẫu báo cáo đầu ra. Dữ liệu lấy từ trường ID của bảng RPTTPOUT.,FK
FIMS,REFRESHTOKEN,Id,FIMS.REFRESHTOKEN,,ID bản ghi.,PK
FIMS,REFRESHTOKEN,ExpiresUtc,FIMS.REFRESHTOKEN,,Ngày hết hạn,
FIMS,REFRESHTOKEN,Token,FIMS.REFRESHTOKEN,,Mã token,
FIMS,REFRESHTOKEN,UsersId,FIMS.REFRESHTOKEN,,ID người dùng. Dữ liệu lấy từ trường ID của bảng USERS.,FK
FIMS,GROUPS,Id,FIMS.GROUPS,,ID bản ghi,PK
FIMS,GROUPS,OrgId,FIMS.GROUPS,,,
FIMS,GROUPS,GroupName,FIMS.GROUPS,,Nhóm người dùng,
FIMS,GROUPS,Status,FIMS.GROUPS,,Trạng thái: 0: Khóa 1: Hoạt động,
FIMS,GROUPS,Description,FIMS.GROUPS,,Mô tả,
FIMS,GROUPS,DateCreated,FIMS.GROUPS,,Ngày tạo,
FIMS,GROUPS,CreatedBy,FIMS.GROUPS,,Người tạo,
FIMS,GROUPS,DateModified,FIMS.GROUPS,,Ngày sửa,
FIMS,GROUPS,ModifyBy,FIMS.GROUPS,,Người sửa,
FIMS,GROUPS,IsDataMigration,FIMS.GROUPS,,Trạng thái đồng bộ dữ liệu,
FIMS,GROUPS,Deleted,FIMS.GROUPS,,Trạng thái xóa bản ghi: 1: Bị xóa 0: Không bị xóa,
FIMS,GROUPUSERS,GroupsId,FIMS.GROUPUSERS,,ID nhóm người dùng. Dữ liệu lấy từ trường ID của bảng GROUPS.,FK
FIMS,GROUPUSERS,UsersId,FIMS.GROUPUSERS,,ID người dùng. Dữ liệu lấy từ trường ID của bảng USERS.,FK
FIMS,GROUPROLES,RolesId,FIMS.GROUPROLES,,ID nhóm quyền. Dữ liệu lấy từ trường ID của bảng ROLES.,FK
FIMS,GROUPROLES,GroupsId,FIMS.GROUPROLES,,ID nhóm người dùng. Dữ liệu lấy từ trường ID của bảng GROUPS.,FK
FIMS,ROLES,Id,FIMS.ROLES,,ID bản ghi,PK
FIMS,ROLES,Deleted,FIMS.ROLES,,Trạng thái xóa bản ghi: 1: Bị xóa 0: Không bị xóa,
FIMS,ROLES,DateCreated,FIMS.ROLES,,Ngày tạo,
FIMS,ROLES,CreatedBy,FIMS.ROLES,,Người tạo,
FIMS,ROLES,DateModified,FIMS.ROLES,,Ngày sửa,
FIMS,ROLES,ModifyBy,FIMS.ROLES,,Người sửa,
FIMS,ROLES,RoleName,FIMS.ROLES,,Tên nhóm quyền,
FIMS,ROLES,Description,FIMS.ROLES,,Mô tả,
FIMS,ROLES,Status,FIMS.ROLES,,Trạng thái: 0: Khóa 1: Hoạt động,
FIMS,MENUS,Id,FIMS.MENUS,,ID bản ghi,PK
FIMS,MENUS,Deleted,FIMS.MENUS,,Trạng thái xóa bản ghi: 1: Bị xóa 0: Không bị xóa,
FIMS,MENUS,DateCreated,FIMS.MENUS,,Ngày tạo,
FIMS,MENUS,CreatedBy,FIMS.MENUS,,Người tạo,
FIMS,MENUS,DateModified,FIMS.MENUS,,Ngày sửa,
FIMS,MENUS,ModifyBy,FIMS.MENUS,,Người sửa,
FIMS,MENUS,Title,FIMS.MENUS,,Tên quyền,
FIMS,MENUS,Icon,FIMS.MENUS,,Icon,
FIMS,MENUS,Url,FIMS.MENUS,,Điều hướng,
FIMS,MENUS,ParentId,FIMS.MENUS,,Quyền cấp cha,
FIMS,MENUS,MenuType,FIMS.MENUS,,Danh mục quyền: 1: Quyền chức năng 0: Menu,
FIMS,MENUS,SortOrder,FIMS.MENUS,,Sắp xếp,
FIMS,MENUS,Access,FIMS.MENUS,,Danh sách các quyền chức năng được truy cập,
FIMS,MENUS,IsActive,FIMS.MENUS,,Trạng thái: 0: Không sử dụng 1: Sử dụng,
FIMS,CERTFCATE,Id,FIMS.CERTFCATE,,ID bản ghi,PK
FIMS,CERTFCATE,UserId,FIMS.CERTFCATE,,ID người dùng. Dữ liệu lấy từ trường ID của bảng USERS,FK
FIMS,CERTFCATE,Keys,FIMS.CERTFCATE,,Keys,
FIMS,CERTFCATE,Serial,FIMS.CERTFCATE,,Số Serial,
FIMS,CERTFCATE,Subject,FIMS.CERTFCATE,,Subject,
FIMS,CERTFCATE,Issuer,FIMS.CERTFCATE,,Issuer,
FIMS,CERTFCATE,Type,FIMS.CERTFCATE,,Loại CTS: 0: Cá nhân 1: Tổ chức,
FIMS,CERTFCATE,Status,FIMS.CERTFCATE,,Trạng thái: 0: Từ chối 1: Chấp thuận,
FIMS,CERTFCATE,IsDataMigration,FIMS.CERTFCATE,,Là dữ liệu chuyển đổi,
FIMS,CERTFCATE,IdOld,FIMS.CERTFCATE,,ID hệ thống cũ,
FIMS,ERRORLOG,Id,FIMS.ERRORLOG,,Id bản ghi,PK
FIMS,ERRORLOG,UserId,FIMS.ERRORLOG,,ID người dùng. Dữ liệu lấy từ trường ID của bảng USERS,FK
FIMS,ERRORLOG,ModuleName,FIMS.ERRORLOG,,Tên module chức năng,
FIMS,ERRORLOG,Action,FIMS.ERRORLOG,,Tên hàm,
FIMS,ERRORLOG,ActionForEndUser,FIMS.ERRORLOG,,Thao tác người dùng cuối,
FIMS,ERRORLOG,IsError,FIMS.ERRORLOG,,Là lỗi: 1: là lỗi 2: không là lỗi,
FIMS,ERRORLOG,Content,FIMS.ERRORLOG,,Nội dung lỗi,
FIMS,ERRORLOG,Exception,FIMS.ERRORLOG,,Chi tiết lỗi,
FIMS,ERRORLOG,DateCreated,FIMS.ERRORLOG,,Ngày lỗi,
FIMS,ERRORLOG,Id,FIMS.ERRORLOG,,Id bản ghi,PK
FIMS,ERRORLOG,UserId,FIMS.ERRORLOG,,ID người dùng. Dữ liệu lấy từ trường ID của bảng USERS,FK
FIMS,ERRORLOG,ModuleName,FIMS.ERRORLOG,,Tên module chức năng,
FIMS,ERRORLOG,Action,FIMS.ERRORLOG,,Tên hàm,
FIMS,ERRORLOG,ActionForEndUser,FIMS.ERRORLOG,,Thao tác người dùng cuối,
FIMS,ERRORLOG,IsError,FIMS.ERRORLOG,,"Là lỗi:
1: là lỗi
2: không là lỗi",
FIMS,ERRORLOG,Content,FIMS.ERRORLOG,,Nội dung lỗi,
FIMS,ERRORLOG,Exception,FIMS.ERRORLOG,,Chi tiết lỗi,
FIMS,ERRORLOG,DateCreated,FIMS.ERRORLOG,,Ngày lỗi,
FIMS,USERSESSIONS,Id,FIMS.USERSESSIONS,,ID bản ghi,PK
FIMS,USERSESSIONS,Status,FIMS.USERSESSIONS,,Trạng thái: 1: Đang truy cập 0: Hủy phiên,
FIMS,USERSESSIONS,UserName,FIMS.USERSESSIONS,,Account người dùng,
FIMS,USERSESSIONS,DestroyUserName,FIMS.USERSESSIONS,,Tên người dùng,
FIMS,USERSESSIONS,ClientIp,FIMS.USERSESSIONS,,IP truy cập,
FIMS,USERSESSIONS,DnsName,FIMS.USERSESSIONS,,Tên miền truy cập,
FIMS,USERSESSIONS,DateLogined,FIMS.USERSESSIONS,,Ngày,
FIMS,USERSESSIONS,Description,FIMS.USERSESSIONS,,Mô tả,
FIMS,RPTTEMP,Id,FIMS.RPTTEMP,,ID bản ghi,PK
FIMS,RPTTEMP,Deleted,FIMS.RPTTEMP,,Trạng thái xóa bản ghi: 1: Bị xóa 0: Không bị xóa,
FIMS,RPTTEMP,DateCreated,FIMS.RPTTEMP,,Ngày tạo,
FIMS,RPTTEMP,CreatedBy,FIMS.RPTTEMP,,Người tạo,
FIMS,RPTTEMP,DateModified,FIMS.RPTTEMP,,Ngày sửa,
FIMS,RPTTEMP,ModifyBy,FIMS.RPTTEMP,,Người sửa,
FIMS,RPTTEMP,Name,FIMS.RPTTEMP,,Tên biểu mẫu,
FIMS,RPTTEMP,LegalBasis,FIMS.RPTTEMP,,Căn cứ pháp lý,
FIMS,RPTTEMP,Code,FIMS.RPTTEMP,,Mã biểu mẫu,
FIMS,RPTTEMP,ReportGroup,FIMS.RPTTEMP,,Nhóm báo cáo: 1: Báo cáo công ty QLQ 2: Báo cáo công ty chứng khoán 3: Báo cáo ngân hàng lưu ký 4: Báo cáo trung tâm lưu ký 5: Báo cáo sở giao dịch CK 6: Báo cáo người đại diện CBTT 7: Báo cáo CN công ty QLQ NN tại VN,
FIMS,RPTTEMP,IsNeedImport,FIMS.RPTTEMP,,Báo cáo có import: 1: Có import 0: Không import,
FIMS,RPTTEMP,SystemObjects,FIMS.RPTTEMP,,Đối tượng gửi báo cáo: 1: Công ty QLQ 2: Công ty chứng khoán 3: Ngân hàng lưu ký 4: Trung tâm lưu ký 5: Sở giao dịch CK 6: Người đại diện CBTT 7: CN công ty QLQ NN tại VN,
FIMS,RPTTEMP,Description,FIMS.RPTTEMP,,Mô tả,
FIMS,RPTTEMP,IsSelfMemberSetting,FIMS.RPTTEMP,,Báo cáo do cán bộ UB tự thiết lập kỳ: 1: Có cho phép cán bộ UB tự thiết lập kỳ 0: Không cho phêp cán bộ UB được thiết lập kỳ,
FIMS,RPTTEMP,FileData,FIMS.RPTTEMP,,File đính kèm,
FIMS,RPTTEMP,Status,FIMS.RPTTEMP,,Trạng thái: 0: Bản nháp 1: Đang sử dụng 2: Không sử dụng,
FIMS,RPTTEMP,Version,FIMS.RPTTEMP,,Version biểu mẫu,
FIMS,RPTTEMP,DateUsed,FIMS.RPTTEMP,,Ngày bắt đầu sử dụng,
FIMS,RPTTEMP,ReportTypeId,FIMS.RPTTEMP,,Loại báo cáo. Dữ liệu lấy từ trường ID của bảng REPORTTYPE,FK
FIMS,RPTTEMP,IsNeedPublic,FIMS.RPTTEMP,,Cho phép CBTT: 0: Không CBTT 1: Có CBTT,
FIMS,SHEET,Id,FIMS.SHEET,,ID của bản ghi,PK
FIMS,SHEET,Deleted,FIMS.SHEET,,Trạng thái xóa bản ghi: 1: Bị xóa 0: Không bị xóa,
FIMS,SHEET,DateCreated,FIMS.SHEET,,Ngày tạo,
FIMS,SHEET,CreatedBy,FIMS.SHEET,,Người tạo,
FIMS,SHEET,DateModified,FIMS.SHEET,,Ngày sửa,
FIMS,SHEET,ModifyBy,FIMS.SHEET,,Người sửa,
FIMS,SHEET,RptId,FIMS.SHEET,,ID biểu mẫu báo cáo đầu vào. Dữ liệu lấy tại trường ID của bảng RPTTEMP.,
FIMS,SHEET,Code,FIMS.SHEET,,Mã sheet,
FIMS,SHEET,Name,FIMS.SHEET,,Tên sheet,
FIMS,SHEET,SheetIndex,FIMS.SHEET,,Thứ tự sheet,
FIMS,SHEET,Status,FIMS.SHEET,,Trạng thái: 0: Không sử dụng 1: Sử dụng,
FIMS,SHEET,Description,FIMS.SHEET,,Mô tả,
FIMS,SHEET,MergeCells,FIMS.SHEET,,Ô dữ liệu merge,
FIMS,SHEET,CellsMeta,FIMS.SHEET,,Cấu hình của ô chỉ tiêu.,
FIMS,SHEET,DataLabel,FIMS.SHEET,,Tên chỉ tiêu,
FIMS,SHEET,ColWidths,FIMS.SHEET,,Chiều rộng của cột chỉ tiêu,
FIMS,SHEET,RowHeights,FIMS.SHEET,,Chiều cao của dòng chỉ tiêu,
FIMS,RPTPERIOD,Id,FIMS.RPTPERIOD,,ID bản ghi,PK
FIMS,RPTPERIOD,Deleted,FIMS.RPTPERIOD,,Trạng thái xóa bản ghi: 1: Bị xóa 0: Không bị xóa,
FIMS,RPTPERIOD,DateCreated,FIMS.RPTPERIOD,,Ngày tạo,
FIMS,RPTPERIOD,CreatedBy,FIMS.RPTPERIOD,,Người tạo,
FIMS,RPTPERIOD,DateModified,FIMS.RPTPERIOD,,Ngày sửa,
FIMS,RPTPERIOD,ModifyBy,FIMS.RPTPERIOD,,Người sửa,
FIMS,RPTPERIOD,RptId,FIMS.RPTPERIOD,,ID biểu mẫu báo cáo đầu vào. Dữ liệu lấy tại trường ID của bảng RPTTEMP.,
FIMS,RPTPERIOD,SfPdId,FIMS.RPTPERIOD,,ID kỳ báo cáo cán bộ UB tự thiết lập kỳ. Dữ liệu lấy tại trường ID của bảng SELFSETPD,
FIMS,RPTPERIOD,PeriodType,FIMS.RPTPERIOD,,Kỳ báo cáo: 1: Ngày 2: Tuần 3: Nửa tháng 4: Tháng 5: Quý 6: Bán niên 7: Năm,
FIMS,RPTPERIOD,LatestSendDate,FIMS.RPTPERIOD,,Thời gian gửi báo cáo muộn nhấy,
FIMS,RPTPERIOD,RepeatTime,FIMS.RPTPERIOD,,Lặp lại sau,
FIMS,RPTPERIOD,DateStartCount,FIMS.RPTPERIOD,,Ngày bắt đầu tính hạn,
FIMS,RPTPERIOD,IsWorkingDay,FIMS.RPTPERIOD,,Đơn vị tính: 0: Ngày 1: Ngày làm việc,
FIMS,RPTPERIOD,SendInDay,FIMS.RPTPERIOD,,Gửi trong vòng,
FIMS,RPTPERIOD,Status,FIMS.RPTPERIOD,,Trạng thái: 0: Không sử dụng 1: Sử dụng,
FIMS,RPTPERIOD,Description,FIMS.RPTPERIOD,,Ghi chú,
FIMS,RPTPERIOD,FileName,FIMS.RPTPERIOD,,,
FIMS,RPTPERIOD,LatestSendWeek,FIMS.RPTPERIOD,,Thời gian gửi muộn nhất,
FIMS,RPTPDSHT,ShtId,FIMS.RPTPDSHT,,ID sheet báo cáo đầu vào. Dữ liệu lấy tại trường ID của bảng SHEET.,"PK, FK"
FIMS,RPTPDSHT,RptPdId,FIMS.RPTPDSHT,,ID kỳ báo cáo đầu vào. Dữ liệu lấy tại trường ID của bảng RPTPERIOD.,"PK, FK"
FIMS,RPTPDSHT,Deleted,FIMS.RPTPDSHT,,Trạng thái xóa bản ghi: 1: Bị xóa 0: Không bị xóa,
FIMS,RPTPDSHT,DateCreated,FIMS.RPTPDSHT,,Ngày tạo,
FIMS,RPTPDSHT,CreatedBy,FIMS.RPTPDSHT,,Người tạo,
FIMS,RPTPDSHT,DateModified,FIMS.RPTPDSHT,,Ngày sửa,
FIMS,RPTPDSHT,ModifyBy,FIMS.RPTPDSHT,,Người sửa,
FIMS,RPTHTORY,Id,FIMS.RPTHTORY,,ID bản ghi,PK
FIMS,RPTHTORY,Deleted,FIMS.RPTHTORY,,Trạng thái xóa bản ghi: 1: Bị xóa 0: Không bị xóa,
FIMS,RPTHTORY,DateCreated,FIMS.RPTHTORY,,Ngày tạo,
FIMS,RPTHTORY,CreatedBy,FIMS.RPTHTORY,,Người tạo,
FIMS,RPTHTORY,DateModified,FIMS.RPTHTORY,,Ngày sửa,
FIMS,RPTHTORY,ModifyBy,FIMS.RPTHTORY,,Người sửa,
FIMS,RPTHTORY,RptId,FIMS.RPTHTORY,,ID biểu mẫu báo cáo đầu vào. Dữ liệu lấy tại trường ID của bảng RPTTEMP,
FIMS,RPTHTORY,Code,FIMS.RPTHTORY,,Mã biểu mẫu,
FIMS,RPTHTORY,Action,FIMS.RPTHTORY,,Thao tác,
FIMS,RPTHTORY,Version,FIMS.RPTHTORY,,Phiên bản,
FIMS,RPTHTORY,IsDownload,FIMS.RPTHTORY,,Cho phép tải xuống: 0: Không cho phép tải xuống 1: Cho phép tải xuống,
FIMS,RPTTPOUT,Id,FIMS.RPTTPOUT,,ID bản ghi,PK
FIMS,RPTTPOUT,Deleted,FIMS.RPTTPOUT,,Trạng thái xóa bản ghi: 1: Bị xóa 0: Không bị xóa,
FIMS,RPTTPOUT,DateCreated,FIMS.RPTTPOUT,,Ngày tạo,
FIMS,RPTTPOUT,CreatedBy,FIMS.RPTTPOUT,,Người tạo,
FIMS,RPTTPOUT,DateModified,FIMS.RPTTPOUT,,Ngày sửa,
FIMS,RPTTPOUT,ModifyBy,FIMS.RPTTPOUT,,Người sửa,
FIMS,RPTTPOUT,ShtOtId,FIMS.RPTTPOUT,,Mã ID sheet báo cáo đầu ra,
FIMS,RPTTPOUT,Name,FIMS.RPTTPOUT,,Tên biểu mẫu,
FIMS,RPTTPOUT,LegalBasis,FIMS.RPTTPOUT,,Căn cứ pháp lý,
FIMS,RPTTPOUT,Code,FIMS.RPTTPOUT,,Mã biểu mẫu,
FIMS,RPTTPOUT,Status,FIMS.RPTTPOUT,,Trạng thái: 0: Bản nháp 1: Đang sử dụng 2: Không sử dụng,
FIMS,RPTTPOUT,Description,FIMS.RPTTPOUT,,Ghi chú,
FIMS,RPTTPOUT,ReportGroup,FIMS.RPTTPOUT,,Nhóm báo cáo: 1: Báo cáo công ty QLQ 2: Báo cáo công ty chứng khoán 3: Báo cáo ngân hàng lưu ký 4: Báo cáo trung tâm lưu ký 5: Báo cáo sở giao dịch CK 6: Báo cáo người đại diện CBTT 7: Báo cáo CN công ty QLQ NN tại VN 8: Khác,
FIMS,RPTTPOUT,SystemObject,FIMS.RPTTPOUT,,Đối tượng tổng hợp: 1: Công ty QLQ 2: Công ty chứng khoán 3: Ngân hàng lưu ký 4: Trung tâm lưu ký 5: Sở giao dịch CK 6: Người đại diện CBTT 7: CN công ty QLQ NN tại VN,
FIMS,RPTTPOUT,SystemObjectLst,FIMS.RPTTPOUT,,Lưu nhiều loại đối tượng. Chỉ áp dụng nếu báo cáo thống kê được cấu hình thống kê cho nhiều loại đối tượng.,
FIMS,SHEETOUT,Id,FIMS.SHEETOUT,,ID bản ghi,PK
FIMS,SHEETOUT,Deleted,FIMS.SHEETOUT,,Trạng thái xóa bản ghi: 1: Bị xóa 0: Không bị xóa,
FIMS,SHEETOUT,DateCreated,FIMS.SHEETOUT,,Ngày tạo,
FIMS,SHEETOUT,CreatedBy,FIMS.SHEETOUT,,Người tạo,
FIMS,SHEETOUT,DateModified,FIMS.SHEETOUT,,Ngày sửa,
FIMS,SHEETOUT,ModifyBy,FIMS.SHEETOUT,,Người sửa,
FIMS,SHEETOUT,TpOutId,FIMS.SHEETOUT,,ID biểu mẫu báo cáo đầu ra. Dữ liệu lấy từ trường ID của bảng RPTTPOUT.,FK
FIMS,SHEETOUT,Code,FIMS.SHEETOUT,,Mã sheet,
FIMS,SHEETOUT,Name,FIMS.SHEETOUT,,Tên sheet,
FIMS,SHEETOUT,SheetIndex,FIMS.SHEETOUT,,Thứ tự sheet,
FIMS,SHEETOUT,Status,FIMS.SHEETOUT,,Trạng thái: 0: Không sử dụng 1: Sử dụng,
FIMS,SHEETOUT,Description,FIMS.SHEETOUT,,Mô tả,
FIMS,SHEETOUT,MergeCells,FIMS.SHEETOUT,,Ô dữ liệu merge,
FIMS,SHEETOUT,CellsMeta,FIMS.SHEETOUT,,Cấu hình của ô chỉ tiêu.,
FIMS,SHEETOUT,DataLabel,FIMS.SHEETOUT,,Tên chỉ tiêu,
FIMS,SHEETOUT,ColWidths,FIMS.SHEETOUT,,Chiều rộng của cột chỉ tiêu,
FIMS,SHEETOUT,RowHeights,FIMS.SHEETOUT,,Chiều cao của dòng chỉ tiêu,
FIMS,TPOUTHTORY,Id,FIMS.TPOUTHTORY,,ID bản ghi,PK
FIMS,TPOUTHTORY,TpOutId,FIMS.TPOUTHTORY,,ID biểu mẫu báo cáo đầu ra. Dữ liệu lấy từ trường ID của bảng RPTTPOUT.,FK
FIMS,TPOUTHTORY,Action,FIMS.TPOUTHTORY,,Thao tác,
FIMS,TPOUTHTORY,Version,FIMS.TPOUTHTORY,,Version biểu mẫu,
FIMS,TPOUTHTORY,IsDownload,FIMS.TPOUTHTORY,,Cho phép tải xuống: 0: Không cho phép tải xuống 1: Cho phép tải xuống,
FIMS,TPOUTHTORY,DateCreated,FIMS.TPOUTHTORY,,Ngày tạo,
FIMS,TPOUTHTORY,CreatedBy,FIMS.TPOUTHTORY,,Người tạo,
FIMS,RPTOUTMANAGEMENT,Id,FIMS.RPTOUTMANAGEMENT,,ID bản ghi,PK
FIMS,RPTOUTMANAGEMENT,Deleted,FIMS.RPTOUTMANAGEMENT,,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,
FIMS,RPTOUTMANAGEMENT,DateCreated,FIMS.RPTOUTMANAGEMENT,,Ngày tạo,
FIMS,RPTOUTMANAGEMENT,CreatedBy,FIMS.RPTOUTMANAGEMENT,,Người tạo,
FIMS,RPTOUTMANAGEMENT,DateModified,FIMS.RPTOUTMANAGEMENT,,Ngày sửa,
FIMS,RPTOUTMANAGEMENT,ModifyBy,FIMS.RPTOUTMANAGEMENT,,Người sửa,
FIMS,RPTOUTMANAGEMENT,SystemObject,FIMS.RPTOUTMANAGEMENT,,Nhóm báo cáo,
FIMS,RPTOUTMANAGEMENT,RptOutId,FIMS.RPTOUTMANAGEMENT,,ID biểu mẫu báo cáo đầu ra. Lấy dữ liệu từ trường ID của bảng. RPTTPOUT,
FIMS,RPTOUTMANAGEMENT,IsMutiPeriod,FIMS.RPTOUTMANAGEMENT,,Là báo cáo thống kê theo 1 kỳ/ nhifu kỳ: 0: Thống kê theo 1 kỳ 1: Thống kê theo nhiều kỳ,
FIMS,RPTOUTMANAGEMENT,PeriodValueFrom,FIMS.RPTOUTMANAGEMENT,,Giá trị kỳ chạy từ kỳ,
FIMS,RPTOUTMANAGEMENT,PeriodValueTo,FIMS.RPTOUTMANAGEMENT,,Giá trị kỳ chạy đến kỳ,
FIMS,RPTOUTMANAGEMENT,Status,FIMS.RPTOUTMANAGEMENT,,Trạng thái: 0: Không sử dụng 1: Sử dụng,
FIMS,RPTOUTMANAGEMENT,PeriodType,FIMS.RPTOUTMANAGEMENT,,Kỳ báo cáo: 1: Ngày 2: Tuần 3: Nửa tháng 4: Tháng 5: Quý 6: Bán niên 7: Năm,
FIMS,RPTOUTMANAGEMENT,dateStart,FIMS.RPTOUTMANAGEMENT,,Ngày bắt đầu chạy,
FIMS,RPTOUTMANAGEMENT,dateEnd,FIMS.RPTOUTMANAGEMENT,,Ngày kết thúc chạy,
FIMS,RPTOUTMANAGEMENT,Name,FIMS.RPTOUTMANAGEMENT,,Tên cấu hình,
FIMS,RPTOUTMANAGEMENT,InvestorIds,FIMS.RPTOUTMANAGEMENT,,,
FIMS,RPTOUTMANAGEMENT,InvestorTypeIds,FIMS.RPTOUTMANAGEMENT,,,
FIMS,RPTOUTMANAGEMENT,MemberIds,FIMS.RPTOUTMANAGEMENT,,ID thành viên thị trường,
FIMS,RPTOUTMANAGEMENT,MemberStrIds,FIMS.RPTOUTMANAGEMENT,,Map ID thành viên thị trường với ID loại thành viên,
FIMS,RPTOUTMANAGEMENT,NationId,FIMS.RPTOUTMANAGEMENT,,,
FIMS,RPTOUTMANAGEMENT,SecuritiesIds,FIMS.RPTOUTMANAGEMENT,,,
FIMS,RPTOUTMANAGEMENT,Unit,FIMS.RPTOUTMANAGEMENT,,,
FIMS,RPTOUTMANAGEMENT,DateCompletion,FIMS.RPTOUTMANAGEMENT,,Ngày chạy gần nhất,
FIMS,RPTOUTMANAGEMENT,IsRunNow,FIMS.RPTOUTMANAGEMENT,,Cấu hình lịch chạy thủ công: 0: Không chạy thủ công 1: Có chạy thủ công,
FIMS,RPTOUTMANAGEMENT,IsSum,FIMS.RPTOUTMANAGEMENT,,Có dòng tổng trong file thống kê 0: Không có dòng tổng 1: Có dòng tổng,
FIMS,RPTOUTFILESAVE,Id,FIMS.RPTOUTFILESAVE,,ID bản ghi,PK
FIMS,RPTOUTFILESAVE,Deleted,FIMS.RPTOUTFILESAVE,,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,
FIMS,RPTOUTFILESAVE,DateCreated,FIMS.RPTOUTFILESAVE,,Ngày tạo,
FIMS,RPTOUTFILESAVE,CreatedBy,FIMS.RPTOUTFILESAVE,,Người tạo,
FIMS,RPTOUTFILESAVE,DateModified,FIMS.RPTOUTFILESAVE,,Ngày sửa,
FIMS,RPTOUTFILESAVE,ModifyBy,FIMS.RPTOUTFILESAVE,,Người sửa,
FIMS,RPTOUTFILESAVE,SystemObject,FIMS.RPTOUTFILESAVE,,Nhóm báo cáo,
FIMS,RPTOUTFILESAVE,RptOutId,FIMS.RPTOUTFILESAVE,,ID biểu mẫu báo cáo đầu ra. Lấy dữ liệu từ trường ID của bảng. RPTTPOUT,
FIMS,RPTOUTFILESAVE,FileExport,FIMS.RPTOUTFILESAVE,,Tên File thống kê,
FIMS,RPTOUTFILESAVE,DataFileExport,FIMS.RPTOUTFILESAVE,,,
FIMS,RPTOUTFILESAVE,PeriodType,FIMS.RPTOUTFILESAVE,,Kỳ báo cáo: 1: Ngày 2: Tuần 3: Nửa tháng 4: Tháng 5: Quý 6: Bán niên 7: Năm,
FIMS,RPTOUTFILESAVE,PeriodValue,FIMS.RPTOUTFILESAVE,,Giá trị kỳ,
FIMS,RPTOUTFILESAVE,ReportYear,FIMS.RPTOUTFILESAVE,,Năm báo cáo,
FIMS,RPTOUTFILESAVE,RptOutManageId,FIMS.RPTOUTFILESAVE,,ID cấu hình gen file tự động. Lấy dữ liệu từ trường ID của bảng RPTOUTMANAGEMENT,
FIMS,LOCATION,Id,FIMS.LOCATION,,ID bản ghi,PK
FIMS,LOCATION,Deleted,FIMS.LOCATION,,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,
FIMS,LOCATION,DateCreated,FIMS.LOCATION,,Ngày tạo,
FIMS,LOCATION,CreatedBy,FIMS.LOCATION,,Người tạo,
FIMS,LOCATION,DateModified,FIMS.LOCATION,,Ngày sửa,
FIMS,LOCATION,ModifyBy,FIMS.LOCATION,,Người sửa,
FIMS,LOCATION,SName,FIMS.LOCATION,,Mã tỉnh/ thành phố,
FIMS,LOCATION,Name,FIMS.LOCATION,,Tên tỉnh/ thành phố,
FIMS,LOCATION,Status,FIMS.LOCATION,,Trạng thái: 0: Không sử dụng 1: Sử dụng,
FIMS,LOCATION,IsDataMigration,FIMS.LOCATION,,Dữ liệu đồng bộ,
FIMS,LOCATION,Description,FIMS.LOCATION,,Mô tả,
FIMS,LOCATION,IdOld,FIMS.LOCATION,,ID danh mục tỉnh/ thành phố từ hệ thống FMS,
FIMS,NATIONAL,Id,FIMS.NATIONAL,,ID bản ghi,PK
FIMS,NATIONAL,Deleted,FIMS.NATIONAL,,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,
FIMS,NATIONAL,DateCreated,FIMS.NATIONAL,,Ngày tạo,
FIMS,NATIONAL,CreatedBy,FIMS.NATIONAL,,Người tạo,
FIMS,NATIONAL,DateModified,FIMS.NATIONAL,,Ngày sửa,
FIMS,NATIONAL,ModifyBy,FIMS.NATIONAL,,Người sửa,
FIMS,NATIONAL,SName,FIMS.NATIONAL,,Mã quốc tịch/ quốc gia,
FIMS,NATIONAL,Name,FIMS.NATIONAL,,Tên quốc tịch/ quốc gia,
FIMS,NATIONAL,Status,FIMS.NATIONAL,,Trạng thái: 0: Không sử dụng 1: Sử dụng,
FIMS,NATIONAL,Description,FIMS.NATIONAL,,Mô tả,
FIMS,NATIONAL,IsDataMigration,FIMS.NATIONAL,,Dữ liệu đồng bộ,
