source_system,staging_table,ods_table,table_type,technical_table,etl_handle,filter,description
SCMS,stg_scms_cbtt_co_dong,ods_scms_cbtt_co_dong,,,Incremental - Append,,Thông tin cổ đông được công bố
SCMS,stg_scms_chung_thu_so,ods_scms_chung_thu_so,,,Incremental - Append,,Danh sách chứng thư số được quản lý
SCMS,stg_scms_ctck_cd_chuyen_nhuong,ods_scms_ctck_cd_chuyen_nhuong,,,Incremental - Append,,Thông tin chuyển nhượng cổ đông
SCMS,stg_scms_ctck_cd_dai_dien,ods_scms_ctck_cd_dai_dien,,,Incremental - Append,,Danh sách cổ đông đại diện
SCMS,stg_scms_ctck_cd_moi_quan_he,ods_scms_ctck_cd_moi_quan_he,,,Incremental - Append,,Danh sách mối quan hệ cổ đông
SCMS,stg_scms_ctck_chi_nhanh,ods_scms_ctck_chi_nhanh,,,Incremental - Append,,Danh sách chi nhánh
SCMS,stg_scms_ctck_co_dong,ods_scms_ctck_co_dong,,,Incremental - Append,,Danh sách cổ đông
SCMS,stg_scms_ctck_dich_vu,ods_scms_ctck_dich_vu,,,Incremental - Append,,Danh sách dịch vụ của CTCK
SCMS,stg_scms_ctck_hs_lich_su,ods_scms_ctck_hs_lich_su,,,Incremental - Append,,Danh sách hồ sơ lịch sử thay đổi
SCMS,stg_scms_ctck_lich_su_xoa,ods_scms_ctck_lich_su_xoa,,,Incremental - Append,,Thông tin lịch sử xóa của CTCK
SCMS,stg_scms_ctck_nguoi_hanh_nghe_ck,ods_scms_ctck_nguoi_hanh_nghe_ck,,,Incremental - Append,,Danh sách người hành nghề chứng khoán
SCMS,stg_scms_ctck_nhan_su_cao_cap,ods_scms_ctck_nhan_su_cao_cap,,,Incremental - Append,,Danh sách nhân sự cao cấp
SCMS,stg_scms_ctck_phong_giao_dich,ods_scms_ctck_phong_giao_dich,,,Incremental - Append,,Danh sách phòng giao dịch
SCMS,stg_scms_ctck_thong_tin,ods_scms_ctck_thong_tin,,,Incremental - Append,,Thông tin CTCK
SCMS,stg_scms_ctck_vp_dai_dien,ods_scms_ctck_vp_dai_dien,,,Incremental - Append,,Danh sách văn phòng đại diện
SCMS,stg_scms_ctck_vp_dai_dien_nn,ods_scms_ctck_vp_dai_dien_nn,,,Incremental - Append,,Danh sách văn phòng đại diện nước ngoài
SCMS,stg_scms_ctck_xu_ly_hanh_chinh,ods_scms_ctck_xu_ly_hanh_chinh,,,Incremental - Append,,Thông tin xử lý hành chính
SCMS,stg_scms_ct_kiem_toan,ods_scms_ct_kiem_toan,,,Incremental - Append,,Danh sách công ty kiểm toán
SCMS,stg_scms_ct_kiem_toan_vien,ods_scms_ct_kiem_toan_vien,,,Incremental - Append,,Danh sách kiểm toán viên
SCMS,stg_scms_dm_canh_bao,ods_scms_dm_canh_bao,,,Incremental - Append,,Danh mục cảnh báo
SCMS,stg_scms_dm_chi_tieu,ods_scms_dm_chi_tieu,,,Incremental - Append,,Danh mục chỉ tiêu
SCMS,stg_scms_dm_chi_tieu_dm,ods_scms_dm_chi_tieu_dm,,,Incremental - Append,,Danh mục chỉ tiêu
SCMS,stg_scms_dm_chi_tieu_thong_ke,ods_scms_dm_chi_tieu_thong_ke,,,Incremental - Append,,Danh mục chỉ tiêu – thống kê
SCMS,stg_scms_dm_chuc_vu,ods_scms_dm_chuc_vu,,,Incremental - Append,,Danh mục chức vụ
SCMS,stg_scms_dm_dich_vu,ods_scms_dm_dich_vu,,,Incremental - Append,,Danh mục dịch vụ
SCMS,stg_scms_dm_loai_cong_ty,ods_scms_dm_loai_cong_ty,,,Incremental - Append,,Danh mục loại công ty
SCMS,stg_scms_dm_loai_giao_dich_cd,ods_scms_dm_loai_giao_dich_cd,,,Incremental - Append,,Danh mục loại giao dịch cổ đông
SCMS,stg_scms_dm_loai_vi_pham,ods_scms_dm_loai_vi_pham,,,Incremental - Append,,Danh mục loại vi phạm
SCMS,stg_scms_dm_moi_quan_he,ods_scms_dm_moi_quan_he,,,Incremental - Append,,Danh mục mối quan hệ
SCMS,stg_scms_dm_nganh_nghe_kd,ods_scms_dm_nganh_nghe_kd,,,Incremental - Append,,Danh mục ngành nghề kinh doanh
SCMS,stg_scms_dm_quoc_tich,ods_scms_dm_quoc_tich,,,Incremental - Append,,Danh mục quốc tịch
SCMS,stg_scms_dm_su_vu,ods_scms_dm_su_vu,,,Incremental - Append,,Danh mục sự vụ
SCMS,stg_scms_dm_thong_ke,ods_scms_dm_thong_ke,,,Incremental - Append,,Danh mục mã thống kê
SCMS,stg_scms_dm_tinh_thanh,ods_scms_dm_tinh_thanh,,,Incremental - Append,,Danh mục tỉnh thành
SCMS,stg_scms_dm_trang_thai_ctck,ods_scms_dm_trang_thai_ctck,,,Incremental - Append,,Danh mục trạng thái của CTCK
SCMS,stg_scms_lk_chuc_nang_nguoi,ods_scms_lk_chuc_nang_nguoi,,,Incremental - Append,,Liên kết người dùng chức năng
SCMS,stg_scms_lk_chuc_nang_nhom_nguoi,ods_scms_lk_chuc_nang_nhom_nguoi,,,Incremental - Append,,Liên kết nhóm người dùng chức năng
SCMS,stg_scms_lk_ctck_nganh_nghe_kd,ods_scms_lk_ctck_nganh_nghe_kd,,,Incremental - Append,,Liên kết ngành nghề kinh doanh với CTCK
SCMS,stg_scms_lk_nguoi_dung_bao_cao,ods_scms_lk_nguoi_dung_bao_cao,,,Incremental - Append,,Liên kết phân quyền khai thác báo cáo
SCMS,stg_scms_lk_nguoi_dung_ctck,ods_scms_lk_nguoi_dung_ctck,,,Incremental - Append,,Liên kết phân quyền cán bộ quản trị CTCK
SCMS,stg_scms_lk_nguoi_dung_nhom,ods_scms_lk_nguoi_dung_nhom,,,Incremental - Append,,Liên kết người dùng nhóm người dùng
SCMS,stg_scms_qt_chuc_nang,ods_scms_qt_chuc_nang,,,Incremental - Append,,Danh mục chức năng
SCMS,stg_scms_qt_lich_he_thong,ods_scms_qt_lich_he_thong,,,Incremental - Append,,Thông tin lịch hệ thống
SCMS,stg_scms_qt_log_he_thong,ods_scms_qt_log_he_thong,,,Incremental - Append,,Danh sách log hệ thống
SCMS,stg_scms_qt_nguoi_dung,ods_scms_qt_nguoi_dung,,,Incremental - Append,,Danh sách người dùng
SCMS,stg_scms_qt_nguoi_dung_ip,ods_scms_qt_nguoi_dung_ip,,,Incremental - Append,,Thông tin quản lý IP đăng ký
SCMS,stg_scms_qt_nhom_nguoi_dung,ods_scms_qt_nhom_nguoi_dung,,,Incremental - Append,,Danh sách nhóm người dùng
SCMS,stg_scms_qt_tham_so_he_thong,ods_scms_qt_tham_so_he_thong,,,Incremental - Append,,Quản trị cấu hình tham số hệ thống
THANHTRA,stg_thanhtra_tt_ke_hoach,ods_thanhtra_tt_ke_hoach,,,Incremental - Append,,"Kế hoạch thanh tra, kiểm tra hàng năm"
THANHTRA,stg_thanhtra_tt_ke_hoach_doi_tuong,ods_thanhtra_tt_ke_hoach_doi_tuong,,,Incremental - Append,,Đối tượng thanh tra trong kế hoạch
THANHTRA,stg_thanhtra_tt_ke_hoach_van_ban,ods_thanhtra_tt_ke_hoach_van_ban,,,Incremental - Append,,Văn bản kèm theo kế hoạch thanh tra
THANHTRA,stg_thanhtra_tt_quyet_dinh,ods_thanhtra_tt_quyet_dinh,,,Incremental - Append,,"Quyết định thanh tra, kiểm tra"
THANHTRA,stg_thanhtra_tt_quyet_dinh_doi_tuong,ods_thanhtra_tt_quyet_dinh_doi_tuong,,,Incremental - Append,,Đối tượng trong quyết định thanh tra
THANHTRA,stg_thanhtra_tt_quyet_dinh_thanh_phan,ods_thanhtra_tt_quyet_dinh_thanh_phan,,,Incremental - Append,,Thành phần đoàn thanh tra
THANHTRA,stg_thanhtra_tt_quyet_dinh_van_ban,ods_thanhtra_tt_quyet_dinh_van_ban,,,Incremental - Append,,Văn bản kèm theo quyết định
THANHTRA,stg_thanhtra_tt_ho_so,ods_thanhtra_tt_ho_so,,,Incremental - Append,,"Hồ sơ thanh tra, kiểm tra"
THANHTRA,stg_thanhtra_tt_ho_so_can_bo,ods_thanhtra_tt_ho_so_can_bo,,,Incremental - Append,,Phân công cán bộ xử lý hồ sơ thanh tra
THANHTRA,stg_thanhtra_tt_ho_so_van_ban,ods_thanhtra_tt_ho_so_van_ban,,,Incremental - Append,,Văn bản đính kèm hồ sơ thanh tra
THANHTRA,stg_thanhtra_tt_ket_luan,ods_thanhtra_tt_ket_luan,,,Incremental - Append,,Kết luận thanh tra và văn bản xử lý
THANHTRA,stg_thanhtra_tt_cong_bo_xu_phat,ods_thanhtra_tt_cong_bo_xu_phat,,,Incremental - Append,,Công bố quyết định xử phạt (Thanh tra)
THANHTRA,stg_thanhtra_gs_ho_so,ods_thanhtra_gs_ho_so,,,Incremental - Append,,Hồ sơ xử lý vi phạm từ kết quả giám sát
THANHTRA,stg_thanhtra_gs_ho_so_van_ban,ods_thanhtra_gs_ho_so_van_ban,,,Incremental - Append,,Văn bản đính kèm hồ sơ giám sát
THANHTRA,stg_thanhtra_gs_van_ban_xu_ly,ods_thanhtra_gs_van_ban_xu_ly,,,Incremental - Append,,Văn bản về việc xử lý vi phạm giám sát
THANHTRA,stg_thanhtra_gs_van_ban_xu_ly_file,ods_thanhtra_gs_van_ban_xu_ly_file,,,Incremental - Append,,File đính kèm văn bản xử lý giám sát
THANHTRA,stg_thanhtra_gs_cong_bo_xu_phat,ods_thanhtra_gs_cong_bo_xu_phat,,,Incremental - Append,,Công bố quyết định xử phạt (Giám sát)
THANHTRA,stg_thanhtra_dt_don_thu,ods_thanhtra_dt_don_thu,,,Incremental - Append,,"Đơn thư KNTC, phản ánh kiến nghị"
THANHTRA,stg_thanhtra_dt_ho_so,ods_thanhtra_dt_ho_so,,,Incremental - Append,,Hồ sơ giải quyết đơn thư
THANHTRA,stg_thanhtra_dt_ho_so_van_ban,ods_thanhtra_dt_ho_so_van_ban,,,Incremental - Append,,Văn bản đính kèm hồ sơ đơn thư
THANHTRA,stg_thanhtra_dt_ket_luan,ods_thanhtra_dt_ket_luan,,,Incremental - Append,,Kết luận giải quyết đơn thư
THANHTRA,stg_thanhtra_dt_van_ban_xu_ly,ods_thanhtra_dt_van_ban_xu_ly,,,Incremental - Append,,Văn bản xử lý / quyết định xử phạt đơn thư
THANHTRA,stg_thanhtra_dt_cong_bo_xu_phat,ods_thanhtra_dt_cong_bo_xu_phat,,,Incremental - Append,,Công bố quyết định xử phạt (Đơn thư)
THANHTRA,stg_thanhtra_pctn_bao_cao,ods_thanhtra_pctn_bao_cao,,,Incremental - Append,,Báo cáo phòng chống tham nhũng
THANHTRA,stg_thanhtra_pcrt_ho_so,ods_thanhtra_pcrt_ho_so,,,Incremental - Append,,Hồ sơ phòng chống rửa tiền
THANHTRA,stg_thanhtra_pcrt_ho_so_van_ban,ods_thanhtra_pcrt_ho_so_van_ban,,,Incremental - Append,,Văn bản đính kèm hồ sơ rửa tiền
THANHTRA,stg_thanhtra_pcrt_van_ban_xu_ly,ods_thanhtra_pcrt_van_ban_xu_ly,,,Incremental - Append,,Văn bản xử lý vi phạm rửa tiền
THANHTRA,stg_thanhtra_pcrt_bao_cao,ods_thanhtra_pcrt_bao_cao,,,Incremental - Append,,Báo cáo phòng chống rửa tiền
THANHTRA,stg_thanhtra_dm_can_bo,ods_thanhtra_dm_can_bo,,,Incremental - Append,,Danh mục cán bộ thanh tra
THANHTRA,stg_thanhtra_dm_cong_ty_qlq,ods_thanhtra_dm_cong_ty_qlq,,,Incremental - Append,,Danh mục công ty quản lý quỹ và quỹ đầu tư chứng khoán
THANHTRA,stg_thanhtra_dm_cong_ty_ck,ods_thanhtra_dm_cong_ty_ck,,,Incremental - Append,,Danh mục công ty chứng khoán
THANHTRA,stg_thanhtra_dm_cong_ty_dc,ods_thanhtra_dm_cong_ty_dc,,,Incremental - Append,,Danh mục công ty đại chúng
THANHTRA,stg_thanhtra_dm_doi_tuong_khac,ods_thanhtra_dm_doi_tuong_khac,,,Incremental - Append,,Danh mục đối tượng thanh tra khác
THANHTRA,stg_thanhtra_dm_bieu_mau,ods_thanhtra_dm_bieu_mau,,,Incremental - Append,,Danh mục biểu mẫu
THANHTRA,stg_thanhtra_dm_chuc_vu,ods_thanhtra_dm_chuc_vu,,,Incremental - Append,,Danh mục chức vụ
THANHTRA,stg_thanhtra_dm_don_vi,ods_thanhtra_dm_don_vi,,,Incremental - Append,,Danh mục đơn vị
THANHTRA,stg_thanhtra_dm_ho_so,ods_thanhtra_dm_ho_so,,,Incremental - Append,,Danh mục hồ sơ
THANHTRA,stg_thanhtra_dm_trang_thai_ho_so,ods_thanhtra_dm_trang_thai_ho_so,,,Incremental - Append,,Danh mục trạng thái hồ sơ
THANHTRA,stg_thanhtra_dm_linh_vuc,ods_thanhtra_dm_linh_vuc,,,Incremental - Append,,Danh mục lĩnh vực
THANHTRA,stg_thanhtra_dm_quoc_gia,ods_thanhtra_dm_quoc_gia,,,Incremental - Append,,Danh mục quốc gia
THANHTRA,stg_thanhtra_dm_tinh_thanh,ods_thanhtra_dm_tinh_thanh,,,Incremental - Append,,Danh mục tỉnh thành
THANHTRA,stg_thanhtra_dm_hanh_vi_vi_pham,ods_thanhtra_dm_hanh_vi_vi_pham,,,Incremental - Append,,Danh mục hành vi vi phạm
THANHTRA,stg_thanhtra_dm_hinh_thuc_phat,ods_thanhtra_dm_hinh_thuc_phat,,,Incremental - Append,,Danh mục hình thức phạt
THANHTRA,stg_thanhtra_dm_hinh_thuc_van_ban,ods_thanhtra_dm_hinh_thuc_van_ban,,,Incremental - Append,,Danh mục hình thức văn bản
THANHTRA,stg_thanhtra_dm_mang_nghiep_vu,ods_thanhtra_dm_mang_nghiep_vu,,,Incremental - Append,,Danh mục mảng nghiệp vụ
THANHTRA,stg_thanhtra_dm_muc_do_bao_mat,ods_thanhtra_dm_muc_do_bao_mat,,,Incremental - Append,,Danh mục mức độ bảo mật
THANHTRA,stg_thanhtra_dm_can_cu_thanh_tra,ods_thanhtra_dm_can_cu_thanh_tra,,,Incremental - Append,,Danh mục căn cứ thanh tra
THANHTRA,stg_thanhtra_dm_danh_muc_khac,ods_thanhtra_dm_danh_muc_khac,,,Incremental - Append,,Danh mục khác (dùng chung)
THANHTRA,stg_thanhtra_sys_nguoi_dung,ods_thanhtra_sys_nguoi_dung,,,Incremental - Append,,Người dùng hệ thống
THANHTRA,stg_thanhtra_sys_nhom_nguoi_dung,ods_thanhtra_sys_nhom_nguoi_dung,,,Incremental - Append,,Nhóm người dùng
THANHTRA,stg_thanhtra_sys_nguoi_dung_nhom,ods_thanhtra_sys_nguoi_dung_nhom,,,Incremental - Append,,Quan hệ người dùng – nhóm quyền
THANHTRA,stg_thanhtra_sys_nhat_ky,ods_thanhtra_sys_nhat_ky,,,Incremental - Append,,Nhật ký hoạt động hệ thống
THANHTRA,stg_thanhtra_sys_tham_so,ods_thanhtra_sys_tham_so,,,Incremental - Append,,Tham số cấu hình hệ thống
THANHTRA,stg_thanhtra_sys_sao_luu,ods_thanhtra_sys_sao_luu,,,Incremental - Append,,Lịch sao lưu tự động
THANHTRA,stg_thanhtra_sys_nhat_ky_sao_luu,ods_thanhtra_sys_nhat_ky_sao_luu,,,Incremental - Append,,Nhật ký sao lưu dữ liệu
THANHTRA,stg_thanhtra_sys_van_ban_phap_quy,ods_thanhtra_sys_van_ban_phap_quy,,,Incremental - Append,,Văn bản pháp quy hệ thống
