source_system,table_name,staging_table,column_name,data_type,description,pk/fk
IDS,data_access_rules,stg_ids_data_access_rules,UPDATED_BY,,Người cập nhật,
IDS,af_profiles,stg_ids_af_profiles,ID,,Khóa chính,PK
IDS,af_profiles,stg_ids_af_profiles,AUDIT_FIRM_CD,,Mã,
IDS,af_profiles,stg_ids_af_profiles,FULL_NAME_VI,,Tên đầy đủ (tiếng việt),
IDS,af_profiles,stg_ids_af_profiles,FULL_NAME_EN,,Tên đầy đủ (tiếng anh),
IDS,af_profiles,stg_ids_af_profiles,SHORT_NAME,,Tên viết tắt,
IDS,af_profiles,stg_ids_af_profiles,BUSINESS_REG_NO,,Giấy chứng nhận đkkd,
IDS,af_profiles,stg_ids_af_profiles,ELIGIBILITY_CERT_NO,,Giấy chứng nhận đủ điều kiện kd,
IDS,af_profiles,stg_ids_af_profiles,ADDRESS,,Địa chỉ,
IDS,af_profiles,stg_ids_af_profiles,PHONE_NO,,Điện thoại,
IDS,af_profiles,stg_ids_af_profiles,FAX_NO,,Số fax,
IDS,af_profiles,stg_ids_af_profiles,WEBSITE,,Website,
IDS,af_profiles,stg_ids_af_profiles,PAID_IN_CAPITAL,,Vốn điều lệ thực góp,
IDS,af_profiles,stg_ids_af_profiles,APPROVAL_DECISION_NO,,Số quyết định chấp thuận,
IDS,af_profiles,stg_ids_af_profiles,APPROVAL_DATE,,Ngày chấp thuận,
IDS,af_profiles,stg_ids_af_profiles,FOREIGN_AUDIT_MEMBER_FLG,,"Thành viên của hãng kiểm toán nước ngoài (0-không là thành viên, 1-là thành viên)",
IDS,af_profiles,stg_ids_af_profiles,MEMBERSHIP_START_DATE,,Ngày trở thành thành viên,
IDS,af_profiles,stg_ids_af_profiles,CREATED_BY,,Người tạo,FK
IDS,af_profiles,stg_ids_af_profiles,CREATED_DATE,,Ngày tạo,
IDS,af_profiles,stg_ids_af_profiles,LAST_UPDATED_BY,,Người sửa,FK
IDS,af_profiles,stg_ids_af_profiles,LAST_UPDATED_DATE,,Ngày sửa,
IDS,af_legal_representative,stg_ids_af_legal_representative,ID,,Khóa chính,PK
IDS,af_legal_representative,stg_ids_af_legal_representative,AF_PROFILE_ID,,Link đến bảng af_profiles,FK
IDS,af_legal_representative,stg_ids_af_legal_representative,FULL_NAME,,Tên đầy đủ,
IDS,af_legal_representative,stg_ids_af_legal_representative,IDENTITY_NO,,Số cmnd/hộ chiếu,
IDS,af_legal_representative,stg_ids_af_legal_representative,PHONE_NO,,Số điện thoại liên hệ,
IDS,af_legal_representative,stg_ids_af_legal_representative,POSITION_TITLE_CD,,"Chức vụ: lookup_values Lookup_group = ""af_position_title""",
IDS,af_legal_representative,stg_ids_af_legal_representative,APPOINTMENT_START_DATE,,Bổ nhiệm (từ ngày),
IDS,af_legal_representative,stg_ids_af_legal_representative,APPOINTMENT_END_DATE,,Bổ nhiệm (đến ngày),
IDS,af_legal_representative,stg_ids_af_legal_representative,CREATED_BY,,Người tạo,FK
IDS,af_legal_representative,stg_ids_af_legal_representative,CREATED_DATE,,Ngày tạo,
IDS,af_legal_representative,stg_ids_af_legal_representative,LAST_UPDATED_BY,,Người sửa,FK
IDS,af_legal_representative,stg_ids_af_legal_representative,LAST_UPDATED_DATE,,Ngày sửa,
IDS,af_approval,stg_ids_af_approval,ID,,Khóa chính,PK
IDS,af_approval,stg_ids_af_approval,AF_PROFILE_ID,,Link đến bảng af_profiles,FK
IDS,af_approval,stg_ids_af_approval,MOF_APPROVAL_DOC_NO,,Số văn bản quyết định chấp thuận của btc,
IDS,af_approval,stg_ids_af_approval,MOF_APPROVAL_ISSUE_DATE,,Ngày văn bản quyết định chấp thuận của btc,
IDS,af_approval,stg_ids_af_approval,MOF_APPROVAL_START_DATE,,Ngày bắt đầu quyết định chấp thuận của btc,
IDS,af_approval,stg_ids_af_approval,MOF_APPROVAL_END_DATE,,Ngày kết thúc quyết định chấp thuận của btc,
IDS,af_approval,stg_ids_af_approval,MOF_APPROVAL_CONTENT,,Nội dung quyết định chấp thuận của btc,
IDS,af_approval,stg_ids_af_approval,SSC_APPROVAL_DOC_NO,,Số văn bản quyết định chấp thuận của ub,
IDS,af_approval,stg_ids_af_approval,SSC_APPROVAL_ISSUE_DATE,,Ngày văn bản quyết định chấp thuận của ub,
IDS,af_approval,stg_ids_af_approval,SSC_APPROVAL_START_DATE,,Ngày bắt đầu quyết định chấp thuận của ub,
IDS,af_approval,stg_ids_af_approval,SSC_APPROVAL_END_DATE,,Ngày kết thúc quyết định chấp thuận của ub,
IDS,af_approval,stg_ids_af_approval,SSC_APPROVAL_CONTENT,,Nội dung quyết định chấp thuận của ub,
IDS,af_approval,stg_ids_af_approval,MOF_SUSPENSION_DOC_NO,,Số văn bản quyết định đình chỉ của btc,
IDS,af_approval,stg_ids_af_approval,MOF_SUSPENSION_ISSUE_DATE,,Ngày văn bản quyết định đình chỉ của btc,
IDS,af_approval,stg_ids_af_approval,MOF_SUSPENSION_START_DATE,,Btc đình chỉ (từ ngày),
IDS,af_approval,stg_ids_af_approval,MOF_SUSPENSION_END_DATE,,Btc đình chỉ (đến ngày),
IDS,af_approval,stg_ids_af_approval,MOF_SUSPENSION_CONTENT,,Nội dung quyết định đình chỉ của btc,
IDS,af_approval,stg_ids_af_approval,SSC_SUSPENSION_DOC_NO,,Số văn bản quyết định đình chỉ của ub,
IDS,af_approval,stg_ids_af_approval,SSC_SUSPENSION_ISSUE_DATE,,Ngày văn bản quyết định đình chỉ của ub,
IDS,af_approval,stg_ids_af_approval,SSC_SUSPENSION_START_DATE,,Ub đình chỉ (từ ngày),
IDS,af_approval,stg_ids_af_approval,SSC_SUSPENSION_END_DATE,,Ub đình chỉ (đến ngày),
IDS,af_approval,stg_ids_af_approval,SSC_SUSPENSION_CONTENT,,Nội dung quyết định đình chỉ của ub,
IDS,af_approval,stg_ids_af_approval,CREATED_BY,,Người tạo,FK
IDS,af_approval,stg_ids_af_approval,CREATED_DATE,,Ngày tạo,
IDS,af_approval,stg_ids_af_approval,LAST_UPDATED_BY,,Người sửa,FK
IDS,af_approval,stg_ids_af_approval,LAST_UPDATED_DATE,,Ngày sửa,
IDS,af_auditor_approval,stg_ids_af_auditor_approval,ID,,Khóa chính,PK
IDS,af_auditor_approval,stg_ids_af_auditor_approval,AF_PROFILE_ID,,Link đến bảng af_profiles,FK
IDS,af_auditor_approval,stg_ids_af_auditor_approval,FULL_NAME,,Họ và tên,
IDS,af_auditor_approval,stg_ids_af_auditor_approval,AUDIT_PRACTICE_CERT_NO,,Số gcn đăng ký hành nghề kiểm toán,
IDS,af_auditor_approval,stg_ids_af_auditor_approval,POSITION_TITLE_CD,,"Chức vụ: lookup_values Lookup_group = ""af_position_title""",
IDS,af_auditor_approval,stg_ids_af_auditor_approval,MOF_APPROVAL_DOC_NO,,Số văn bản quyết định chấp thuận của btc,
IDS,af_auditor_approval,stg_ids_af_auditor_approval,MOF_APPROVAL_ISSUE_DATE,,Ngày văn bản quyết định chấp thuận của btc,
IDS,af_auditor_approval,stg_ids_af_auditor_approval,MOF_APPROVAL_START_DATE,,Btc chấp thuận (từ ngày),
IDS,af_auditor_approval,stg_ids_af_auditor_approval,MOF_APPROVAL_END_DATE,,Btc chấp thuận (đến ngày),
IDS,af_auditor_approval,stg_ids_af_auditor_approval,MOF_APPROVAL_CONTENT,,Nội dung quyết định chấp thuận của btc,
IDS,af_auditor_approval,stg_ids_af_auditor_approval,SSC_APPROVAL_DOC_NO,,Số văn bản quyết định chấp thuận của ub,
IDS,af_auditor_approval,stg_ids_af_auditor_approval,SSC_APPROVAL_ISSUE_DATE,,Ngày văn bản quyết định chấp thuận của ub,
IDS,af_auditor_approval,stg_ids_af_auditor_approval,SSC_APPROVAL_START_DATE,,Ssc chấp thuận (từ ngày),
IDS,af_auditor_approval,stg_ids_af_auditor_approval,SSC_APPROVAL_END_DATE,,Ssc chấp thuận (đến ngày),
IDS,af_auditor_approval,stg_ids_af_auditor_approval,SSC_APPROVAL_CONTENT,,Nội dung quyết định chấp thuận của ub,
IDS,af_auditor_approval,stg_ids_af_auditor_approval,MOF_SUSPENSION_DOC_NO,,Số văn bản quyết định đình chỉ của btc,
IDS,af_auditor_approval,stg_ids_af_auditor_approval,MOF_SUSPENSION_ISSUE_DATE,,Ngày văn bản quyết định đình chỉ của btc,
IDS,af_auditor_approval,stg_ids_af_auditor_approval,MOF_SUSPENSION_START_DATE,,Btc đình chỉ (từ ngày),
IDS,af_auditor_approval,stg_ids_af_auditor_approval,MOF_SUSPENSION_END_DATE,,Btc đình chỉ (đến ngày),
IDS,af_auditor_approval,stg_ids_af_auditor_approval,MOF_SUSPENSION_CONTENT,,Nội dung quyết định đình chỉ của btc,
IDS,af_auditor_approval,stg_ids_af_auditor_approval,SSC_SUSPENSION_DOC_NO,,Số văn bản quyết định đình chỉ của ub,
IDS,af_auditor_approval,stg_ids_af_auditor_approval,SSC_SUSPENSION_ISSUE_DATE,,Ngày văn bản quyết định đình chỉ của ub,
IDS,af_auditor_approval,stg_ids_af_auditor_approval,SSC_SUSPENSION_START_DATE,,Ub đình chỉ (từ ngày),
IDS,af_auditor_approval,stg_ids_af_auditor_approval,SSC_SUSPENSION_END_DATE,,Ub đình chỉ (đến ngày),
IDS,af_auditor_approval,stg_ids_af_auditor_approval,SSC_SUSPENSION_CONTENT,,Nội dung quyết định đình chỉ của ub,
IDS,af_auditor_approval,stg_ids_af_auditor_approval,ACCEPT_YEAR,,"Năm chấp thuận (năm hiện tại, dùng cho mục đích báo cáo)",
IDS,af_auditor_approval,stg_ids_af_auditor_approval,AFFILIATION_END_DATE,,Ngày mà kiểm toán viên ko còn thuộc công ty kiểm toán nữa,
IDS,af_auditor_approval,stg_ids_af_auditor_approval,REC_CHANGED_FLG,,"Đánh dấu bản ghi có bị thay đổi hay không (0-không, 1-có)",
IDS,af_auditor_approval,stg_ids_af_auditor_approval,CREATED_BY,,Người tạo,FK
IDS,af_auditor_approval,stg_ids_af_auditor_approval,CREATED_DATE,,Ngày tạo,
IDS,af_auditor_approval,stg_ids_af_auditor_approval,LAST_UPDATED_BY,,Người sửa,FK
IDS,af_auditor_approval,stg_ids_af_auditor_approval,LAST_UPDATED_DATE,,Ngày sửa,
IDS,af_warning,stg_ids_af_warning,ID,,Khóa chính,PK
IDS,af_warning,stg_ids_af_warning,AF_APPROVAL_ID,,Link đến bảng af_approval,FK
IDS,af_warning,stg_ids_af_warning,AF_AUDITOR_APPROVAL_ID,,Link đến bảng af_auditor_approval,FK
IDS,af_warning,stg_ids_af_warning,WARNING_TARGET_TYPE_CD,,"Nhắc nhở công ty kiểm toán hay kiểm toán viên: lookup_values Lookup_group = ""warning_target_type""  Nếu là công ty kiểm toán thì: Af_auditor_approval_id = null  Nếu là kiểm toán viên: Af_approval_id = null",
IDS,af_warning,stg_ids_af_warning,WARNING_SOURCE_TYPE_CD,,"Nhắc nhở từ btc hay ub: lookup_values Lookup_group = ""warning_source_type""",
IDS,af_warning,stg_ids_af_warning,WARNING_DOC_NO,,Số văn bản quyết định nhắc nhở,
IDS,af_warning,stg_ids_af_warning,WARNING_ISSUE_DATE,,Ngày văn bản quyết định nhắc nhở,
IDS,af_warning,stg_ids_af_warning,WARNING_START_DATE,,Ngày bắt đầu quyết định nhắc nhở,
IDS,af_warning,stg_ids_af_warning,WARNING_END_DATE,,Ngày kết thúc quyết định nhắc nhở,
IDS,af_warning,stg_ids_af_warning,WARNING_CONTENT,,Nội dung quyết định nhắc nhở,
IDS,af_warning,stg_ids_af_warning,CREATED_BY,,Người tạo,FK
IDS,af_warning,stg_ids_af_warning,CREATED_DATE,,Ngày tạo,
IDS,af_warning,stg_ids_af_warning,LAST_UPDATED_BY,,Người sửa,FK
IDS,af_warning,stg_ids_af_warning,LAST_UPDATED_DATE,,Ngày sửa,
IDS,af_sanctions,stg_ids_af_sanctions,ID,,Khóa chính,PK
IDS,af_sanctions,stg_ids_af_sanctions,AF_APPROVAL_ID,,Link đến bảng af_approval,FK
IDS,af_sanctions,stg_ids_af_sanctions,AF_AUDITOR_APPROVAL_ID,,Link đến bảng af_auditor_approval,FK
IDS,af_sanctions,stg_ids_af_sanctions,SANCTION_TARGET_TYPE_CD,,"Đối tượng xử phạt (công ty kiểm toán hay kiểm toán viên): lookup_values Lookup_group = ""sanction_target_type""  Nếu là công ty kiểm toán thì: Af_auditor_approval_id = null  Nếu là kiểm toán viên: Af_approval_id = null",
IDS,af_sanctions,stg_ids_af_sanctions,SANCTION_AUTHORITY_CD,,"Đơn vị xử phạt (btc hay ub): lookup_values Lookup_group = ""sanction_authority""",
IDS,af_sanctions,stg_ids_af_sanctions,DECISION_NO,,Số quyết định xử phạt,
IDS,af_sanctions,stg_ids_af_sanctions,DECISION_DATE,,Ngày quyết định xử phạt,
IDS,af_sanctions,stg_ids_af_sanctions,SANCTION_CONTENT,,Nội dung quyết định xử phạt,
IDS,af_sanctions,stg_ids_af_sanctions,ATTACHMENT_FILE_URL,,File đính kèm (đường link),
IDS,af_sanctions,stg_ids_af_sanctions,CREATED_BY,,Người tạo,FK
IDS,af_sanctions,stg_ids_af_sanctions,CREATED_DATE,,Ngày tạo,
IDS,af_sanctions,stg_ids_af_sanctions,LAST_UPDATED_BY,,Người sửa,FK
IDS,af_sanctions,stg_ids_af_sanctions,LAST_UPDATED_DATE,,Ngày sửa,
IDS,users,stg_ids_users,(N/A),,"Thiết kế chi tiết trường không có trong tài liệu nguồn (mô tả gốc: ""Lưu thông tin Tài khoản sử dụng hệ thống: tham khảo mục 2.3.2"")",
MDDS,MarketInfor,stg_mdds_marketinfor,ID,,Định danh duy nhất bản tin (GUID),PK
MDDS,MarketInfor,stg_mdds_marketinfor,SEQUENCEMSG,,Số thứ tự tăng dần trong ngày — đảm bảo thứ tự xử lý bản tin,
MDDS,MarketInfor,stg_mdds_marketinfor,MARKETID,,"ID sàn/chỉ số: 10=HOSE, 02=HNX, 04=UPCOM, 06=Corp Bond, VN30, HNX30...",BK
MDDS,MarketInfor,stg_mdds_marketinfor,MARKETCODE,,Mã chỉ số tương ứng với marketId,
MDDS,MarketInfor,stg_mdds_marketinfor,TRADINGDATE,,Ngày giao dịch,
MDDS,MarketInfor,stg_mdds_marketinfor,MARKETINDEX,,Điểm chỉ số thị trường hiện tại,
MDDS,MarketInfor,stg_mdds_marketinfor,INDEXTIME,,Thời gian cập nhật chỉ số,
MDDS,MarketInfor,stg_mdds_marketinfor,INDEXCOLOR,,Màu hiển thị chỉ số (tăng/giảm/đứng),
MDDS,MarketInfor,stg_mdds_marketinfor,INDEXCHANGE,,Thay đổi điểm chỉ số so với đầu ngày (tham chiếu),
MDDS,MarketInfor,stg_mdds_marketinfor,INDEXPERCENTCHANGE,,Phần trăm thay đổi điểm chỉ số so với đầu ngày,
MDDS,MarketInfor,stg_mdds_marketinfor,TOTALTRADE,,Tổng số lệnh khớp (FloorCode=02: cổ phiếu; FloorCode=03: trái phiếu),
MDDS,MarketInfor,stg_mdds_marketinfor,TOTALVOLUME,,Tổng khối lượng khớp lệnh thường toàn thị trường,
MDDS,MarketInfor,stg_mdds_marketinfor,TOTALVALUE,,Tổng giá trị khớp lệnh thường toàn thị trường,
MDDS,MarketInfor,stg_mdds_marketinfor,MARKETSTATUS,,"Trạng thái phiên giao dịch (ATO, Continuous, ATC, Closed...)",
MDDS,MarketInfor,stg_mdds_marketinfor,ADVANCES,,Số mã tăng giá,
MDDS,MarketInfor,stg_mdds_marketinfor,DECLINES,,Số mã giảm giá,
MDDS,MarketInfor,stg_mdds_marketinfor,NOCHANGE,,Số mã không đổi giá,
MDDS,MarketInfor,stg_mdds_marketinfor,ADVANCESVOLUMN,,Tổng khối lượng chứng khoán tăng giá (bao gồm giao dịch thỏa thuận),
MDDS,MarketInfor,stg_mdds_marketinfor,DECLINESVOLUMN,,Tổng khối lượng chứng khoán giảm giá (bao gồm giao dịch thỏa thuận),
MDDS,MarketInfor,stg_mdds_marketinfor,NOCHANGEVOLUMN,,Tổng khối lượng chứng khoán đứng giá (bao gồm giao dịch thỏa thuận),
MDDS,MarketInfor,stg_mdds_marketinfor,NUMBEROFCE,,Số mã tăng trần,
MDDS,MarketInfor,stg_mdds_marketinfor,NUMBEROFFL,,Số mã giảm sàn,
MDDS,MarketInfor,stg_mdds_marketinfor,PRV_PRIOR_MARKET_INDEX,,Chỉ số tham chiếu — giá trị đóng cửa phiên giao dịch gần nhất,
MDDS,MarketInfor,stg_mdds_marketinfor,AVR_MARKET_INDEX,,Chỉ số trung bình của thị trường trong phiên,
MDDS,MarketInfor,stg_mdds_marketinfor,AVR_PRIOR_MARKET_INDEX,,Chỉ số trung bình đóng cửa phiên giao dịch gần nhất,
MDDS,MarketInfor,stg_mdds_marketinfor,AVR_CHG_INDEX,,Thay đổi của chỉ số trung bình,
MDDS,MarketInfor,stg_mdds_marketinfor,AVR_PCT_INDEX,,Phần trăm thay đổi của chỉ số trung bình,
MDDS,MarketInfor,stg_mdds_marketinfor,PT_TOTAL_QTTY,,Tổng số lệnh giao dịch thỏa thuận,
MDDS,MarketInfor,stg_mdds_marketinfor,PT_TOTAL_VALUE,,Tổng giá trị giao dịch thỏa thuận,
MDDS,MarketInfor,stg_mdds_marketinfor,PT_TOTAL_TRADE,,Tổng khối lượng giao dịch thỏa thuận,
MDDS,MarketInfor,stg_mdds_marketinfor,ODDLOTTOTALVALUE,,Tổng khối lượng giao dịch lô lẻ,
MDDS,MarketInfor,stg_mdds_marketinfor,ODDLOTTOTALVOLUME,,Tổng giá trị giao dịch lô lẻ,
MDDS,StockInfor,stg_mdds_stockinfor,ID,,Định danh duy nhất bản tin (GUID),PK
MDDS,StockInfor,stg_mdds_stockinfor,SYMBOL,,"Mã chứng khoán (VCB, HPG, VNM...)",BK
MDDS,StockInfor,stg_mdds_stockinfor,STOCKID,,ID nội bộ duy nhất của chứng khoán trong hệ thống MDDS,
MDDS,StockInfor,stg_mdds_stockinfor,FULLNAME,,Tên đầy đủ của chứng khoán,
MDDS,StockInfor,stg_mdds_stockinfor,TRADINGDATE,,Ngày giao dịch (dd/mm/yyyy),
MDDS,StockInfor,stg_mdds_stockinfor,FLOORCODE,,"Mã sàn giao dịch: 02=HNX, 04=UPCOM, 10=HOSE, 03=FDS (phái sinh), 06=Corp Bond",
MDDS,StockInfor,stg_mdds_stockinfor,STOCKTYPE,,"Loại chứng khoán. HNX: BO/ST/MF/FU/OP/EF. HOSE: B=Trái phiếu, S=Cổ phiếu, U/E=CCQ, D=TP chuyển đổi, W=Chứng quyền. Dùng kết hợp FloorCode để xác định tab bảng giá.",
MDDS,StockInfor,stg_mdds_stockinfor,CEILING,,Giá trần trong ngày,
MDDS,StockInfor,stg_mdds_stockinfor,FLOOR,,Giá sàn trong ngày,
MDDS,StockInfor,stg_mdds_stockinfor,REFERENCE,,Giá tham chiếu trong ngày,
MDDS,StockInfor,stg_mdds_stockinfor,BIDPRICE3,,Giá mua bước 3 (xa nhất),
MDDS,StockInfor,stg_mdds_stockinfor,BIDVOL3,,Khối lượng mua tại bước giá 3,
MDDS,StockInfor,stg_mdds_stockinfor,BIDPRICE2,,Giá mua bước 2,
MDDS,StockInfor,stg_mdds_stockinfor,BIDVOL2,,Khối lượng mua tại bước giá 2,
MDDS,StockInfor,stg_mdds_stockinfor,BIDPRICE1,,Giá mua bước 1 (tốt nhất),
MDDS,StockInfor,stg_mdds_stockinfor,BIDVOL1,,Khối lượng mua tại bước giá 1,
MDDS,StockInfor,stg_mdds_stockinfor,CLOSEPRICE,,Giá khớp lệnh gần nhất (giá thị trường hiện tại),
MDDS,StockInfor,stg_mdds_stockinfor,CLOSEVOL,,Khối lượng khớp tại lần khớp gần nhất,
MDDS,StockInfor,stg_mdds_stockinfor,CHANGE,,Thay đổi của giá khớp gần nhất so với giá tham chiếu (+/-),
MDDS,StockInfor,stg_mdds_stockinfor,OFFERPRICE1,,Giá bán bước 1 (tốt nhất),
MDDS,StockInfor,stg_mdds_stockinfor,OFFERVOL1,,Khối lượng bán tại bước giá 1,
MDDS,StockInfor,stg_mdds_stockinfor,OFFERPRICE2,,Giá bán bước 2,
MDDS,StockInfor,stg_mdds_stockinfor,OFFERVOL2,,Khối lượng bán tại bước giá 2,
MDDS,StockInfor,stg_mdds_stockinfor,OFFERPRICE3,,Giá bán bước 3 (xa nhất),
MDDS,StockInfor,stg_mdds_stockinfor,OFFERVOL3,,Khối lượng bán tại bước giá 3,
MDDS,StockInfor,stg_mdds_stockinfor,TOTALTRADING,,Tổng khối lượng khớp lệnh tích lũy từ đầu ngày,
MDDS,StockInfor,stg_mdds_stockinfor,TOTALTRADINGVALUE,,Tổng giá trị khớp lệnh tích lũy từ đầu ngày,
MDDS,StockInfor,stg_mdds_stockinfor,AVERAGEPRICE,,Giá trung bình (VWAP) trong ngày,
MDDS,StockInfor,stg_mdds_stockinfor,OPEN,,Giá mở cửa (giá khớp ATO),
MDDS,StockInfor,stg_mdds_stockinfor,HIGH,,Giá cao nhất trong ngày,
MDDS,StockInfor,stg_mdds_stockinfor,LOW,,Giá thấp nhất trong ngày,
MDDS,StockInfor,stg_mdds_stockinfor,FOREIGNBUY,,Tổng khối lượng mua của nhà đầu tư nước ngoài,
MDDS,StockInfor,stg_mdds_stockinfor,FOREIGNSELL,,Tổng khối lượng bán của nhà đầu tư nước ngoài,
MDDS,StockInfor,stg_mdds_stockinfor,FOREIGNREMAIN,,Số lượng còn lại nhà đầu tư nước ngoài được phép mua (cập nhật sau mỗi giao dịch NĐTNN),
MDDS,StockInfor,stg_mdds_stockinfor,FOREIGNROOM,,Tổng room nhà đầu tư nước ngoài được phép mua,
MDDS,StockInfor,stg_mdds_stockinfor,TOTAL_OFFER_QTTY,,Tổng khối lượng chào bán cộng dồn,
MDDS,StockInfor,stg_mdds_stockinfor,TOTAL_BID_QTTY,,Tổng khối lượng chào mua cộng dồn,
MDDS,StockInfor,stg_mdds_stockinfor,PRIOR_PRICE,,Giá khớp gần nhất (trước lần cập nhật hiện tại),
MDDS,StockInfor,stg_mdds_stockinfor,PT_MATCH_QTTY,,Tổng giá trị giao dịch thông thường (không tính thỏa thuận),
MDDS,StockInfor,stg_mdds_stockinfor,PT_MATCH_PRICE,,Giá thực hiện của lệnh thỏa thuận hiện thời,
MDDS,StockInfor,stg_mdds_stockinfor,PT_TOTAL_TRADED_QTTY,,Tổng khối lượng giao dịch thỏa thuận tích lũy,
MDDS,StockInfor,stg_mdds_stockinfor,PT_TOTAL_TRADED_VALUE,,Tổng giá trị giao dịch thỏa thuận tích lũy,
MDDS,StockInfor,stg_mdds_stockinfor,PRICEONE,,Giá tham chiếu phụ 1 (dùng nội bộ bảng giá),
MDDS,StockInfor,stg_mdds_stockinfor,PRICETWO,,Giá tham chiếu phụ 2 (dùng nội bộ bảng giá),
MDDS,StockInfor,stg_mdds_stockinfor,STATUS,,Trạng thái phức hợp dạng pipe-separated. HNX/UPCOM: LISTTING_STATUS|ADJUST_QTTY|REFERENCE_STATUS|ADJUST_RATE|DIVIDENT_RATE|STATUS. HOSE: DELIST_ALPH|SUSPENSION_ALPH|HALT_RESUME_FLAG_ALPH|SPLIT_ALPH|BENEFIT_ALPH|MEETING_ALPH|NOTICE_ALPH|ODD_LOT_HALT_RESUME_FLAG_ALPH. Cần parse theo sàn (FloorCode) để sử dụng.,
MDDS,StockInfor,stg_mdds_stockinfor,TRADINGSESSIONID,,"Mã phiên giao dịch (ATO, Continuous, ATC...)",
MDDS,StockInfor,stg_mdds_stockinfor,OPENINTEREST,,Khối lượng hợp đồng mở (Open Interest) — chỉ dùng cho phái sinh,
MDDS,StockInfor,stg_mdds_stockinfor,OPENINTERESTCHANGE,,Thay đổi khối lượng hợp đồng mở so với phiên trước,
MDDS,StockInfor,stg_mdds_stockinfor,FIRSTTRADINGDATE,,Ngày giao dịch đầu tiên — dùng cho phái sinh và chứng quyền,
MDDS,StockInfor,stg_mdds_stockinfor,LASTTRADINGDATE,,Ngày giao dịch cuối cùng — dùng cho phái sinh và chứng quyền,
MDDS,StockInfor,stg_mdds_stockinfor,UNDERLYINGSYMBOL,,Mã tài sản cơ sở (VN30...) — dùng cho phái sinh và chứng quyền,
MDDS,StockInfor,stg_mdds_stockinfor,ISSUERNAME,,Tên tổ chức phát hành chứng quyền,
MDDS,StockInfor,stg_mdds_stockinfor,COVEREDWARRANTTYPE,,Loại chứng quyền,
MDDS,StockInfor,stg_mdds_stockinfor,MATURITYDATE,,Ngày đáo hạn — dùng cho chứng quyền và phái sinh,
MDDS,StockInfor,stg_mdds_stockinfor,EXERCISEPRICE,,Giá thực hiện — dùng cho chứng quyền,
MDDS,StockInfor,stg_mdds_stockinfor,EXERCISERATIO,,Tỷ lệ chuyển đổi — dùng cho chứng quyền,
MDDS,StockInfor,stg_mdds_stockinfor,LISTEDSHARE,,Khối lượng chứng quyền niêm yết,
MDDS,StockInfor,stg_mdds_stockinfor,FUNDTYPE,,Loại chứng khoán theo nguyên văn sở trả về (chưa convert),
MDDS,StockInfor,stg_mdds_stockinfor,TOTALLISTINGQTTY,,Tổng khối lượng niêm yết — dùng cho HNX/UPCOM,
MDDS,TransLog,stg_mdds_translog,ID,,Định danh duy nhất bản tin (GUID),PK
MDDS,TransLog,stg_mdds_translog,SEQUENCEMSG,,Số thứ tự tăng dần trong ngày — đảm bảo thứ tự xử lý và phát hiện mất gói,
MDDS,TransLog,stg_mdds_translog,TRADINGDATE,,Ngày giao dịch,
MDDS,TransLog,stg_mdds_translog,SYMBOL,,Mã chứng khoán,BK
MDDS,TransLog,stg_mdds_translog,FORMATTEDTIME,,Giờ khớp lệnh (HH:mm:ss) theo giờ máy chủ sở giao dịch. Nhiều tick có thể cùng timestamp trong ATO/ATC (batch matching).,
MDDS,TransLog,stg_mdds_translog,LASTCOLOR,,"Chiều giao dịch chủ động: B=Mua chủ động, S=Bán chủ động, O=Khớp phiên ATO, C=Khớp phiên ATC. Lưu ý: B/S trong MDDS là chiều của bên đặt lệnh đối ứng — ngược với hiển thị bảng giá thông thường.",
MDDS,TransLog,stg_mdds_translog,FORMATTEDMATCHPRICE,,"Giá khớp lệnh (VND, số nguyên không có dấu phẩy)",
MDDS,TransLog,stg_mdds_translog,CHANGECOLOR,,Style hiển thị của giá thay đổi (tăng/giảm/đứng),
MDDS,TransLog,stg_mdds_translog,FORMATTEDCHANGEVALUE,,Thay đổi của giá khớp so với giá tham chiếu tại thời điểm khớp (+/-),
MDDS,TransLog,stg_mdds_translog,FORMATTEDVOL,,Khối lượng khớp của lần khớp này,
MDDS,TransLog,stg_mdds_translog,FORMATTEDACCVOL,,Tổng khối lượng khớp tích lũy từ đầu ngày đến thời điểm này (cho mã đó),
MDDS,TransLog,stg_mdds_translog,FORMATTEDACCVAL,,Tổng giá trị khớp tích lũy từ đầu ngày đến thời điểm này (VND). formattedAccVal / formattedAccVol = VWAP tại thời điểm.,
MDDS,TransLog,stg_mdds_translog,TOTALBUYVOL,,Tổng khối lượng mua chủ động (lastColor=B) tích lũy trong ngày cho mã đó,
MDDS,TransLog,stg_mdds_translog,TOTALSELLVOL,,Tổng khối lượng bán chủ động (lastColor=S) tích lũy trong ngày cho mã đó,
MDDS,IDXInfor,stg_mdds_idxinfor,ID,,Định danh duy nhất bản tin (GUID),PK
MDDS,IDXInfor,stg_mdds_idxinfor,INDEXCODE,,"Mã chỉ số (VNINDEX, HNXINDEX, VN30, HNX30, UPCOMINDEX...)",BK
MDDS,IDXInfor,stg_mdds_idxinfor,INDEXNAME,,Tên đầy đủ của chỉ số,
MDDS,IDXInfor,stg_mdds_idxinfor,INDEXVALUE,,Giá trị chỉ số hiện tại,
