"stt","datamart_entity","datamart_table","datamart_attribute","datamart_column","nullable","data_domain","data_type","key","description","etl_logic","etl_logic_type","source_entity","atomic_table","source_attribute","atomic_column"
"40","Fact Securities Offering","fct_scr_ofrg","Planned Private Placement Amount","pln_prvt_plcmt_amt","true","Currency Amount","decimal(23,2)","","Tổng giá trị chào bán riêng lẻ dự kiến: qty × price","pblc_co_scr_ofrg.pln_prvt_plcmt_ofrg_qty * pblc_co_scr_ofrg.pln_prvt_plcmt_ofrg_prc","computed","Public Company Securities Offering","pblc_co_scr_ofrg","Planned Private Placement Offering Quantity / Planned Private Placement Offering Price","pln_prvt_plcmt_ofrg_qty / pln_prvt_plcmt_ofrg_prc"
"40","Fact Securities Offering","fct_scr_ofrg","Planned Security Quantity","pln_scr_qty","true","Small Counter","int","","Tổng số CK dự kiến chào bán","pblc_co_scr_ofrg.pln_scr_qty","direct","Public Company Securities Offering","pblc_co_scr_ofrg","Planned Security Quantity","pln_scr_qty"
"40","Fact Securities Offering","fct_scr_ofrg","Securities Offering Code","scr_ofrg_code","true","Text","string","DD","Mã đợt chào bán (DD) — IDS.company_securities_issuance.id (PK nguồn)","pblc_co_scr_ofrg.pblc_co_scr_ofrg_code","direct","Public Company Securities Offering","pblc_co_scr_ofrg","Public Company Securities Offering Code","pblc_co_scr_ofrg_code"
"40","Fact Securities Offering","fct_scr_ofrg","Security Type Code","scr_tp_code","false","Classification Value","string","","Loại CK phát hành — IDS.company_securities_issuance.security_type_cd","pblc_co_scr_ofrg.scr_tp_code","direct","Public Company Securities Offering","pblc_co_scr_ofrg","Security Type Code","scr_tp_code"
"40","Fact Securities Offering","fct_scr_ofrg","Successful Security Quantity","scss_scr_qty","true","Small Counter","int","","Tổng số CK chào bán thành công","pblc_co_scr_ofrg.scss_scr_qty","direct","Public Company Securities Offering","pblc_co_scr_ofrg","Successful Security Quantity","scss_scr_qty"
"40","Fact Securities Offering","fct_scr_ofrg","SSC Official Document Date","ssc_offc_doc_dt","true","Date","date","","Ngày công văn UBCKNN — FK date chính trên Fact","pblc_co_scr_ofrg.ssc_offc_doc_dt","direct","Public Company Securities Offering","pblc_co_scr_ofrg","SSC Official Document Date","ssc_offc_doc_dt"
"40","Fact Securities Offering","fct_scr_ofrg","SSC Official Document Date Dimension Id","ssc_offc_doc_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK lịch theo ngày công văn UBCKNN","LOOKUP cdr_dt_dim ON cdr_dt_dim.dt = pblc_co_scr_ofrg.ssc_offc_doc_dt","lookup_date","Public Company Securities Offering","pblc_co_scr_ofrg","SSC Official Document Date","ssc_offc_doc_dt"
"41","Fact Securities Offering Application","fct_scr_ofrg_ap","Application Code","ap_code","false","Text","string","DD","Degenerate Dimension — Business key hồ sơ (TTHC ContentItemId). Fact Event không có Surrogate PK","scr_ofrg_ap.scr_ofrg_ap_code","direct","Securities Offering Application","scr_ofrg_ap","Securities Offering Application Code","scr_ofrg_ap_code"
"41","Fact Securities Offering Application","fct_scr_ofrg_ap","Application Status Code","ap_st_code","false","Classification Value","string","","Trạng thái hồ sơ ETL-derived tại tầng Atomic — direct map, không tự tính tại Datamart. Scheme: TTHC_APPLICATION_STATUS (DA_CAP_PHEP / TU_CHOI / DANG_XU_LY / CHO_XU_LY)","scr_ofrg_ap.ap_st_code","direct","Securities Offering Application","scr_ofrg_ap","Application Status Code","ap_st_code"
"41","Fact Securities Offering Application","fct_scr_ofrg_ap","Application Year","ap_yr","false","Small Counter","int","","Năm nộp hồ sơ — Degenerate Dimension dạng int, extract từ Created Timestamp","EXTRACT(YEAR FROM scr_ofrg_ap.crt_tms)","computed","Securities Offering Application","scr_ofrg_ap","Created Timestamp","crt_tms"
"41","Fact Securities Offering Application","fct_scr_ofrg_ap","Offering Type Dimension Id","ofrg_tp_dim_id","false","Surrogate Dimension Key","string","FK → Offering Type Dimension","FK loại hình chào bán — ETL lookup qua NK cntnt_tp_code","LOOKUP ofrg_tp_dim ON ofrg_tp_dim.cntnt_tp_code = scr_ofrg_ap.cntnt_tp_code AND CAST(scr_ofrg_ap.crt_tms AS date) BETWEEN ofrg_tp_dim.eff_dt AND ofrg_tp_dim.expiry_dt","lookup_dim","Securities Offering Application","scr_ofrg_ap","Content Type Code","cntnt_tp_code"
"41","Fact Securities Offering Application","fct_scr_ofrg_ap","Submission Date Dimension Id","subm_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK lịch theo ngày nộp hồ sơ (ContentItemIndex.CreatedUtc)","LOOKUP cdr_dt_dim ON cdr_dt_dim.dt = CAST(scr_ofrg_ap.crt_tms AS date)","lookup_date","Securities Offering Application","scr_ofrg_ap","Created Timestamp","crt_tms"
"42","Fact Sector Risk Snapshot","fct_sctr_rsk_snpst","Sector Avg Pdrawdown","sctr_avg_pdrwdwn","true","Percentage","decimal(5,2)","","Price Drawdown trung bình ngành = avg((P_max_N_phien - cls_prc) / P_max_N_phien) per stock GROUP BY ngành","INNER JOIN pblc_co ON pblc_co.pblc_co_code = scr_tdg_snpst.symb AND scr_tdg_snpst.tdg_dt = snpst_dt → AVG((MAX(scr_tdg_snpst.cls_prc) OVER (PARTITION BY scr_tdg_snpst.symb ORDER BY scr_tdg_snpst.tdg_dt ROWS BETWEEN 29 PRECEDING AND CURRENT ROW) - scr_tdg_snpst.cls_prc) / NULLIF(MAX(scr_tdg_snpst.cls_prc) OVER (PARTITION BY scr_tdg_snpst.symb ORDER BY scr_tdg_snpst.tdg_dt ROWS BETWEEN 29 PRECEDING AND CURRENT ROW),0) * 100) GROUP BY pblc_co.idy_cgy_code","join_atomic","Security Trading Snapshot / Public Company","scr_tdg_snpst / pblc_co","Close Price / Industry Category Code","cls_prc / idy_cgy_code"
"42","Fact Sector Risk Snapshot","fct_sctr_rsk_snpst","Sector Avg Pselling","sctr_avg_pslng","true","Percentage","decimal(5,2)","","Pselling trung bình ngành = avg(SellVolume_i / TotalVolume_i per stock) GROUP BY ngành; SellVolume = acm_vol WHERE mtch_drc_code='S' N phiên","INNER JOIN pblc_co ON pblc_co.pblc_co_code = scr_tdg_snpst.symb AND scr_tdg_snpst.tdg_dt = snpst_dt INNER JOIN scr_mtch_log ON scr_mtch_log.scr_tdg_snpst_id = scr_tdg_snpst.scr_tdg_snpst_id → AVG(SUM(CASE WHEN scr_mtch_log.mtch_drc_code = 'S' THEN scr_mtch_log.acm_vol ELSE 0 END) OVER (PARTITION BY scr_mtch_log.scr_tdg_snpst_id ORDER BY scr_tdg_snpst.tdg_dt ROWS BETWEEN 29 PRECEDING AND CURRENT ROW) / NULLIF(SUM(scr_mtch_log.acm_vol) OVER (PARTITION BY scr_mtch_log.scr_tdg_snpst_id ORDER BY scr_tdg_snpst.tdg_dt ROWS BETWEEN 29 PRECEDING AND CURRENT ROW),0)) GROUP BY pblc_co.idy_cgy_code","join_atomic","Security Trading Snapshot / Public Company / Security Match Log","scr_tdg_snpst / pblc_co / scr_mtch_log","Accumulated Volume / Match Direction Code / Industry Category Code","acm_vol / mtch_drc_code / idy_cgy_code"
"42","Fact Sector Risk Snapshot","fct_sctr_rsk_snpst","Sector Avg Pvolatility","sctr_avg_pvol","true","Percentage","decimal(5,2)","","Pvolatility trung bình ngành = avg(chuẩn hóa σ log return per stock) GROUP BY ngành; σ = STDDEV(LN(cls_prc/LAG(cls_prc))) trên 30 phiên","INNER JOIN pblc_co ON pblc_co.pblc_co_code = scr_tdg_snpst.symb AND scr_tdg_snpst.tdg_dt = snpst_dt → AVG((STDDEV(LN(scr_tdg_snpst.cls_prc / NULLIF(LAG(scr_tdg_snpst.cls_prc) OVER (PARTITION BY scr_tdg_snpst.symb ORDER BY scr_tdg_snpst.tdg_dt),0))) OVER (PARTITION BY scr_tdg_snpst.symb ORDER BY scr_tdg_snpst.tdg_dt ROWS BETWEEN 29 PRECEDING AND CURRENT ROW) - MIN(STDDEV(...)) OVER (PARTITION BY scr_tdg_snpst.tdg_dt)) / NULLIF(MAX(STDDEV(...)) OVER (PARTITION BY scr_tdg_snpst.tdg_dt) - MIN(STDDEV(...)) OVER (PARTITION BY scr_tdg_snpst.tdg_dt),0) * 100) GROUP BY pblc_co.idy_cgy_code","join_atomic","Security Trading Snapshot / Public Company","scr_tdg_snpst / pblc_co","Close Price / Industry Category Code","cls_prc / idy_cgy_code"
"42","Fact Sector Risk Snapshot","fct_sctr_rsk_snpst","Sector Avg Stress Score","sctr_avg_strs_scr","true","Percentage","decimal(5,2)","","StressScore ngành bình quân đơn giản (W1×Pdrawdown + W2×Pvolatility + W3×Pselling) avg across stocks; W1/W2/W3 cấu hình từ KDL","INNER JOIN pblc_co ON pblc_co.pblc_co_code = scr_tdg_snpst.symb AND scr_tdg_snpst.tdg_dt = snpst_dt INNER JOIN scr_mtch_log ON scr_mtch_log.scr_tdg_snpst_id = scr_tdg_snpst.scr_tdg_snpst_id → AVG((0.4 * (MAX(scr_tdg_snpst.cls_prc) OVER w_stk - scr_tdg_snpst.cls_prc) / NULLIF(MAX(scr_tdg_snpst.cls_prc) OVER w_stk,0) * 100) + (0.3 * (STDDEV(LN(scr_tdg_snpst.cls_prc / NULLIF(LAG(scr_tdg_snpst.cls_prc) OVER (PARTITION BY scr_tdg_snpst.symb ORDER BY scr_tdg_snpst.tdg_dt),0))) OVER w_stk - sigma_min.val) / NULLIF(sigma_max.val - sigma_min.val,0) * 100) + (0.3 * SUM(CASE WHEN scr_mtch_log.mtch_drc_code='S' THEN scr_mtch_log.acm_vol ELSE 0 END) OVER w_log / NULLIF(SUM(scr_mtch_log.acm_vol) OVER w_log,0))) GROUP BY pblc_co.idy_cgy_code WINDOW w_stk AS (PARTITION BY scr_tdg_snpst.symb ORDER BY scr_tdg_snpst.tdg_dt ROWS BETWEEN 29 PRECEDING AND CURRENT ROW) w_log AS (PARTITION BY scr_mtch_log.scr_tdg_snpst_id ORDER BY scr_tdg_snpst.tdg_dt ROWS BETWEEN 29 PRECEDING AND CURRENT ROW)","join_atomic","Security Trading Snapshot / Public Company / Security Match Log","scr_tdg_snpst / pblc_co / scr_mtch_log","Close Price / Accumulated Volume / Match Direction Code / Industry Category Code","cls_prc / acm_vol / mtch_drc_code / idy_cgy_code"
"42","Fact Sector Risk Snapshot","fct_sctr_rsk_snpst","Sector Debt Score","sctr_dbt_scr","true","Percentage","decimal(5,2)","","D/E ratio ngành = SUM(Nợ phải trả row_code=300) / SUM(VCSH row_code=400) GROUP BY ngành từ BCTC năm gần nhất","INNER JOIN pblc_co ON pblc_co.pblc_co_code = scr_tdg_snpst.symb AND scr_tdg_snpst.tdg_dt = snpst_dt INNER JOIN pblc_co_rpt_subm ON pblc_co_rpt_subm.pblc_co_id = pblc_co.pblc_co_id INNER JOIN pblc_co_fnc_rpt_val AS fnc_dbt ON fnc_dbt.pblc_co_rpt_subm_id = pblc_co_rpt_subm.pblc_co_rpt_subm_id AND fnc_dbt.row_code = '300' AND fnc_dbt.clmn_code = '1' AND fnc_dbt.rpt_yr = YEAR(snpst_dt) INNER JOIN pblc_co_fnc_rpt_val AS fnc_eqty ON fnc_eqty.pblc_co_rpt_subm_id = pblc_co_rpt_subm.pblc_co_rpt_subm_id AND fnc_eqty.row_code = '400' AND fnc_eqty.clmn_code = '1' AND fnc_eqty.rpt_yr = YEAR(snpst_dt) → SUM(fnc_dbt.data_val) / NULLIF(SUM(fnc_eqty.data_val),0) GROUP BY pblc_co.idy_cgy_code","join_atomic","Public Company Financial Report Value","pblc_co_fnc_rpt_val","Data Value","data_val"
"42","Fact Sector Risk Snapshot","fct_sctr_rsk_snpst","Sector Dimension Id","sctr_dim_id","false","Surrogate Dimension Key","string","FK → Sector Dimension","FK chiều ngành CK","LOOKUP sctr_dim ON sctr_dim.sctr_code = pblc_co.idy_cgy_code AND scr_tdg_snpst.tdg_dt BETWEEN sctr_dim.eff_dt AND sctr_dim.expiry_dt","lookup_dim","Public Company","pblc_co","Industry Category Code","idy_cgy_code"
"42","Fact Sector Risk Snapshot","fct_sctr_rsk_snpst","Sector Rating","sctr_rtg","true","Text","string","","Xếp hạng ngành (EXCELLENT/WARNING/HIGH RISK) — PENDING","","pending","","","",""
"42","Fact Sector Risk Snapshot","fct_sctr_rsk_snpst","Sector Stress Delta","sctr_strs_dlt","true","Percentage","decimal(5,2)","","Biến động Stress Score kỳ này − kỳ trước — PENDING","","pending","","","",""
"42","Fact Sector Risk Snapshot","fct_sctr_rsk_snpst","Sector Stress Score Weighted","sctr_strs_scr_wgtd","true","Percentage","decimal(5,2)","","Stress Score ngành có trọng số vốn hóa — PENDING (KL CK lưu hành VSDC chưa có Atomic)","","pending","","","",""
"42","Fact Sector Risk Snapshot","fct_sctr_rsk_snpst","Sector Total Value","sctr_tot_val","true","Currency Amount","decimal(23,2)","","Tổng GTGD ngành tại ngày snapshot (tỷ VND)","INNER JOIN pblc_co ON pblc_co.pblc_co_code = scr_tdg_snpst.symb AND scr_tdg_snpst.tdg_dt = snpst_dt INNER JOIN scr_mtch_log ON scr_mtch_log.scr_tdg_snpst_id = scr_tdg_snpst.scr_tdg_snpst_id → SUM(scr_mtch_log.acm_val) GROUP BY pblc_co.idy_cgy_code","join_atomic","Security Trading Snapshot / Public Company / Security Match Log","scr_tdg_snpst / pblc_co / scr_mtch_log","Accumulated Value / Industry Category Code","acm_val / idy_cgy_code"
"42","Fact Sector Risk Snapshot","fct_sctr_rsk_snpst","Snapshot Date","snpst_dt","false","Date","date","DD","Ngày snapshot","scr_tdg_snpst.tdg_dt","direct","Security Trading Snapshot","scr_tdg_snpst","Trading Date","tdg_dt"
"42","Fact Sector Risk Snapshot","fct_sctr_rsk_snpst","Snapshot Date Dimension Id","snpst_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK ngày snapshot — Driving: scr_tdg_snpst","LOOKUP cdr_dt_dim ON cdr_dt_dim.dt = scr_tdg_snpst.tdg_dt","lookup_date","Security Trading Snapshot","scr_tdg_snpst","Trading Date","tdg_dt"
"43","Financial Report Catalog Dimension","fnc_rpt_ctlg_dim","Active Flag","actv_f","true","Boolean","boolean","","Cờ báo cáo đang hoạt động.","fnc_rpt_ctlg.actv_f","direct","Financial Report Catalog","fnc_rpt_ctlg","Active Flag","actv_f"
"43","Financial Report Catalog Dimension","fnc_rpt_ctlg_dim","Column Code","clmn_code","false","Text","string","NK","Mã cột BCTC — phần 3 của composite NK. ETL: INNER JOIN fnc_rpt_clmn_tpl ON fnc_rpt_clmn_tpl.fnc_rpt_ctlg_id = fnc_rpt_ctlg.fnc_rpt_ctlg_id.","INNER JOIN fnc_rpt_clmn_tpl ON fnc_rpt_clmn_tpl.fnc_rpt_ctlg_id = fnc_rpt_ctlg.fnc_rpt_ctlg_id → fnc_rpt_clmn_tpl.clmn_code","join_atomic","Financial Report Catalog","fnc_rpt_clmn_tpl","Column Code","clmn_code"
"43","Financial Report Catalog Dimension","fnc_rpt_ctlg_dim","Column Index","clmn_indx","true","Small Counter","int","","Thứ tự hiển thị cột trong báo cáo.","INNER JOIN fnc_rpt_clmn_tpl ON fnc_rpt_clmn_tpl.fnc_rpt_ctlg_id = fnc_rpt_ctlg.fnc_rpt_ctlg_id → fnc_rpt_clmn_tpl.clmn_indx","join_atomic","Financial Report Column Template","fnc_rpt_clmn_tpl","Column Index","clmn_indx"
"43","Financial Report Catalog Dimension","fnc_rpt_ctlg_dim","Column Name","clmn_nm","true","Text","string","","Tên cột chỉ tiêu BCTC.","INNER JOIN fnc_rpt_clmn_tpl ON fnc_rpt_clmn_tpl.fnc_rpt_ctlg_id = fnc_rpt_ctlg.fnc_rpt_ctlg_id → fnc_rpt_clmn_tpl.clmn_nm","join_atomic","Financial Report Column Template","fnc_rpt_clmn_tpl","Column Name","clmn_nm"
"43","Financial Report Catalog Dimension","fnc_rpt_ctlg_dim","Enterprise Type Code","entp_tp_code","true","Classification Value","string","","Loại hình DN áp dụng báo cáo — Classification Value (scheme: ENTERPRISE_TYPE).","fnc_rpt_ctlg.entp_tp_code","direct","Financial Report Catalog","fnc_rpt_ctlg","Enterprise Type Code","entp_tp_code"
"43","Financial Report Catalog Dimension","fnc_rpt_ctlg_dim","Financial Report Catalog Business Code","fnc_rpt_ctlg_bsn_code","false","Text","string","NK","Mã nghiệp vụ báo cáo — phần 1 của composite NK.","fnc_rpt_ctlg.fnc_rpt_ctlg_bsn_code","direct","Financial Report Catalog","fnc_rpt_ctlg","Financial Report Catalog Business Code","fnc_rpt_ctlg_bsn_code"
"43","Financial Report Catalog Dimension","fnc_rpt_ctlg_dim","Financial Report Catalog Dimension Id","fnc_rpt_ctlg_dim_id","false","Surrogate Key","string","PK","Surrogate key ETL generated. Composite NK: Financial_Report_Catalog_Business_Code + Row_Code + Column_Code. Driving: fnc_rpt_ctlg.","","","Generated","","",""
"43","Financial Report Catalog Dimension","fnc_rpt_ctlg_dim","Financial Report Catalog Name","fnc_rpt_ctlg_nm","true","Text","string","","Tên báo cáo tài chính.","fnc_rpt_ctlg.fnc_rpt_ctlg_nm","direct","Financial Report Catalog","fnc_rpt_ctlg","Financial Report Catalog Name","fnc_rpt_ctlg_nm"
"43","Financial Report Catalog Dimension","fnc_rpt_ctlg_dim","Row Code","row_code","false","Text","string","NK","Mã dòng BCTC — phần 2 của composite NK. ETL: INNER JOIN fnc_rpt_row_tpl ON fnc_rpt_row_tpl.fnc_rpt_ctlg_id = fnc_rpt_ctlg.fnc_rpt_ctlg_id.","INNER JOIN fnc_rpt_row_tpl ON fnc_rpt_row_tpl.fnc_rpt_ctlg_id = fnc_rpt_ctlg.fnc_rpt_ctlg_id → fnc_rpt_row_tpl.row_code","join_atomic","Financial Report Row Template","fnc_rpt_row_tpl","Row Code","row_code"
"43","Financial Report Catalog Dimension","fnc_rpt_ctlg_dim","Row Description Column Code","row_dsc_clmn_code","true","Text","string","","Mã hiển thị dòng chỉ tiêu (=row_desc trong BA SQL) — dùng làm filter chính cho Fact Financial Report Value.","INNER JOIN fnc_rpt_row_tpl ON fnc_rpt_row_tpl.fnc_rpt_ctlg_id = fnc_rpt_ctlg.fnc_rpt_ctlg_id → fnc_rpt_row_tpl.row_dsc_clmn_code","join_atomic","Financial Report Row Template","fnc_rpt_row_tpl","Row Description Column Code","row_dsc_clmn_code"
"43","Financial Report Catalog Dimension","fnc_rpt_ctlg_dim","Row Index","row_indx","true","Small Counter","int","","Thứ tự hiển thị dòng trong báo cáo.","INNER JOIN fnc_rpt_row_tpl ON fnc_rpt_row_tpl.fnc_rpt_ctlg_id = fnc_rpt_ctlg.fnc_rpt_ctlg_id → fnc_rpt_row_tpl.row_indx","join_atomic","Financial Report Row Template","fnc_rpt_row_tpl","Row Index","row_indx"
"43","Financial Report Catalog Dimension","fnc_rpt_ctlg_dim","Row Name","row_nm","true","Text","string","","Tên dòng chỉ tiêu BCTC.","INNER JOIN fnc_rpt_row_tpl ON fnc_rpt_row_tpl.fnc_rpt_ctlg_id = fnc_rpt_ctlg.fnc_rpt_ctlg_id → fnc_rpt_row_tpl.row_nm","join_atomic","Financial Report Row Template","fnc_rpt_row_tpl","Row Name","row_nm"
"43","Financial Report Catalog Dimension","fnc_rpt_ctlg_dim","Report Direction Type Code","rpt_drc_tp_code","true","Classification Value","string","","Chiều báo cáo (input/output) — Classification Value (scheme: REPORT_DIRECTION_TYPE).","fnc_rpt_ctlg.rpt_drc_tp_code","direct","Financial Report Catalog","fnc_rpt_ctlg","Report Direction Type Code","rpt_drc_tp_code"
"43","Financial Report Catalog Dimension","fnc_rpt_ctlg_dim","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn — forward-compatibility filter.","fnc_rpt_ctlg.src_stm_code WHERE fnc_rpt_ctlg.src_stm_code = 'IDS_report_catalog'","direct","Financial Report Catalog","fnc_rpt_ctlg","Source System Code","src_stm_code"
"44","Fund Management Company Contract List","fnd_mgt_co_ctr_lst","Account Number","ac_nbr","true","Text","string","","Số tài khoản UTDM ← FMS.INVESACC.Account","dscr_ivsm_ac.ac_nbr","direct","Discretionary Investment Account","dscr_ivsm_ac","Account Number","ac_nbr"
"44","Fund Management Company Contract List","fnd_mgt_co_ctr_lst","Contract Number","ctr_nbr","true","Text","string","","Số HĐ UTDM ← FMS.INVESACC.ContractNo","dscr_ivsm_ac.ctr_nbr","direct","Discretionary Investment Account","dscr_ivsm_ac","Contract Number","ctr_nbr"
"44","Fund Management Company Contract List","fnd_mgt_co_ctr_lst","Contract Start Date","ctr_strt_dt","true","Date","date","","Ngày bắt đầu HĐ UTDM ← FMS.INVESACC.DateReport (proxy)","dscr_ivsm_ac.rpt_dt","direct","Discretionary Investment Account","dscr_ivsm_ac","Report Date","rpt_dt"
"44","Fund Management Company Contract List","fnd_mgt_co_ctr_lst","Discretionary Investment Account Code","dscr_ivsm_ac_code","false","Text","string","BK","Mã tài khoản UTDM (Business Key) — FMS.INVESACC.Id","dscr_ivsm_ac.dscr_ivsm_ac_code","direct","Discretionary Investment Account","dscr_ivsm_ac","Discretionary Investment Account Code","dscr_ivsm_ac_code"
"44","Fund Management Company Contract List","fnd_mgt_co_ctr_lst","Discretionary Investment Account Id","dscr_ivsm_ac_id","false","Surrogate Key","string","PK","PK component 2 — Surrogate PK Atomic HĐ UTDM","dscr_ivsm_ac.dscr_ivsm_ac_id","direct","Discretionary Investment Account","dscr_ivsm_ac","Discretionary Investment Account Id","dscr_ivsm_ac_id"
"44","Fund Management Company Contract List","fnd_mgt_co_ctr_lst","Fund Management Company Id","fnd_mgt_co_id","true","Surrogate Key","string","","PK component 1 — FK về Fund Management Company Profile (drill anchor)","LEFT JOIN dscr_ivsm_ivsr ON dscr_ivsm_ivsr.dscr_ivsm_ivsr_id = dscr_ivsm_ac.dscr_ivsm_ivsr_id → dscr_ivsm_ivsr.fnd_mgt_co_id","join_atomic","Discretionary Investment Investor","dscr_ivsm_ivsr","Fund Management Company Id","fnd_mgt_co_id"
"44","Fund Management Company Contract List","fnd_mgt_co_ctr_lst","Investor Name","ivsr_nm","false","Text","string","","Tên nhà đầu tư ← FMS.INVES.Name","INNER JOIN dscr_ivsm_ivsr ON dscr_ivsm_ivsr.dscr_ivsm_ivsr_id = dscr_ivsm_ac.dscr_ivsm_ivsr_id → dscr_ivsm_ivsr.ivsr_nm","join_atomic","Discretionary Investment Investor","dscr_ivsm_ivsr","Investor Name","ivsr_nm"
"44","Fund Management Company Contract List","fnd_mgt_co_ctr_lst","Investor Object Type Code","ivsr_obj_tp_code","true","Classification Value","string","","Loại NĐT (cá nhân/tổ chức) — scheme: FMS_STOCKHOLDER_TYPE","INNER JOIN dscr_ivsm_ivsr ON dscr_ivsm_ivsr.dscr_ivsm_ivsr_id = dscr_ivsm_ac.dscr_ivsm_ivsr_id → dscr_ivsm_ivsr.stockholder_tp_code","join_atomic","Discretionary Investment Investor","dscr_ivsm_ivsr","Stockholder Type Code","stockholder_tp_code"
"44","Fund Management Company Contract List","fnd_mgt_co_ctr_lst","Report Period Code","rpt_prd_code","true","Text","string","","Mã kỳ BC tương ứng GTTT","INNER JOIN dscr_ivsm_ivsr ON dscr_ivsm_ivsr.dscr_ivsm_ivsr_id = dscr_ivsm_ac.dscr_ivsm_ivsr_id → LEFT JOIN rpt_impr_val ON rpt_impr_val.fnd_mgt_co_id = dscr_ivsm_ivsr.fnd_mgt_co_id → INNER JOIN mbr_prd_rpt ON mbr_prd_rpt.mbr_prd_rpt_id = rpt_impr_val.mbr_prd_rpt_id AND mbr_prd_rpt.rpt_subm_st_code IN ('SUBMITTED','LATE') → rpt_impr_val.rpt_prd_code ORDER BY mbr_prd_rpt.day_rpt DESC LIMIT 1","join_atomic","Member Periodic Report","mbr_prd_rpt","Day Report","day_rpt"
"44","Fund Management Company Contract List","fnd_mgt_co_ctr_lst","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn — filter nguồn chính thức FMS_INVESACC. Driving table: dscr_ivsm_ac.","dscr_ivsm_ac.src_stm_code WHERE dscr_ivsm_ac.src_stm_code = 'FMS_INVESACC'","direct","Discretionary Investment Account","dscr_ivsm_ac","Source System Code","src_stm_code"
"44","Fund Management Company Contract List","fnd_mgt_co_ctr_lst","Trust Market Value","trst_mkt_val","true","Currency Amount","decimal(23,2)","","Giá trị TT HĐ UTDM từ RPTVALUES — pending O_FMS_1","","pending","Report Import Value","rpt_impr_val","Value","val"
"45","Fund Management Company Dimension","fnd_mgt_co_dim","Company Code","co_code","false","Text","string","NK","Mã CTQLQ — join anchor ETL (= FMS.SECURITIES.Id)","fnd_mgt_co.fnd_mgt_co_code","direct","Fund Management Company","fnd_mgt_co","Fund Management Company Code","fnd_mgt_co_code"
"45","Fund Management Company Dimension","fnd_mgt_co_dim","Company Name","co_nm","false","Text","string","","Tên đầy đủ CTQLQ","fnd_mgt_co.fnd_mgt_co_nm","direct","Fund Management Company","fnd_mgt_co","Fund Management Company Name","fnd_mgt_co_nm"
"45","Fund Management Company Dimension","fnd_mgt_co_dim","Company Short Name","co_shrt_nm","true","Text","string","","Tên viết tắt CTQLQ","fnd_mgt_co.fnd_mgt_co_shrt_nm","direct","Fund Management Company","fnd_mgt_co","Fund Management Company Short Name","fnd_mgt_co_shrt_nm"
"45","Fund Management Company Dimension","fnd_mgt_co_dim","Fund Management Company Dimension Id","fnd_mgt_co_dim_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","",""
"45","Fund Management Company Dimension","fnd_mgt_co_dim","Life Cycle Status Code","lcs_code","true","Classification Value","string","","Trạng thái hoạt động CTQLQ — scheme: LIFE_CYCLE_STATUS","fnd_mgt_co.lcs_code","direct","Fund Management Company","fnd_mgt_co","Life Cycle Status Code","lcs_code"
"45","Fund Management Company Dimension","fnd_mgt_co_dim","Source System Code","src_stm_code","false","Classification Value","string","","Mã nguồn dữ liệu — scheme: SOURCE_SYSTEM. Filter: WHERE src_stm_code = 'FMS_SECURITIES'","fnd_mgt_co.src_stm_code WHERE fnd_mgt_co.src_stm_code = 'FMS_SECURITIES'","direct","Fund Management Company","fnd_mgt_co","Source System Code","src_stm_code"
"46","Fund Management Company Fund List","fnd_mgt_co_fnd_lst","Fund Code","fnd_code","false","Text","string","BK","Mã quỹ (Business Key) — FMS.FUNDS.Id","ivsm_fnd.ivsm_fnd_code","direct","Investment Fund","ivsm_fnd","Investment Fund Code","ivsm_fnd_code"
"46","Fund Management Company Fund List","fnd_mgt_co_fnd_lst","Fund Capital Amount","fnd_cptl_amt","true","Currency Amount","decimal(23,2)","","Vốn điều lệ quỹ (VNĐ) ← FMS.FUNDS.FundCapital","ivsm_fnd.fnd_cptl_amt","direct","Investment Fund","ivsm_fnd","Fund Capital Amount","fnd_cptl_amt"
"46","Fund Management Company Fund List","fnd_mgt_co_fnd_lst","Fund Management Company Id","fnd_mgt_co_id","false","Surrogate Key","string","PK","PK component 1 — FK về Fund Management Company Profile (drill anchor)","ivsm_fnd.fnd_mgt_co_id","direct","Investment Fund","ivsm_fnd","Fund Management Company Id","fnd_mgt_co_id"
"46","Fund Management Company Fund List","fnd_mgt_co_fnd_lst","Fund NAV Amount","fnd_nav_amt","true","Currency Amount","decimal(23,2)","","NAV quỹ kỳ BC gần nhất từ RPTVALUES — pending O_FMS_1","","pending","Report Import Value","rpt_impr_val","Value","val"
"46","Fund Management Company Fund List","fnd_mgt_co_fnd_lst","Fund Name","fnd_nm","false","Text","string","","Tên đầy đủ quỹ đầu tư","ivsm_fnd.ivsm_fnd_nm","direct","Investment Fund","ivsm_fnd","Investment Fund Name","ivsm_fnd_nm"
