kpi_id,dashboard,kpi_name,kpi_description,requirement_group,kpi_category,source_module,mart_table,mart_column,column_role,logic,silver_entity,silver_attribute
K_NHNCK_45,Dashboard Hồ sơ & Danh mục của NHNCK,Mối quan hệ,Loại quan hệ gia đình,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Relationship Snapshot,Relationship Type Dimension Id,JOIN_KEY,FK → Classification Dimension,,
K_NHNCK_46,Dashboard Hồ sơ & Danh mục của NHNCK,Nghề nghiệp NLQ,Nghề nghiệp của người liên quan,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Related Party Dimension,Occupation Name,MEASURE,SELECT Occupation Name,Securities Practitioner Related Party,Occupation Name
K_NHNCK_46,Dashboard Hồ sơ & Danh mục của NHNCK,Nghề nghiệp NLQ,Nghề nghiệp của người liên quan,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Relationship Snapshot,Related Party Dimension Id,JOIN_KEY,FK → Securities Practitioner Related Party Dimension,,
K_NHNCK_47,Dashboard Hồ sơ & Danh mục của NHNCK,CCCD/CMND/HC NLQ,Số định danh cá nhân của người liên quan,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Related Party Dimension,Identity Reference Code,MEASURE,SELECT Identity Reference Code,Securities Practitioner Related Party,Identity Reference Code
K_NHNCK_47,Dashboard Hồ sơ & Danh mục của NHNCK,CCCD/CMND/HC NLQ,Số định danh cá nhân của người liên quan,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Relationship Snapshot,Related Party Dimension Id,JOIN_KEY,FK → Securities Practitioner Related Party Dimension,,
K_NHNCK_48,Dashboard Hồ sơ & Danh mục của NHNCK,Mã CTCK,Mã CTCK (O5: chờ Silver source),Dashboard,Chỉ tiêu cơ sở,NHNCK,⚠ O5,⚠ O5,MEASURE,Chờ Silver source,,
K_NHNCK_49,Dashboard Hồ sơ & Danh mục của NHNCK,Số tài khoản,Số tài khoản (O5: chờ Silver source),Dashboard,Chỉ tiêu cơ sở,NHNCK,⚠ O5,⚠ O5,MEASURE,Chờ Silver source,,
K_NHNCK_50,Dashboard Hồ sơ & Danh mục của NHNCK,Tên chủ tài khoản,Tên chủ tài khoản (O5: chờ Silver source),Dashboard,Chỉ tiêu cơ sở,NHNCK,⚠ O5,⚠ O5,MEASURE,Chờ Silver source,,
K_NHNCK_51,Dashboard Hồ sơ & Danh mục của NHNCK,Mã CK nắm giữ chính,Mã CK nắm giữ chính (O5: chờ Silver source),Dashboard,Chỉ tiêu cơ sở,NHNCK,⚠ O5,⚠ O5,MEASURE,Chờ Silver source,,
K_NHNCK_52,Dashboard Hồ sơ & Danh mục của NHNCK,Số dư tài khoản,Số dư tài khoản (O5: chờ Silver source),Dashboard,Chỉ tiêu cơ sở,NHNCK,⚠ O5,⚠ O5,MEASURE,Chờ Silver source,,
K_NHNCK_53,Dashboard Quá trình hành nghề của NHNCK,Tổ chức,Tên tổ chức nơi NHN công tác,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Organization Reference Dimension,Organization Name,MEASURE,SELECT Organization Name,Securities Organization Reference,Organization Name
K_NHNCK_53,Dashboard Quá trình hành nghề của NHNCK,Tổ chức,Tên tổ chức nơi NHN công tác,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Employment Snapshot,Organization Dimension Id,JOIN_KEY,FK → Securities Organization Reference Dimension,,
K_NHNCK_53,Dashboard Quá trình hành nghề của NHNCK,Tổ chức,Tên tổ chức nơi NHN công tác,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Employment Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_54,Dashboard Quá trình hành nghề của NHNCK,Vị trí,Chức vụ tại tổ chức,Dashboard,Chỉ tiêu cơ sở,NHNCK,Organization Reports Dimension,Position Name,MEASURE,SELECT Position Name,Securities Practitioner Organization Employment Report,Position Name
K_NHNCK_54,Dashboard Quá trình hành nghề của NHNCK,Vị trí,Chức vụ tại tổ chức,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Employment Snapshot,Organization Reports Dimension Id,JOIN_KEY,FK → Organization Reports Dimension,,
K_NHNCK_54,Dashboard Quá trình hành nghề của NHNCK,Vị trí,Chức vụ tại tổ chức,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Employment Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_55,Dashboard Quá trình hành nghề của NHNCK,Từ tháng,Ngày bắt đầu công tác,Dashboard,Chỉ tiêu cơ sở,NHNCK,Organization Reports Dimension,Hire Date,MEASURE,SELECT Hire Date,Securities Practitioner Organization Employment Report,Hire Date
K_NHNCK_55,Dashboard Quá trình hành nghề của NHNCK,Từ tháng,Ngày bắt đầu công tác,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Employment Snapshot,Organization Reports Dimension Id,JOIN_KEY,FK → Organization Reports Dimension,,
K_NHNCK_56,Dashboard Quá trình hành nghề của NHNCK,Đến tháng,Ngày kết thúc công tác (NULL = Hiện nay),Dashboard,Chỉ tiêu cơ sở,NHNCK,Organization Reports Dimension,Termination Date,MEASURE,SELECT Termination Date (NULL = Hiện nay),Securities Practitioner Organization Employment Report,Termination Date
K_NHNCK_56,Dashboard Quá trình hành nghề của NHNCK,Đến tháng,Ngày kết thúc công tác (NULL = Hiện nay),Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Employment Snapshot,Organization Reports Dimension Id,JOIN_KEY,FK → Organization Reports Dimension,,
K_NHNCK_57,Dashboard Quá trình hành nghề của NHNCK,Trạng thái,Hiện tại hoặc Quá khứ,Dashboard,Chỉ tiêu phái sinh,NHNCK,Organization Reports Dimension,Is Current Flag,MEASURE,TRUE → Hiện tại / FALSE → Quá khứ,Securities Practitioner Organization Employment Report,Termination Date
K_NHNCK_57,Dashboard Quá trình hành nghề của NHNCK,Trạng thái,Hiện tại hoặc Quá khứ,Dashboard,Chỉ tiêu phái sinh,NHNCK,Fact Practitioner Employment Snapshot,Organization Reports Dimension Id,JOIN_KEY,FK → Organization Reports Dimension,,
K_NHNCK_58,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Số CCHN,Lịch sử CCHN: Số CCHN,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Certificate Number,MEASURE,SELECT Certificate Number,Securities Practitioner License Certificate Document,License Certificate Document Code
K_NHNCK_58,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Số CCHN,Lịch sử CCHN: Số CCHN,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_58,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Số CCHN,Lịch sử CCHN: Số CCHN,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_59,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Loại hình,Lịch sử CCHN: Loại hình,Dashboard,Chỉ tiêu cơ sở,NHNCK,Classification Dimension,Classification Name,MEASURE,SELECT Classification Name,Classification Value,CERTIFICATE_TYPE
K_NHNCK_59,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Loại hình,Lịch sử CCHN: Loại hình,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Certificate Type Dimension Id,JOIN_KEY,FK → Classification Dimension,,
K_NHNCK_59,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Loại hình,Lịch sử CCHN: Loại hình,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_59,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Loại hình,Lịch sử CCHN: Loại hình,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_60,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Ngày cấp,Lịch sử CCHN: Ngày cấp,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Certificate Issue Date,MEASURE,SELECT Certificate Issue Date,Securities Practitioner License Certificate Document,Certificate Issue Date
K_NHNCK_60,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Ngày cấp,Lịch sử CCHN: Ngày cấp,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_60,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Ngày cấp,Lịch sử CCHN: Ngày cấp,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_61,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Ngày thu hồi,Lịch sử CCHN: Ngày thu hồi,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Revocation Date,MEASURE,SELECT Revocation Date,Securities Practitioner License Certificate Document,Revocation Date
K_NHNCK_61,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Ngày thu hồi,Lịch sử CCHN: Ngày thu hồi,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_61,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Ngày thu hồi,Lịch sử CCHN: Ngày thu hồi,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_62,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Quyết định cấp,Lịch sử CCHN: Quyết định cấp,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Issuance Decision Number,MEASURE,SELECT Issuance Decision Number,Securities Practitioner License Decision Document,Decision Number
K_NHNCK_62,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Quyết định cấp,Lịch sử CCHN: Quyết định cấp,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_62,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Quyết định cấp,Lịch sử CCHN: Quyết định cấp,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_63,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Trạng thái,Lịch sử CCHN: Trạng thái,Dashboard,Chỉ tiêu cơ sở,NHNCK,Classification Dimension,Classification Name,MEASURE,SELECT Classification Name,Classification Value,CERTIFICATE_STATUS
K_NHNCK_63,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Trạng thái,Lịch sử CCHN: Trạng thái,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Certificate Status Dimension Id,JOIN_KEY,FK → Classification Dimension,,
K_NHNCK_63,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Trạng thái,Lịch sử CCHN: Trạng thái,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_63,Dashboard Lịch sử cấp chứng chỉ của NHNCK,Trạng thái,Lịch sử CCHN: Trạng thái,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_71,Dashboard Lịch sử vi phạm của NHNCK,Số quyết định,Số quyết định xử phạt,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Violation,Decision Number,MEASURE,SELECT Decision Number,Securities Practitioner License Decision Document,Decision Number
K_NHNCK_71,Dashboard Lịch sử vi phạm của NHNCK,Số quyết định,Số quyết định xử phạt,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Violation,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_72,Dashboard Lịch sử vi phạm của NHNCK,Ngày quyết định,Ngày ký quyết định xử phạt,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Violation,Decision Date,MEASURE,SELECT Decision Date,Securities Practitioner License Decision Document,Signing Date
K_NHNCK_72,Dashboard Lịch sử vi phạm của NHNCK,Ngày quyết định,Ngày ký quyết định xử phạt,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Violation,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_73,Dashboard Lịch sử vi phạm của NHNCK,Nội dung vi phạm,Mô tả nội dung vi phạm,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Violation,Violation Note,MEASURE,SELECT Violation Note,Securities Practitioner Conduct Violation,Violation Note
K_NHNCK_73,Dashboard Lịch sử vi phạm của NHNCK,Nội dung vi phạm,Mô tả nội dung vi phạm,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Violation,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_74,Dashboard Lịch sử vi phạm của NHNCK,Hình thức xử phạt,Mô tả hình thức xử phạt (O6: chờ Silver),Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Violation,Penalty Description,MEASURE,SELECT Penalty Description (O6),,
K_NHNCK_74,Dashboard Lịch sử vi phạm của NHNCK,Hình thức xử phạt,Mô tả hình thức xử phạt (O6: chờ Silver),Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Violation,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_75,Dashboard Lịch sử vi phạm của NHNCK,Trạng thái,Trạng thái thực thi vi phạm (O7: chờ Silver),Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Violation,Violation Execution Status Code,MEASURE,SELECT (O7),,
K_NHNCK_75,Dashboard Lịch sử vi phạm của NHNCK,Trạng thái,Trạng thái thực thi vi phạm (O7: chờ Silver),Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Violation,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_64,Dashboard Đợt thi sát hạch của NHNCK,Đợt thi,Tên đợt thi sát hạch,Dashboard,Chỉ tiêu cơ sở,NHNCK,Examination Session Dimension,Session Name,MEASURE,SELECT Session Name,Securities Practitioner Qualification Examination Assessment,Session Number / Examination Year
K_NHNCK_64,Dashboard Đợt thi sát hạch của NHNCK,Đợt thi,Tên đợt thi sát hạch,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Examination Result,Examination Session Dimension Id,JOIN_KEY,FK → Examination Session Dimension,,
K_NHNCK_64,Dashboard Đợt thi sát hạch của NHNCK,Đợt thi,Tên đợt thi sát hạch,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Examination Result,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_65,Dashboard Đợt thi sát hạch của NHNCK,Ngày thi,Ngày bắt đầu thi,Dashboard,Chỉ tiêu cơ sở,NHNCK,Examination Session Dimension,Examination Start Date,MEASURE,SELECT Examination Start Date,Securities Practitioner Qualification Examination Assessment,Examination Start Date
K_NHNCK_65,Dashboard Đợt thi sát hạch của NHNCK,Ngày thi,Ngày bắt đầu thi,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Examination Result,Examination Session Dimension Id,JOIN_KEY,FK → Examination Session Dimension,,
K_NHNCK_66,Dashboard Đợt thi sát hạch của NHNCK,Điểm thi,Tổng điểm thi,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Examination Result,Total Score,MEASURE,SELECT Total Score,,ETL derived
K_NHNCK_66,Dashboard Đợt thi sát hạch của NHNCK,Điểm thi,Tổng điểm thi,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Examination Result,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_67,Dashboard Đợt thi sát hạch của NHNCK,Số QĐ công bố,Số quyết định công nhận kết quả,Dashboard,Chỉ tiêu cơ sở,NHNCK,Examination Session Dimension,Decision Number,MEASURE,SELECT Decision Number,Securities Practitioner License Decision Document,Decision Number
K_NHNCK_67,Dashboard Đợt thi sát hạch của NHNCK,Số QĐ công bố,Số quyết định công nhận kết quả,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Examination Result,Examination Session Dimension Id,JOIN_KEY,FK → Examination Session Dimension,,
K_NHNCK_68,Dashboard Đợt thi sát hạch của NHNCK,Trạng thái,Kết quả thi: Đạt / Không đạt,Dashboard,Chỉ tiêu cơ sở,NHNCK,Classification Dimension,Classification Name,MEASURE,SELECT Classification Name (via Examination Result Dimension Id),Classification Value,EXAMINATION_RESULT
K_NHNCK_68,Dashboard Đợt thi sát hạch của NHNCK,Trạng thái,Kết quả thi: Đạt / Không đạt,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Examination Result,Examination Result Dimension Id,JOIN_KEY,FK → Classification Dimension,,
K_NHNCK_69,Dashboard Cập nhật kiến thức của NHNCK,Kết quả kiểm tra / phân loại,Kết quả cập nhật kiến thức aggregate theo năm học per NHN,Dashboard,Chỉ tiêu phái sinh,NHNCK,Classification Dimension,Classification Name,MEASURE,SELECT Classification Name (via Training Result Dimension Id) → aggregate per Academic Year per NHN,Classification Value,TRAINING_RESULT
K_NHNCK_69,Dashboard Cập nhật kiến thức của NHNCK,Kết quả kiểm tra / phân loại,Kết quả cập nhật kiến thức aggregate theo năm học per NHN,Dashboard,Chỉ tiêu phái sinh,NHNCK,Fact Training Enrollment,Training Result Dimension Id,JOIN_KEY,FK → Classification Dimension,,
K_NHNCK_69,Dashboard Cập nhật kiến thức của NHNCK,Kết quả kiểm tra / phân loại,Kết quả cập nhật kiến thức aggregate theo năm học per NHN,Dashboard,Chỉ tiêu phái sinh,NHNCK,Professional Training Class Dimension,Academic Year,SLICER,GROUP BY Academic Year,Securities Practitioner Professional Training Class,Academic Year
K_NHNCK_69,Dashboard Cập nhật kiến thức của NHNCK,Kết quả kiểm tra / phân loại,Kết quả cập nhật kiến thức aggregate theo năm học per NHN,Dashboard,Chỉ tiêu phái sinh,NHNCK,Fact Training Enrollment,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_70,Dashboard Cập nhật kiến thức của NHNCK,Trạng thái đủ 8h,SUM(Training Hours) per NHN per Academic Year >= 8 → Đã đủ 8h (O9: chờ BA),Dashboard,Chỉ tiêu phái sinh,NHNCK,Fact Training Enrollment,Training Hours,MEASURE,SUM(Training Hours) >= 8 → Đã đủ 8h (O9),,ETL derived
K_NHNCK_70,Dashboard Cập nhật kiến thức của NHNCK,Trạng thái đủ 8h,SUM(Training Hours) per NHN per Academic Year >= 8 → Đã đủ 8h (O9: chờ BA),Dashboard,Chỉ tiêu phái sinh,NHNCK,Professional Training Class Dimension,Academic Year,SLICER,GROUP BY Academic Year,Securities Practitioner Professional Training Class,Academic Year
K_NHNCK_70,Dashboard Cập nhật kiến thức của NHNCK,Trạng thái đủ 8h,SUM(Training Hours) per NHN per Academic Year >= 8 → Đã đủ 8h (O9: chờ BA),Dashboard,Chỉ tiêu phái sinh,NHNCK,Fact Training Enrollment,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_76,Yêu cầu khai thác dữ liệu (Data Explorer),Tên cán bộ,Data Explorer: Tên cán bộ,DataExplorer,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Full Name,MEASURE,SELECT Full Name,Securities Practitioner,Full Name
K_NHNCK_76,Yêu cầu khai thác dữ liệu (Data Explorer),Tên cán bộ,Data Explorer: Tên cán bộ,DataExplorer,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,,
K_NHNCK_76,Yêu cầu khai thác dữ liệu (Data Explorer),Tên cán bộ,Data Explorer: Tên cán bộ,DataExplorer,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_77,Yêu cầu khai thác dữ liệu (Data Explorer),Số CCHN,Data Explorer: Số CCHN,DataExplorer,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Certificate Number,MEASURE,SELECT Certificate Number,Securities Practitioner License Certificate Document,License Certificate Document Code
K_NHNCK_77,Yêu cầu khai thác dữ liệu (Data Explorer),Số CCHN,Data Explorer: Số CCHN,DataExplorer,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_78,Yêu cầu khai thác dữ liệu (Data Explorer),Loại hình,Data Explorer: Loại hình,DataExplorer,Chỉ tiêu cơ sở,NHNCK,Classification Dimension,Classification Name,MEASURE,SELECT Classification Name,Classification Value,CERTIFICATE_TYPE
K_NHNCK_78,Yêu cầu khai thác dữ liệu (Data Explorer),Loại hình,Data Explorer: Loại hình,DataExplorer,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Certificate Type Dimension Id,JOIN_KEY,FK → Classification Dimension,,
K_NHNCK_78,Yêu cầu khai thác dữ liệu (Data Explorer),Loại hình,Data Explorer: Loại hình,DataExplorer,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_79,Yêu cầu khai thác dữ liệu (Data Explorer),Công ty,Data Explorer: Công ty,DataExplorer,Chỉ tiêu cơ sở,NHNCK,Securities Organization Reference Dimension,Organization Name,MEASURE,SELECT Organization Name,Securities Organization Reference,Organization Name
K_NHNCK_79,Yêu cầu khai thác dữ liệu (Data Explorer),Công ty,Data Explorer: Công ty,DataExplorer,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Organization Dimension Id,JOIN_KEY,FK → Securities Organization Reference Dimension,,
K_NHNCK_79,Yêu cầu khai thác dữ liệu (Data Explorer),Công ty,Data Explorer: Công ty,DataExplorer,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_80,Yêu cầu khai thác dữ liệu (Data Explorer),Ngày cấp,Data Explorer: Ngày cấp,DataExplorer,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Certificate Issue Date,MEASURE,SELECT Certificate Issue Date,Securities Practitioner License Certificate Document,Certificate Issue Date
K_NHNCK_80,Yêu cầu khai thác dữ liệu (Data Explorer),Ngày cấp,Data Explorer: Ngày cấp,DataExplorer,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_81,Yêu cầu khai thác dữ liệu (Data Explorer),Trạng thái,Data Explorer: Trạng thái,DataExplorer,Chỉ tiêu cơ sở,NHNCK,Classification Dimension,Classification Name,MEASURE,SELECT Classification Name,Classification Value,CERTIFICATE_STATUS
K_NHNCK_81,Yêu cầu khai thác dữ liệu (Data Explorer),Trạng thái,Data Explorer: Trạng thái,DataExplorer,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Certificate Status Dimension Id,JOIN_KEY,FK → Classification Dimension,,
K_NHNCK_81,Yêu cầu khai thác dữ liệu (Data Explorer),Trạng thái,Data Explorer: Trạng thái,DataExplorer,Chỉ tiêu cơ sở,NHNCK,Fact Certificate Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_82,Yêu cầu khai thác dữ liệu (Data Explorer),Lọc: Loại chứng chỉ,Slicer loại chứng chỉ trên Data Explorer,DataExplorer,Chiều,NHNCK,Classification Dimension,Classification Code,SLICER,Slicer: CERTIFICATE_TYPE,Classification Value,CERTIFICATE_TYPE
K_NHNCK_82,Yêu cầu khai thác dữ liệu (Data Explorer),Lọc: Loại chứng chỉ,Slicer loại chứng chỉ trên Data Explorer,DataExplorer,Chiều,NHNCK,Fact Certificate Snapshot,Certificate Type Dimension Id,JOIN_KEY,FK → Classification Dimension,,
K_NHNCK_83,Yêu cầu khai thác dữ liệu (Data Explorer),Lọc: Trạng thái,Slicer trạng thái CCHN trên Data Explorer,DataExplorer,Chiều,NHNCK,Classification Dimension,Classification Code,SLICER,Slicer: CERTIFICATE_STATUS,Classification Value,CERTIFICATE_STATUS
K_NHNCK_83,Yêu cầu khai thác dữ liệu (Data Explorer),Lọc: Trạng thái,Slicer trạng thái CCHN trên Data Explorer,DataExplorer,Chiều,NHNCK,Fact Certificate Snapshot,Certificate Status Dimension Id,JOIN_KEY,FK → Classification Dimension,,
